#    L    TT             EE             TE             PP             TP          
  4472    0.61415E+00    0.21402E-01   -0.29960E-01    0.11817E+05    0.60904E+00
  4473    0.61306E+00    0.21337E-01   -0.29978E-01    0.11811E+05    0.60848E+00
  4474    0.61199E+00    0.21272E-01   -0.29994E-01    0.11804E+05    0.60791E+00
  4475    0.61092E+00    0.21207E-01   -0.30009E-01    0.11798E+05    0.60734E+00
  4476    0.60986E+00    0.21140E-01   -0.30020E-01    0.11791E+05    0.60677E+00
  4477    0.60880E+00    0.21074E-01   -0.30029E-01    0.11785E+05    0.60619E+00
  4478    0.60773E+00    0.21006E-01   -0.30036E-01    0.11778E+05    0.60562E+00
  4479    0.60668E+00    0.20939E-01   -0.30040E-01    0.11772E+05    0.60504E+00
  4480    0.60563E+00    0.20870E-01   -0.30042E-01    0.11766E+05    0.60446E+00
  4481    0.60456E+00    0.20801E-01   -0.30042E-01    0.11759E+05    0.60388E+00
  4482    0.60352E+00    0.20732E-01   -0.30039E-01    0.11753E+05    0.60329E+00
  4483    0.60247E+00    0.20662E-01   -0.30034E-01    0.11746E+05    0.60270E+00
  4484    0.60142E+00    0.20590E-01   -0.30026E-01    0.11740E+05    0.60212E+00
  4485    0.60037E+00    0.20518E-01   -0.30016E-01    0.11734E+05    0.60152E+00
  4486    0.59932E+00    0.20448E-01   -0.30004E-01    0.11727E+05    0.60093E+00
  4487    0.59829E+00    0.20376E-01   -0.29988E-01    0.11721E+05    0.60034E+00
  4488    0.59723E+00    0.20304E-01   -0.29971E-01    0.11715E+05    0.59974E+00
  4489    0.59620E+00    0.20232E-01   -0.29951E-01    0.11708E+05    0.59914E+00
  4490    0.59515E+00    0.20160E-01   -0.29928E-01    0.11702E+05    0.59854E+00
  4491    0.59410E+00    0.20087E-01   -0.29902E-01    0.11696E+05    0.59794E+00
  4492    0.59306E+00    0.20013E-01   -0.29875E-01    0.11689E+05    0.59733E+00
  4493    0.59202E+00    0.19940E-01   -0.29845E-01    0.11683E+05    0.59673E+00
  4494    0.59098E+00    0.19865E-01   -0.29811E-01    0.11677E+05    0.59612E+00
  4495    0.58993E+00    0.19791E-01   -0.29776E-01    0.11670E+05    0.59551E+00
  4496    0.58888E+00    0.19716E-01   -0.29738E-01    0.11664E+05    0.59490E+00
  4497    0.58783E+00    0.19640E-01   -0.29696E-01    0.11658E+05    0.59428E+00
  4498    0.58678E+00    0.19566E-01   -0.29653E-01    0.11651E+05    0.59367E+00
  4499    0.58573E+00    0.19490E-01   -0.29606E-01    0.11645E+05    0.59305E+00
  4500    0.58467E+00    0.19414E-01   -0.29557E-01    0.11639E+05    0.59243E+00
  4501    0.58362E+00    0.19338E-01   -0.29506E-01    0.11632E+05    0.59181E+00
  4502    0.58255E+00    0.19261E-01   -0.29451E-01    0.11626E+05    0.59119E+00
  4503    0.58150E+00    0.19185E-01   -0.29395E-01    0.11620E+05    0.59057E+00
  4504    0.58044E+00    0.19110E-01   -0.29336E-01    0.11614E+05    0.58995E+00
  4505    0.57937E+00    0.19033E-01   -0.29273E-01    0.11607E+05    0.58932E+00
  4506    0.57830E+00    0.18956E-01   -0.29209E-01    0.11601E+05    0.58869E+00
  4507    0.57722E+00    0.18879E-01   -0.29142E-01    0.11595E+05    0.58806E+00
  4508    0.57615E+00    0.18803E-01   -0.29072E-01    0.11588E+05    0.58743E+00
  4509    0.57507E+00    0.18726E-01   -0.29000E-01    0.11582E+05    0.58680E+00
  4510    0.57399E+00    0.18648E-01   -0.28925E-01    0.11576E+05    0.58617E+00
  4511    0.57290E+00    0.18571E-01   -0.28846E-01    0.11570E+05    0.58554E+00
  4512    0.57181E+00    0.18494E-01   -0.28767E-01    0.11563E+05    0.58490E+00
  4513    0.57072E+00    0.18416E-01   -0.28683E-01    0.11557E+05    0.58427E+00
  4514    0.56962E+00    0.18339E-01   -0.28599E-01    0.11551E+05    0.58363E+00
  4515    0.56852E+00    0.18262E-01   -0.28511E-01    0.11545E+05    0.58299E+00
  4516    0.56742E+00    0.18184E-01   -0.28420E-01    0.11538E+05    0.58235E+00
  4517    0.56631E+00    0.18106E-01   -0.28329E-01    0.11532E+05    0.58171E+00
  4518    0.56520E+00    0.18029E-01   -0.28233E-01    0.11526E+05    0.58107E+00
  4519    0.56408E+00    0.17952E-01   -0.28135E-01    0.11520E+05    0.58043E+00
  4520    0.56296E+00    0.17874E-01   -0.28036E-01    0.11514E+05    0.57978E+00
  4521    0.56183E+00    0.17797E-01   -0.27934E-01    0.11507E+05    0.57914E+00
  4522    0.56070E+00    0.17719E-01   -0.27829E-01    0.11501E+05    0.57849E+00
  4523    0.55958E+00    0.17642E-01   -0.27722E-01    0.11495E+05    0.57785E+00
  4524    0.55843E+00    0.17564E-01   -0.27613E-01    0.11489E+05    0.57720E+00
  4525    0.55729E+00    0.17487E-01   -0.27502E-01    0.11482E+05    0.57655E+00
  4526    0.55614E+00    0.17410E-01   -0.27388E-01    0.11476E+05    0.57590E+00
  4527    0.55500E+00    0.17333E-01   -0.27273E-01    0.11470E+05    0.57525E+00
  4528    0.55384E+00    0.17256E-01   -0.27155E-01    0.11464E+05    0.57460E+00
  4529    0.55268E+00    0.17180E-01   -0.27035E-01    0.11458E+05    0.57395E+00
  4530    0.55151E+00    0.17101E-01   -0.26914E-01    0.11452E+05    0.57330E+00
  4531    0.55033E+00    0.17026E-01   -0.26790E-01    0.11445E+05    0.57265E+00
  4532    0.54916E+00    0.16949E-01   -0.26663E-01    0.11439E+05    0.57200E+00
  4533    0.54797E+00    0.16873E-01   -0.26535E-01    0.11433E+05    0.57134E+00
  4534    0.54680E+00    0.16796E-01   -0.26406E-01    0.11427E+05    0.57069E+00
  4535    0.54559E+00    0.16721E-01   -0.26273E-01    0.11421E+05    0.57003E+00
  4536    0.54439E+00    0.16645E-01   -0.26139E-01    0.11415E+05    0.56938E+00
  4537    0.54319E+00    0.16571E-01   -0.26003E-01    0.11408E+05    0.56872E+00
  4538    0.54198E+00    0.16495E-01   -0.25866E-01    0.11402E+05    0.56807E+00
  4539    0.54076E+00    0.16421E-01   -0.25727E-01    0.11396E+05    0.56741E+00
  4540    0.53954E+00    0.16346E-01   -0.25587E-01    0.11390E+05    0.56676E+00
  4541    0.53831E+00    0.16272E-01   -0.25443E-01    0.11384E+05    0.56610E+00
  4542    0.53708E+00    0.16198E-01   -0.25300E-01    0.11378E+05    0.56544E+00
  4543    0.53584E+00    0.16124E-01   -0.25154E-01    0.11372E+05    0.56479E+00
  4544    0.53459E+00    0.16051E-01   -0.25007E-01    0.11366E+05    0.56413E+00
  4545    0.53333E+00    0.15978E-01   -0.24858E-01    0.11359E+05    0.56347E+00
  4546    0.53208E+00    0.15906E-01   -0.24709E-01    0.11353E+05    0.56282E+00
  4547    0.53081E+00    0.15835E-01   -0.24557E-01    0.11347E+05    0.56216E+00
  4548    0.52954E+00    0.15762E-01   -0.24404E-01    0.11341E+05    0.56150E+00
  4549    0.52825E+00    0.15692E-01   -0.24250E-01    0.11335E+05    0.56084E+00
  4550    0.52697E+00    0.15620E-01   -0.24095E-01    0.11329E+05    0.56019E+00
  4551    0.52568E+00    0.15550E-01   -0.23939E-01    0.11323E+05    0.55953E+00
  4552    0.52438E+00    0.15481E-01   -0.23781E-01    0.11317E+05    0.55887E+00
  4553    0.52308E+00    0.15411E-01   -0.23623E-01    0.11311E+05    0.55821E+00
  4554    0.52176E+00    0.15342E-01   -0.23463E-01    0.11305E+05    0.55756E+00
  4555    0.52045E+00    0.15273E-01   -0.23302E-01    0.11299E+05    0.55690E+00
  4556    0.51913E+00    0.15205E-01   -0.23141E-01    0.11293E+05    0.55624E+00
  4557    0.51779E+00    0.15138E-01   -0.22978E-01    0.11286E+05    0.55559E+00
  4558    0.51646E+00    0.15071E-01   -0.22814E-01    0.11280E+05    0.55493E+00
  4559    0.51511E+00    0.15004E-01   -0.22649E-01    0.11274E+05    0.55427E+00
  4560    0.51376E+00    0.14939E-01   -0.22484E-01    0.11268E+05    0.55362E+00
  4561    0.51241E+00    0.14874E-01   -0.22317E-01    0.11262E+05    0.55296E+00
  4562    0.51105E+00    0.14809E-01   -0.22150E-01    0.11256E+05    0.55231E+00
  4563    0.50968E+00    0.14743E-01   -0.21983E-01    0.11250E+05    0.55165E+00
  4564    0.50831E+00    0.14680E-01   -0.21813E-01    0.11244E+05    0.55100E+00
  4565    0.50693E+00    0.14617E-01   -0.21644E-01    0.11238E+05    0.55034E+00
  4566    0.50554E+00    0.14556E-01   -0.21473E-01    0.11232E+05    0.54969E+00
  4567    0.50415E+00    0.14491E-01   -0.21304E-01    0.11226E+05    0.54904E+00
  4568    0.50276E+00    0.14430E-01   -0.21132E-01    0.11220E+05    0.54838E+00
  4569    0.50135E+00    0.14368E-01   -0.20960E-01    0.11214E+05    0.54773E+00
  4570    0.49994E+00    0.14308E-01   -0.20788E-01    0.11208E+05    0.54708E+00
  4571    0.49852E+00    0.14247E-01   -0.20616E-01    0.11202E+05    0.54643E+00
  4572    0.49710E+00    0.14187E-01   -0.20442E-01    0.11196E+05    0.54578E+00
  4573    0.49567E+00    0.14128E-01   -0.20269E-01    0.11190E+05    0.54513E+00
  4574    0.49424E+00    0.14070E-01   -0.20096E-01    0.11184E+05    0.54448E+00
  4575    0.49281E+00    0.14012E-01   -0.19921E-01    0.11178E+05    0.54383E+00
  4576    0.49137E+00    0.13954E-01   -0.19747E-01    0.11172E+05    0.54318E+00
  4577    0.48991E+00    0.13898E-01   -0.19572E-01    0.11166E+05    0.54254E+00
  4578    0.48846E+00    0.13842E-01   -0.19397E-01    0.11160E+05    0.54189E+00
  4579    0.48699E+00    0.13786E-01   -0.19223E-01    0.11154E+05    0.54124E+00
  4580    0.48554E+00    0.13731E-01   -0.19048E-01    0.11148E+05    0.54060E+00
  4581    0.48406E+00    0.13677E-01   -0.18874E-01    0.11142E+05    0.53995E+00
  4582    0.48259E+00    0.13623E-01   -0.18698E-01    0.11136E+05    0.53931E+00
  4583    0.48111E+00    0.13570E-01   -0.18523E-01    0.11130E+05    0.53867E+00
  4584    0.47963E+00    0.13517E-01   -0.18349E-01    0.11124E+05    0.53803E+00
  4585    0.47814E+00    0.13466E-01   -0.18175E-01    0.11118E+05    0.53739E+00
  4586    0.47665E+00    0.13415E-01   -0.18001E-01    0.11113E+05    0.53675E+00
  4587    0.47514E+00    0.13364E-01   -0.17828E-01    0.11107E+05    0.53611E+00
  4588    0.47365E+00    0.13313E-01   -0.17655E-01    0.11101E+05    0.53547E+00
  4589    0.47214E+00    0.13264E-01   -0.17481E-01    0.11095E+05    0.53484E+00
  4590    0.47063E+00    0.13215E-01   -0.17309E-01    0.11089E+05    0.53420E+00
  4591    0.46911E+00    0.13167E-01   -0.17137E-01    0.11083E+05    0.53357E+00
  4592    0.46760E+00    0.13119E-01   -0.16966E-01    0.11077E+05    0.53294E+00
  4593    0.46609E+00    0.13072E-01   -0.16795E-01    0.11071E+05    0.53230E+00
  4594    0.46455E+00    0.13026E-01   -0.16624E-01    0.11065E+05    0.53167E+00
  4595    0.46303E+00    0.12980E-01   -0.16455E-01    0.11059E+05    0.53104E+00
  4596    0.46150E+00    0.12935E-01   -0.16287E-01    0.11053E+05    0.53042E+00
  4597    0.45998E+00    0.12890E-01   -0.16118E-01    0.11047E+05    0.52979E+00
  4598    0.45843E+00    0.12846E-01   -0.15952E-01    0.11042E+05    0.52916E+00
  4599    0.45690E+00    0.12803E-01   -0.15785E-01    0.11036E+05    0.52854E+00
  4600    0.45536E+00    0.12762E-01   -0.15621E-01    0.11030E+05    0.52792E+00
  4601    0.45381E+00    0.12718E-01   -0.15457E-01    0.11024E+05    0.52730E+00
  4602    0.45225E+00    0.12677E-01   -0.15293E-01    0.11018E+05    0.52668E+00
  4603    0.45069E+00    0.12637E-01   -0.15132E-01    0.11012E+05    0.52606E+00
  4604    0.44914E+00    0.12597E-01   -0.14970E-01    0.11006E+05    0.52544E+00
  4605    0.44759E+00    0.12557E-01   -0.14811E-01    0.11000E+05    0.52482E+00
  4606    0.44603E+00    0.12518E-01   -0.14655E-01    0.10995E+05    0.52421E+00
  4607    0.44448E+00    0.12480E-01   -0.14495E-01    0.10989E+05    0.52360E+00
  4608    0.44292E+00    0.12442E-01   -0.14340E-01    0.10983E+05    0.52299E+00
  4609    0.44135E+00    0.12406E-01   -0.14185E-01    0.10977E+05    0.52238E+00
  4610    0.43979E+00    0.12369E-01   -0.14031E-01    0.10971E+05    0.52177E+00
  4611    0.43822E+00    0.12334E-01   -0.13879E-01    0.10965E+05    0.52116E+00
  4612    0.43665E+00    0.12299E-01   -0.13728E-01    0.10960E+05    0.52056E+00
  4613    0.43509E+00    0.12264E-01   -0.13578E-01    0.10954E+05    0.51995E+00
  4614    0.43351E+00    0.12231E-01   -0.13430E-01    0.10948E+05    0.51935E+00
  4615    0.43194E+00    0.12197E-01   -0.13283E-01    0.10942E+05    0.51875E+00
  4616    0.43036E+00    0.12164E-01   -0.13137E-01    0.10936E+05    0.51815E+00
  4617    0.42879E+00    0.12132E-01   -0.12993E-01    0.10930E+05    0.51755E+00
  4618    0.42722E+00    0.12101E-01   -0.12850E-01    0.10925E+05    0.51696E+00
  4619    0.42564E+00    0.12071E-01   -0.12709E-01    0.10919E+05    0.51637E+00
  4620    0.42407E+00    0.12040E-01   -0.12568E-01    0.10913E+05    0.51577E+00
  4621    0.42250E+00    0.12011E-01   -0.12430E-01    0.10907E+05    0.51518E+00
  4622    0.42092E+00    0.11981E-01   -0.12294E-01    0.10901E+05    0.51459E+00
  4623    0.41934E+00    0.11953E-01   -0.12158E-01    0.10896E+05    0.51401E+00
  4624    0.41777E+00    0.11924E-01   -0.12024E-01    0.10890E+05    0.51342E+00
  4625    0.41619E+00    0.11897E-01   -0.11892E-01    0.10884E+05    0.51284E+00
  4626    0.41462E+00    0.11870E-01   -0.11762E-01    0.10878E+05    0.51226E+00
  4627    0.41304E+00    0.11843E-01   -0.11632E-01    0.10872E+05    0.51168E+00
  4628    0.41147E+00    0.11817E-01   -0.11505E-01    0.10867E+05    0.51110E+00
  4629    0.40989E+00    0.11791E-01   -0.11379E-01    0.10861E+05    0.51052E+00
  4630    0.40833E+00    0.11767E-01   -0.11255E-01    0.10855E+05    0.50995E+00
  4631    0.40676E+00    0.11743E-01   -0.11133E-01    0.10849E+05    0.50938E+00
  4632    0.40518E+00    0.11719E-01   -0.11012E-01    0.10844E+05    0.50881E+00
  4633    0.40362E+00    0.11695E-01   -0.10893E-01    0.10838E+05    0.50824E+00
  4634    0.40205E+00    0.11672E-01   -0.10777E-01    0.10832E+05    0.50767E+00
  4635    0.40048E+00    0.11650E-01   -0.10660E-01    0.10826E+05    0.50711E+00
  4636    0.39893E+00    0.11628E-01   -0.10547E-01    0.10821E+05    0.50654E+00
  4637    0.39737E+00    0.11607E-01   -0.10436E-01    0.10815E+05    0.50598E+00
  4638    0.39580E+00    0.11586E-01   -0.10326E-01    0.10809E+05    0.50542E+00
  4639    0.39425E+00    0.11564E-01   -0.10219E-01    0.10803E+05    0.50487E+00
  4640    0.39270E+00    0.11544E-01   -0.10112E-01    0.10798E+05    0.50431E+00
  4641    0.39115E+00    0.11525E-01   -0.10009E-01    0.10792E+05    0.50376E+00
  4642    0.38960E+00    0.11505E-01   -0.99065E-02    0.10786E+05    0.50321E+00
  4643    0.38807E+00    0.11487E-01   -0.98055E-02    0.10781E+05    0.50266E+00
  4644    0.38652E+00    0.11468E-01   -0.97064E-02    0.10775E+05    0.50211E+00
  4645    0.38499E+00    0.11450E-01   -0.96100E-02    0.10769E+05    0.50157E+00
  4646    0.38345E+00    0.11432E-01   -0.95163E-02    0.10764E+05    0.50103E+00
  4647    0.38192E+00    0.11415E-01   -0.94239E-02    0.10758E+05    0.50049E+00
  4648    0.38039E+00    0.11398E-01   -0.93333E-02    0.10752E+05    0.49995E+00
  4649    0.37888E+00    0.11382E-01   -0.92439E-02    0.10746E+05    0.49941E+00
  4650    0.37736E+00    0.11365E-01   -0.91579E-02    0.10741E+05    0.49888E+00
  4651    0.37585E+00    0.11349E-01   -0.90730E-02    0.10735E+05    0.49835E+00
  4652    0.37434E+00    0.11333E-01   -0.89908E-02    0.10729E+05    0.49782E+00
  4653    0.37284E+00    0.11319E-01   -0.89103E-02    0.10724E+05    0.49729E+00
  4654    0.37134E+00    0.11303E-01   -0.88316E-02    0.10718E+05    0.49677E+00
  4655    0.36985E+00    0.11289E-01   -0.87554E-02    0.10712E+05    0.49624E+00
  4656    0.36837E+00    0.11274E-01   -0.86810E-02    0.10707E+05    0.49572E+00
  4657    0.36688E+00    0.11260E-01   -0.86097E-02    0.10701E+05    0.49520E+00
  4658    0.36541E+00    0.11246E-01   -0.85394E-02    0.10695E+05    0.49469E+00
  4659    0.36394E+00    0.11232E-01   -0.84707E-02    0.10690E+05    0.49417E+00
  4660    0.36247E+00    0.11219E-01   -0.84051E-02    0.10684E+05    0.49366E+00
  4661    0.36101E+00    0.11205E-01   -0.83411E-02    0.10678E+05    0.49315E+00
  4662    0.35955E+00    0.11193E-01   -0.82794E-02    0.10673E+05    0.49265E+00
  4663    0.35811E+00    0.11181E-01   -0.82185E-02    0.10667E+05    0.49214E+00
  4664    0.35666E+00    0.11168E-01   -0.81605E-02    0.10662E+05    0.49164E+00
  4665    0.35523E+00    0.11156E-01   -0.81048E-02    0.10656E+05    0.49114E+00
  4666    0.35380E+00    0.11144E-01   -0.80505E-02    0.10650E+05    0.49064E+00
  4667    0.35237E+00    0.11133E-01   -0.79991E-02    0.10645E+05    0.49015E+00
  4668    0.35096E+00    0.11121E-01   -0.79491E-02    0.10639E+05    0.48966E+00
  4669    0.34954E+00    0.11110E-01   -0.79005E-02    0.10633E+05    0.48917E+00
  4670    0.34814E+00    0.11099E-01   -0.78539E-02    0.10628E+05    0.48868E+00
  4671    0.34673E+00    0.11088E-01   -0.78101E-02    0.10622E+05    0.48819E+00
  4672    0.34534E+00    0.11078E-01   -0.77675E-02    0.10617E+05    0.48771E+00
  4673    0.34395E+00    0.11067E-01   -0.77262E-02    0.10611E+05    0.48723E+00
  4674    0.34258E+00    0.11058E-01   -0.76884E-02    0.10605E+05    0.48675E+00
  4675    0.34120E+00    0.11047E-01   -0.76517E-02    0.10600E+05    0.48628E+00
  4676    0.33984E+00    0.11037E-01   -0.76169E-02    0.10594E+05    0.48580E+00
  4677    0.33847E+00    0.11027E-01   -0.75839E-02    0.10589E+05    0.48533E+00
  4678    0.33712E+00    0.11018E-01   -0.75521E-02    0.10583E+05    0.48486E+00
  4679    0.33577E+00    0.11008E-01   -0.75243E-02    0.10578E+05    0.48440E+00
  4680    0.33444E+00    0.10999E-01   -0.74967E-02    0.10572E+05    0.48394E+00
  4681    0.33311E+00    0.10990E-01   -0.74702E-02    0.10566E+05    0.48348E+00
  4682    0.33178E+00    0.10980E-01   -0.74469E-02    0.10561E+05    0.48302E+00
  4683    0.33046E+00    0.10971E-01   -0.74252E-02    0.10555E+05    0.48256E+00
  4684    0.32915E+00    0.10963E-01   -0.74053E-02    0.10550E+05    0.48211E+00
  4685    0.32786E+00    0.10953E-01   -0.73862E-02    0.10544E+05    0.48166E+00
  4686    0.32657E+00    0.10944E-01   -0.73702E-02    0.10539E+05    0.48121E+00
  4687    0.32528E+00    0.10935E-01   -0.73550E-02    0.10533E+05    0.48077E+00
  4688    0.32401E+00    0.10926E-01   -0.73414E-02    0.10528E+05    0.48032E+00
  4689    0.32274E+00    0.10918E-01   -0.73307E-02    0.10522E+05    0.47988E+00
  4690    0.32148E+00    0.10909E-01   -0.73201E-02    0.10516E+05    0.47945E+00
  4691    0.32022E+00    0.10900E-01   -0.73117E-02    0.10511E+05    0.47901E+00
  4692    0.31898E+00    0.10890E-01   -0.73046E-02    0.10505E+05    0.47858E+00
  4693    0.31774E+00    0.10882E-01   -0.72998E-02    0.10500E+05    0.47815E+00
  4694    0.31652E+00    0.10872E-01   -0.72955E-02    0.10494E+05    0.47772E+00
  4695    0.31531E+00    0.10863E-01   -0.72934E-02    0.10489E+05    0.47730E+00
  4696    0.31409E+00    0.10855E-01   -0.72925E-02    0.10483E+05    0.47688E+00
  4697    0.31289E+00    0.10845E-01   -0.72937E-02    0.10478E+05    0.47646E+00
  4698    0.31169E+00    0.10837E-01   -0.72953E-02    0.10472E+05    0.47604E+00
  4699    0.31051E+00    0.10828E-01   -0.72990E-02    0.10467E+05    0.47563E+00
  4700    0.30934E+00    0.10818E-01   -0.73045E-02    0.10461E+05    0.47522E+00
  4701    0.30817E+00    0.10809E-01   -0.73113E-02    0.10456E+05    0.47481E+00
  4702    0.30702E+00    0.10799E-01   -0.73192E-02    0.10450E+05    0.47440E+00
  4703    0.30587E+00    0.10790E-01   -0.73282E-02    0.10445E+05    0.47400E+00
  4704    0.30473E+00    0.10780E-01   -0.73383E-02    0.10439E+05    0.47360E+00
  4705    0.30360E+00    0.10771E-01   -0.73503E-02    0.10434E+05    0.47321E+00
  4706    0.30249E+00    0.10761E-01   -0.73633E-02    0.10428E+05    0.47281E+00
  4707    0.30138E+00    0.10751E-01   -0.73767E-02    0.10423E+05    0.47242E+00
  4708    0.30028E+00    0.10740E-01   -0.73926E-02    0.10418E+05    0.47203E+00
  4709    0.29919E+00    0.10730E-01   -0.74088E-02    0.10412E+05    0.47164E+00
  4710    0.29811E+00    0.10720E-01   -0.74268E-02    0.10407E+05    0.47126E+00
