#    L    TT             EE             BB             TE             PP             TP             EP          
  1566    0.42878E+03    0.21261E+02    0.58208E-04    0.33931E+01    0.25281E-08    0.78888E-06    0.18313E-06
  1567    0.42642E+03    0.21333E+02    0.58088E-04    0.29713E+01    0.25249E-08    0.77954E-06    0.18367E-06
  1568    0.42411E+03    0.21405E+02    0.57967E-04    0.25444E+01    0.25217E-08    0.77024E-06    0.18418E-06
  1569    0.42185E+03    0.21474E+02    0.57847E-04    0.21120E+01    0.25185E-08    0.76099E-06    0.18468E-06
  1570    0.41963E+03    0.21541E+02    0.57728E-04    0.16745E+01    0.25153E-08    0.75179E-06    0.18515E-06
  1571    0.41745E+03    0.21607E+02    0.57608E-04    0.12326E+01    0.25120E-08    0.74264E-06    0.18560E-06
  1572    0.41530E+03    0.21667E+02    0.57489E-04    0.78513E+00    0.25089E-08    0.73353E-06    0.18603E-06
  1573    0.41320E+03    0.21727E+02    0.57370E-04    0.33322E+00    0.25057E-08    0.72448E-06    0.18644E-06
  1574    0.41115E+03    0.21783E+02    0.57252E-04   -0.12312E+00    0.25025E-08    0.71548E-06    0.18682E-06
  1575    0.40913E+03    0.21837E+02    0.57133E-04   -0.58357E+00    0.24993E-08    0.70652E-06    0.18719E-06
  1576    0.40715E+03    0.21887E+02    0.57015E-04   -0.10480E+01    0.24961E-08    0.69762E-06    0.18753E-06
  1577    0.40522E+03    0.21935E+02    0.56898E-04   -0.15162E+01    0.24929E-08    0.68877E-06    0.18786E-06
  1578    0.40332E+03    0.21981E+02    0.56781E-04   -0.19879E+01    0.24898E-08    0.67997E-06    0.18816E-06
  1579    0.40148E+03    0.22023E+02    0.56664E-04   -0.24629E+01    0.24866E-08    0.67123E-06    0.18844E-06
  1580    0.39966E+03    0.22064E+02    0.56547E-04   -0.29409E+01    0.24835E-08    0.66253E-06    0.18870E-06
  1581    0.39789E+03    0.22101E+02    0.56431E-04   -0.34218E+01    0.24803E-08    0.65390E-06    0.18894E-06
  1582    0.39617E+03    0.22136E+02    0.56316E-04   -0.39053E+01    0.24772E-08    0.64531E-06    0.18916E-06
  1583    0.39448E+03    0.22167E+02    0.56200E-04   -0.43912E+01    0.24740E-08    0.63679E-06    0.18936E-06
  1584    0.39284E+03    0.22196E+02    0.56086E-04   -0.48793E+01    0.24709E-08    0.62832E-06    0.18954E-06
  1585    0.39123E+03    0.22223E+02    0.55971E-04   -0.53694E+01    0.24678E-08    0.61990E-06    0.18970E-06
  1586    0.38967E+03    0.22246E+02    0.55857E-04   -0.58611E+01    0.24647E-08    0.61154E-06    0.18984E-06
  1587    0.38815E+03    0.22267E+02    0.55744E-04   -0.63546E+01    0.24616E-08    0.60324E-06    0.18996E-06
  1588    0.38669E+03    0.22285E+02    0.55631E-04   -0.68493E+01    0.24584E-08    0.59500E-06    0.19006E-06
  1589    0.38525E+03    0.22300E+02    0.55518E-04   -0.73450E+01    0.24553E-08    0.58682E-06    0.19014E-06
  1590    0.38385E+03    0.22312E+02    0.55406E-04   -0.78416E+01    0.24522E-08    0.57870E-06    0.19020E-06
  1591    0.38251E+03    0.22322E+02    0.55295E-04   -0.83387E+01    0.24492E-08    0.57063E-06    0.19023E-06
  1592    0.38120E+03    0.22329E+02    0.55184E-04   -0.88361E+01    0.24461E-08    0.56263E-06    0.19025E-06
  1593    0.37993E+03    0.22332E+02    0.55074E-04   -0.93338E+01    0.24430E-08    0.55469E-06    0.19025E-06
  1594    0.37869E+03    0.22334E+02    0.54964E-04   -0.98313E+01    0.24399E-08    0.54681E-06    0.19023E-06
  1595    0.37751E+03    0.22332E+02    0.54855E-04   -0.10328E+02    0.24368E-08    0.53899E-06    0.19019E-06
  1596    0.37638E+03    0.22327E+02    0.54746E-04   -0.10825E+02    0.24338E-08    0.53123E-06    0.19013E-06
  1597    0.37527E+03    0.22320E+02    0.54638E-04   -0.11320E+02    0.24307E-08    0.52354E-06    0.19005E-06
  1598    0.37421E+03    0.22309E+02    0.54530E-04   -0.11815E+02    0.24277E-08    0.51591E-06    0.18996E-06
  1599    0.37318E+03    0.22296E+02    0.54423E-04   -0.12308E+02    0.24246E-08    0.50835E-06    0.18984E-06
  1600    0.37220E+03    0.22281E+02    0.54317E-04   -0.12800E+02    0.24216E-08    0.50085E-06    0.18970E-06
  1601    0.37126E+03    0.22262E+02    0.54211E-04   -0.13289E+02    0.24185E-08    0.49342E-06    0.18955E-06
  1602    0.37034E+03    0.22240E+02    0.54106E-04   -0.13777E+02    0.24155E-08    0.48605E-06    0.18937E-06
  1603    0.36949E+03    0.22215E+02    0.54002E-04   -0.14263E+02    0.24125E-08    0.47875E-06    0.18918E-06
  1604    0.36866E+03    0.22188E+02    0.53898E-04   -0.14747E+02    0.24095E-08    0.47152E-06    0.18897E-06
  1605    0.36787E+03    0.22158E+02    0.53795E-04   -0.15228E+02    0.24064E-08    0.46435E-06    0.18874E-06
  1606    0.36713E+03    0.22125E+02    0.53692E-04   -0.15707E+02    0.24034E-08    0.45725E-06    0.18849E-06
  1607    0.36641E+03    0.22090E+02    0.53590E-04   -0.16183E+02    0.24004E-08    0.45021E-06    0.18822E-06
  1608    0.36574E+03    0.22052E+02    0.53488E-04   -0.16656E+02    0.23974E-08    0.44324E-06    0.18793E-06
  1609    0.36511E+03    0.22010E+02    0.53387E-04   -0.17126E+02    0.23944E-08    0.43634E-06    0.18763E-06
  1610    0.36452E+03    0.21966E+02    0.53287E-04   -0.17592E+02    0.23914E-08    0.42950E-06    0.18731E-06
  1611    0.36395E+03    0.21920E+02    0.53187E-04   -0.18055E+02    0.23884E-08    0.42274E-06    0.18697E-06
  1612    0.36343E+03    0.21870E+02    0.53087E-04   -0.18515E+02    0.23855E-08    0.41603E-06    0.18661E-06
  1613    0.36294E+03    0.21818E+02    0.52988E-04   -0.18971E+02    0.23825E-08    0.40940E-06    0.18624E-06
  1614    0.36249E+03    0.21764E+02    0.52890E-04   -0.19423E+02    0.23795E-08    0.40283E-06    0.18584E-06
  1615    0.36208E+03    0.21707E+02    0.52792E-04   -0.19871E+02    0.23766E-08    0.39633E-06    0.18543E-06
  1616    0.36169E+03    0.21647E+02    0.52695E-04   -0.20314E+02    0.23736E-08    0.38990E-06    0.18501E-06
  1617    0.36135E+03    0.21585E+02    0.52597E-04   -0.20753E+02    0.23706E-08    0.38354E-06    0.18456E-06
  1618    0.36103E+03    0.21521E+02    0.52501E-04   -0.21188E+02    0.23677E-08    0.37724E-06    0.18410E-06
  1619    0.36074E+03    0.21453E+02    0.52405E-04   -0.21618E+02    0.23647E-08    0.37101E-06    0.18362E-06
  1620    0.36050E+03    0.21384E+02    0.52309E-04   -0.22043E+02    0.23618E-08    0.36485E-06    0.18313E-06
  1621    0.36029E+03    0.21311E+02    0.52214E-04   -0.22463E+02    0.23589E-08    0.35876E-06    0.18262E-06
  1622    0.36011E+03    0.21236E+02    0.52119E-04   -0.22879E+02    0.23559E-08    0.35274E-06    0.18209E-06
  1623    0.35995E+03    0.21159E+02    0.52024E-04   -0.23289E+02    0.23530E-08    0.34678E-06    0.18155E-06
  1624    0.35984E+03    0.21080E+02    0.51930E-04   -0.23693E+02    0.23501E-08    0.34089E-06    0.18099E-06
  1625    0.35976E+03    0.20998E+02    0.51836E-04   -0.24092E+02    0.23472E-08    0.33508E-06    0.18041E-06
  1626    0.35970E+03    0.20914E+02    0.51743E-04   -0.24485E+02    0.23443E-08    0.32933E-06    0.17982E-06
  1627    0.35966E+03    0.20827E+02    0.51650E-04   -0.24872E+02    0.23414E-08    0.32365E-06    0.17921E-06
  1628    0.35966E+03    0.20739E+02    0.51557E-04   -0.25254E+02    0.23385E-08    0.31804E-06    0.17858E-06
  1629    0.35969E+03    0.20648E+02    0.51465E-04   -0.25629E+02    0.23356E-08    0.31249E-06    0.17794E-06
  1630    0.35975E+03    0.20555E+02    0.51373E-04   -0.25998E+02    0.23327E-08    0.30702E-06    0.17729E-06
  1631    0.35982E+03    0.20460E+02    0.51281E-04   -0.26360E+02    0.23298E-08    0.30162E-06    0.17662E-06
  1632    0.35993E+03    0.20362E+02    0.51189E-04   -0.26716E+02    0.23269E-08    0.29629E-06    0.17593E-06
  1633    0.36007E+03    0.20264E+02    0.51098E-04   -0.27066E+02    0.23241E-08    0.29102E-06    0.17523E-06
  1634    0.36025E+03    0.20162E+02    0.51007E-04   -0.27409E+02    0.23212E-08    0.28583E-06    0.17451E-06
  1635    0.36043E+03    0.20060E+02    0.50916E-04   -0.27745E+02    0.23183E-08    0.28070E-06    0.17378E-06
  1636    0.36064E+03    0.19953E+02    0.50826E-04   -0.28073E+02    0.23155E-08    0.27565E-06    0.17303E-06
  1637    0.36088E+03    0.19846E+02    0.50736E-04   -0.28396E+02    0.23126E-08    0.27067E-06    0.17227E-06
  1638    0.36113E+03    0.19738E+02    0.50646E-04   -0.28710E+02    0.23098E-08    0.26575E-06    0.17150E-06
  1639    0.36142E+03    0.19627E+02    0.50556E-04   -0.29017E+02    0.23069E-08    0.26091E-06    0.17071E-06
  1640    0.36172E+03    0.19514E+02    0.50467E-04   -0.29318E+02    0.23041E-08    0.25614E-06    0.16990E-06
  1641    0.36204E+03    0.19400E+02    0.50377E-04   -0.29610E+02    0.23013E-08    0.25144E-06    0.16908E-06
  1642    0.36238E+03    0.19284E+02    0.50288E-04   -0.29894E+02    0.22984E-08    0.24681E-06    0.16825E-06
  1643    0.36274E+03    0.19168E+02    0.50199E-04   -0.30171E+02    0.22956E-08    0.24225E-06    0.16740E-06
  1644    0.36311E+03    0.19048E+02    0.50110E-04   -0.30442E+02    0.22928E-08    0.23776E-06    0.16654E-06
  1645    0.36351E+03    0.18927E+02    0.50022E-04   -0.30704E+02    0.22900E-08    0.23334E-06    0.16567E-06
  1646    0.36392E+03    0.18805E+02    0.49933E-04   -0.30958E+02    0.22872E-08    0.22900E-06    0.16478E-06
  1647    0.36435E+03    0.18682E+02    0.49845E-04   -0.31202E+02    0.22844E-08    0.22472E-06    0.16388E-06
  1648    0.36480E+03    0.18557E+02    0.49756E-04   -0.31440E+02    0.22816E-08    0.22052E-06    0.16296E-06
  1649    0.36526E+03    0.18432E+02    0.49668E-04   -0.31670E+02    0.22788E-08    0.21639E-06    0.16204E-06
  1650    0.36574E+03    0.18304E+02    0.49580E-04   -0.31891E+02    0.22760E-08    0.21233E-06    0.16109E-06
  1651    0.36622E+03    0.18176E+02    0.49492E-04   -0.32104E+02    0.22732E-08    0.20834E-06    0.16014E-06
  1652    0.36673E+03    0.18045E+02    0.49404E-04   -0.32308E+02    0.22704E-08    0.20443E-06    0.15917E-06
  1653    0.36724E+03    0.17914E+02    0.49316E-04   -0.32503E+02    0.22676E-08    0.20058E-06    0.15819E-06
  1654    0.36776E+03    0.17783E+02    0.49229E-04   -0.32691E+02    0.22649E-08    0.19681E-06    0.15720E-06
  1655    0.36831E+03    0.17650E+02    0.49141E-04   -0.32869E+02    0.22621E-08    0.19311E-06    0.15620E-06
  1656    0.36886E+03    0.17516E+02    0.49053E-04   -0.33039E+02    0.22593E-08    0.18948E-06    0.15518E-06
  1657    0.36940E+03    0.17381E+02    0.48966E-04   -0.33201E+02    0.22566E-08    0.18592E-06    0.15415E-06
  1658    0.36998E+03    0.17245E+02    0.48878E-04   -0.33354E+02    0.22538E-08    0.18244E-06    0.15311E-06
  1659    0.37056E+03    0.17108E+02    0.48791E-04   -0.33498E+02    0.22511E-08    0.17902E-06    0.15206E-06
  1660    0.37113E+03    0.16971E+02    0.48704E-04   -0.33634E+02    0.22483E-08    0.17568E-06    0.15100E-06
  1661    0.37173E+03    0.16832E+02    0.48617E-04   -0.33762E+02    0.22456E-08    0.17240E-06    0.14992E-06
  1662    0.37232E+03    0.16693E+02    0.48529E-04   -0.33881E+02    0.22429E-08    0.16920E-06    0.14883E-06
  1663    0.37293E+03    0.16554E+02    0.48442E-04   -0.33990E+02    0.22401E-08    0.16606E-06    0.14774E-06
  1664    0.37354E+03    0.16413E+02    0.48355E-04   -0.34091E+02    0.22374E-08    0.16300E-06    0.14663E-06
  1665    0.37415E+03    0.16273E+02    0.48268E-04   -0.34183E+02    0.22347E-08    0.16001E-06    0.14551E-06
  1666    0.37478E+03    0.16131E+02    0.48181E-04   -0.34268E+02    0.22320E-08    0.15709E-06    0.14438E-06
  1667    0.37540E+03    0.15989E+02    0.48095E-04   -0.34343E+02    0.22293E-08    0.15423E-06    0.14324E-06
  1668    0.37603E+03    0.15847E+02    0.48008E-04   -0.34410E+02    0.22266E-08    0.15145E-06    0.14209E-06
  1669    0.37666E+03    0.15705E+02    0.47921E-04   -0.34468E+02    0.22239E-08    0.14873E-06    0.14093E-06
  1670    0.37729E+03    0.15562E+02    0.47834E-04   -0.34517E+02    0.22212E-08    0.14609E-06    0.13977E-06
  1671    0.37794E+03    0.15418E+02    0.47748E-04   -0.34559E+02    0.22185E-08    0.14352E-06    0.13859E-06
  1672    0.37858E+03    0.15274E+02    0.47661E-04   -0.34591E+02    0.22158E-08    0.14101E-06    0.13740E-06
  1673    0.37921E+03    0.15130E+02    0.47575E-04   -0.34615E+02    0.22131E-08    0.13857E-06    0.13620E-06
  1674    0.37985E+03    0.14987E+02    0.47488E-04   -0.34630E+02    0.22104E-08    0.13621E-06    0.13499E-06
  1675    0.38048E+03    0.14842E+02    0.47402E-04   -0.34637E+02    0.22078E-08    0.13391E-06    0.13378E-06
  1676    0.38112E+03    0.14697E+02    0.47315E-04   -0.34635E+02    0.22051E-08    0.13168E-06    0.13256E-06
  1677    0.38175E+03    0.14554E+02    0.47229E-04   -0.34625E+02    0.22024E-08    0.12951E-06    0.13132E-06
  1678    0.38238E+03    0.14409E+02    0.47143E-04   -0.34607E+02    0.21998E-08    0.12742E-06    0.13008E-06
  1679    0.38300E+03    0.14265E+02    0.47056E-04   -0.34581E+02    0.21971E-08    0.12540E-06    0.12883E-06
  1680    0.38363E+03    0.14121E+02    0.46970E-04   -0.34545E+02    0.21945E-08    0.12344E-06    0.12757E-06
  1681    0.38425E+03    0.13976E+02    0.46884E-04   -0.34502E+02    0.21918E-08    0.12155E-06    0.12631E-06
  1682    0.38486E+03    0.13832E+02    0.46798E-04   -0.34452E+02    0.21892E-08    0.11973E-06    0.12504E-06
  1683    0.38547E+03    0.13690E+02    0.46712E-04   -0.34392E+02    0.21866E-08    0.11798E-06    0.12375E-06
  1684    0.38607E+03    0.13546E+02    0.46626E-04   -0.34326E+02    0.21839E-08    0.11629E-06    0.12247E-06
  1685    0.38667E+03    0.13403E+02    0.46540E-04   -0.34251E+02    0.21813E-08    0.11467E-06    0.12117E-06
  1686    0.38726E+03    0.13262E+02    0.46454E-04   -0.34167E+02    0.21787E-08    0.11312E-06    0.11987E-06
  1687    0.38784E+03    0.13119E+02    0.46368E-04   -0.34076E+02    0.21761E-08    0.11164E-06    0.11856E-06
  1688    0.38842E+03    0.12978E+02    0.46282E-04   -0.33979E+02    0.21735E-08    0.11022E-06    0.11724E-06
  1689    0.38897E+03    0.12838E+02    0.46196E-04   -0.33872E+02    0.21708E-08    0.10887E-06    0.11592E-06
  1690    0.38952E+03    0.12698E+02    0.46110E-04   -0.33758E+02    0.21682E-08    0.10759E-06    0.11459E-06
  1691    0.39007E+03    0.12559E+02    0.46024E-04   -0.33638E+02    0.21656E-08    0.10637E-06    0.11325E-06
  1692    0.39060E+03    0.12420E+02    0.45938E-04   -0.33509E+02    0.21630E-08    0.10522E-06    0.11191E-06
  1693    0.39112E+03    0.12282E+02    0.45852E-04   -0.33373E+02    0.21605E-08    0.10414E-06    0.11057E-06
  1694    0.39163E+03    0.12146E+02    0.45766E-04   -0.33231E+02    0.21579E-08    0.10313E-06    0.10921E-06
  1695    0.39213E+03    0.12009E+02    0.45681E-04   -0.33080E+02    0.21553E-08    0.10217E-06    0.10785E-06
  1696    0.39261E+03    0.11874E+02    0.45595E-04   -0.32924E+02    0.21527E-08    0.10129E-06    0.10649E-06
  1697    0.39308E+03    0.11740E+02    0.45509E-04   -0.32761E+02    0.21501E-08    0.10047E-06    0.10512E-06
  1698    0.39354E+03    0.11607E+02    0.45423E-04   -0.32591E+02    0.21476E-08    0.99720E-07    0.10375E-06
  1699    0.39398E+03    0.11475E+02    0.45337E-04   -0.32413E+02    0.21450E-08    0.99033E-07    0.10237E-06
  1700    0.39441E+03    0.11343E+02    0.45252E-04   -0.32230E+02    0.21424E-08    0.98411E-07    0.10098E-06
  1701    0.39481E+03    0.11214E+02    0.45166E-04   -0.32040E+02    0.21399E-08    0.97855E-07    0.99595E-07
  1702    0.39521E+03    0.11085E+02    0.45080E-04   -0.31844E+02    0.21373E-08    0.97364E-07    0.98202E-07
  1703    0.39559E+03    0.10958E+02    0.44994E-04   -0.31642E+02    0.21348E-08    0.96937E-07    0.96805E-07
  1704    0.39596E+03    0.10831E+02    0.44909E-04   -0.31434E+02    0.21322E-08    0.96573E-07    0.95404E-07
  1705    0.39630E+03    0.10707E+02    0.44823E-04   -0.31219E+02    0.21297E-08    0.96274E-07    0.93999E-07
  1706    0.39663E+03    0.10582E+02    0.44737E-04   -0.30999E+02    0.21272E-08    0.96037E-07    0.92590E-07
  1707    0.39694E+03    0.10459E+02    0.44652E-04   -0.30774E+02    0.21246E-08    0.95862E-07    0.91178E-07
  1708    0.39724E+03    0.10338E+02    0.44566E-04   -0.30542E+02    0.21221E-08    0.95750E-07    0.89762E-07
  1709    0.39752E+03    0.10219E+02    0.44481E-04   -0.30305E+02    0.21196E-08    0.95698E-07    0.88343E-07
  1710    0.39778E+03    0.10102E+02    0.44395E-04   -0.30063E+02    0.21171E-08    0.95708E-07    0.86921E-07
  1711    0.39801E+03    0.99864E+01    0.44310E-04   -0.29814E+02    0.21146E-08    0.95777E-07    0.85496E-07
  1712    0.39824E+03    0.98707E+01    0.44225E-04   -0.29561E+02    0.21120E-08    0.95907E-07    0.84069E-07
  1713    0.39844E+03    0.97572E+01    0.44139E-04   -0.29303E+02    0.21095E-08    0.96096E-07    0.82639E-07
  1714    0.39861E+03    0.96459E+01    0.44054E-04   -0.29039E+02    0.21070E-08    0.96344E-07    0.81206E-07
  1715    0.39877E+03    0.95352E+01    0.43969E-04   -0.28771E+02    0.21045E-08    0.96650E-07    0.79771E-07
  1716    0.39892E+03    0.94267E+01    0.43884E-04   -0.28498E+02    0.21020E-08    0.97013E-07    0.78334E-07
  1717    0.39904E+03    0.93195E+01    0.43800E-04   -0.28220E+02    0.20996E-08    0.97434E-07    0.76895E-07
  1718    0.39913E+03    0.92144E+01    0.43715E-04   -0.27939E+02    0.20971E-08    0.97912E-07    0.75455E-07
  1719    0.39921E+03    0.91106E+01    0.43630E-04   -0.27652E+02    0.20946E-08    0.98446E-07    0.74013E-07
  1720    0.39928E+03    0.90089E+01    0.43546E-04   -0.27362E+02    0.20921E-08    0.99036E-07    0.72569E-07
  1721    0.39932E+03    0.89093E+01    0.43461E-04   -0.27067E+02    0.20897E-08    0.99681E-07    0.71124E-07
  1722    0.39934E+03    0.88102E+01    0.43377E-04   -0.26769E+02    0.20872E-08    0.10038E-06    0.69678E-07
  1723    0.39934E+03    0.87132E+01    0.43293E-04   -0.26466E+02    0.20847E-08    0.10114E-06    0.68231E-07
  1724    0.39931E+03    0.86190E+01    0.43209E-04   -0.26160E+02    0.20823E-08    0.10194E-06    0.66784E-07
  1725    0.39926E+03    0.85252E+01    0.43126E-04   -0.25851E+02    0.20798E-08    0.10280E-06    0.65335E-07
  1726    0.39919E+03    0.84342E+01    0.43042E-04   -0.25539E+02    0.20774E-08    0.10372E-06    0.63887E-07
  1727    0.39911E+03    0.83445E+01    0.42959E-04   -0.25222E+02    0.20749E-08    0.10468E-06    0.62438E-07
  1728    0.39899E+03    0.82582E+01    0.42876E-04   -0.24904E+02    0.20725E-08    0.10570E-06    0.60988E-07
  1729    0.39887E+03    0.81732E+01    0.42793E-04   -0.24582E+02    0.20700E-08    0.10677E-06    0.59539E-07
  1730    0.39870E+03    0.80893E+01    0.42710E-04   -0.24256E+02    0.20676E-08    0.10789E-06    0.58090E-07
  1731    0.39852E+03    0.80074E+01    0.42627E-04   -0.23930E+02    0.20652E-08    0.10906E-06    0.56642E-07
  1732    0.39832E+03    0.79274E+01    0.42545E-04   -0.23599E+02    0.20627E-08    0.11028E-06    0.55194E-07
  1733    0.39810E+03    0.78501E+01    0.42463E-04   -0.23268E+02    0.20603E-08    0.11155E-06    0.53747E-07
  1734    0.39785E+03    0.77739E+01    0.42381E-04   -0.22933E+02    0.20579E-08    0.11287E-06    0.52300E-07
  1735    0.39757E+03    0.77004E+01    0.42299E-04   -0.22596E+02    0.20555E-08    0.11423E-06    0.50855E-07
  1736    0.39728E+03    0.76280E+01    0.42217E-04   -0.22259E+02    0.20531E-08    0.11564E-06    0.49411E-07
  1737    0.39697E+03    0.75590E+01    0.42136E-04   -0.21919E+02    0.20507E-08    0.11710E-06    0.47968E-07
  1738    0.39663E+03    0.74910E+01    0.42055E-04   -0.21577E+02    0.20483E-08    0.11861E-06    0.46527E-07
  1739    0.39627E+03    0.74257E+01    0.41974E-04   -0.21235E+02    0.20459E-08    0.12016E-06    0.45087E-07
  1740    0.39588E+03    0.73622E+01    0.41894E-04   -0.20891E+02    0.20435E-08    0.12176E-06    0.43649E-07
  1741    0.39549E+03    0.73005E+01    0.41814E-04   -0.20546E+02    0.20411E-08    0.12341E-06    0.42214E-07
  1742    0.39506E+03    0.72414E+01    0.41734E-04   -0.20201E+02    0.20387E-08    0.12510E-06    0.40780E-07
  1743    0.39461E+03    0.71840E+01    0.41654E-04   -0.19854E+02    0.20363E-08    0.12683E-06    0.39349E-07
  1744    0.39414E+03    0.71292E+01    0.41575E-04   -0.19508E+02    0.20339E-08    0.12860E-06    0.37920E-07
  1745    0.39365E+03    0.70754E+01    0.41495E-04   -0.19160E+02    0.20316E-08    0.13042E-06    0.36494E-07
  1746    0.39313E+03    0.70248E+01    0.41417E-04   -0.18813E+02    0.20292E-08    0.13229E-06    0.35071E-07
  1747    0.39259E+03    0.69767E+01    0.41338E-04   -0.18466E+02    0.20268E-08    0.13419E-06    0.33651E-07
  1748    0.39203E+03    0.69312E+01    0.41260E-04   -0.18119E+02    0.20245E-08    0.13614E-06    0.32234E-07
  1749    0.39144E+03    0.68865E+01    0.41182E-04   -0.17771E+02    0.20221E-08    0.13812E-06    0.30820E-07
  1750    0.39082E+03    0.68444E+01    0.41104E-04   -0.17425E+02    0.20198E-08    0.14015E-06    0.29410E-07
  1751    0.39019E+03    0.68039E+01    0.41027E-04   -0.17080E+02    0.20174E-08    0.14222E-06    0.28003E-07
  1752    0.38954E+03    0.67651E+01    0.40950E-04   -0.16734E+02    0.20151E-08    0.14432E-06    0.26600E-07
  1753    0.38887E+03    0.67280E+01    0.40874E-04   -0.16390E+02    0.20127E-08    0.14647E-06    0.25201E-07
  1754    0.38818E+03    0.66940E+01    0.40797E-04   -0.16047E+02    0.20104E-08    0.14865E-06    0.23806E-07
  1755    0.38746E+03    0.66630E+01    0.40721E-04   -0.15705E+02    0.20080E-08    0.15088E-06    0.22415E-07
  1756    0.38673E+03    0.66330E+01    0.40646E-04   -0.15364E+02    0.20057E-08    0.15314E-06    0.21029E-07
  1757    0.38597E+03    0.66052E+01    0.40570E-04   -0.15025E+02    0.20034E-08    0.15543E-06    0.19647E-07
  1758    0.38518E+03    0.65795E+01    0.40495E-04   -0.14687E+02    0.20011E-08    0.15776E-06    0.18269E-07
  1759    0.38438E+03    0.65560E+01    0.40421E-04   -0.14351E+02    0.19987E-08    0.16013E-06    0.16895E-07
  1760    0.38356E+03    0.65347E+01    0.40346E-04   -0.14017E+02    0.19964E-08    0.16253E-06    0.15527E-07
  1761    0.38271E+03    0.65154E+01    0.40272E-04   -0.13684E+02    0.19941E-08    0.16497E-06    0.14163E-07
  1762    0.38185E+03    0.64982E+01    0.40198E-04   -0.13353E+02    0.19918E-08    0.16744E-06    0.12804E-07
  1763    0.38097E+03    0.64832E+01    0.40125E-04   -0.13024E+02    0.19895E-08    0.16994E-06    0.11450E-07
  1764    0.38007E+03    0.64704E+01    0.40051E-04   -0.12698E+02    0.19872E-08    0.17248E-06    0.10101E-07
  1765    0.37914E+03    0.64595E+01    0.39978E-04   -0.12374E+02    0.19849E-08    0.17504E-06    0.87578E-08
  1766    0.37820E+03    0.64506E+01    0.39906E-04   -0.12052E+02    0.19826E-08    0.17764E-06    0.74196E-08
  1767    0.37724E+03    0.64436E+01    0.39833E-04   -0.11732E+02    0.19803E-08    0.18027E-06    0.60869E-08
  1768    0.37626E+03    0.64388E+01    0.39761E-04   -0.11415E+02    0.19780E-08    0.18293E-06    0.47598E-08
  1769    0.37526E+03    0.64360E+01    0.39689E-04   -0.11102E+02    0.19758E-08    0.18562E-06    0.34384E-08
  1770    0.37424E+03    0.64350E+01    0.39617E-04   -0.10791E+02    0.19735E-08    0.18834E-06    0.21228E-08
  1771    0.37320E+03    0.64361E+01    0.39546E-04   -0.10483E+02    0.19712E-08    0.19109E-06    0.81309E-09
  1772    0.37215E+03    0.64391E+01    0.39475E-04   -0.10178E+02    0.19689E-08    0.19386E-06   -0.49056E-09
  1773    0.37107E+03    0.64439E+01    0.39404E-04   -0.98751E+01    0.19667E-08    0.19666E-06   -0.17881E-08
  1774    0.36999E+03    0.64507E+01    0.39333E-04   -0.95772E+01    0.19644E-08    0.19949E-06   -0.30793E-08
  1775    0.36888E+03    0.64594E+01    0.39262E-04   -0.92822E+01    0.19621E-08    0.20235E-06   -0.43641E-08
  1776    0.36776E+03    0.64699E+01    0.39192E-04   -0.89899E+01    0.19599E-08    0.20523E-06   -0.56425E-08
  1777    0.36661E+03    0.64824E+01    0.39122E-04   -0.87026E+01    0.19576E-08    0.20813E-06   -0.69142E-08
  1778    0.36546E+03    0.64965E+01    0.39052E-04   -0.84182E+01    0.19554E-08    0.21106E-06   -0.81793E-08
  1779    0.36428E+03    0.65126E+01    0.38983E-04   -0.81379E+01    0.19531E-08    0.21402E-06   -0.94375E-08
  1780    0.36310E+03    0.65304E+01    0.38913E-04   -0.78611E+01    0.19509E-08    0.21699E-06   -0.10689E-07
  1781    0.36190E+03    0.65499E+01    0.38844E-04   -0.75885E+01    0.19487E-08    0.21999E-06   -0.11933E-07
  1782    0.36067E+03    0.65711E+01    0.38775E-04   -0.73201E+01    0.19464E-08    0.22301E-06   -0.13170E-07
  1783    0.35944E+03    0.65941E+01    0.38707E-04   -0.70558E+01    0.19442E-08    0.22606E-06   -0.14400E-07
  1784    0.35821E+03    0.66187E+01    0.38638E-04   -0.67948E+01    0.19420E-08    0.22912E-06   -0.15622E-07
  1785    0.35695E+03    0.66450E+01    0.38570E-04   -0.65395E+01    0.19398E-08    0.23220E-06   -0.16837E-07
  1786    0.35568E+03    0.66728E+01    0.38502E-04   -0.62882E+01    0.19375E-08    0.23531E-06   -0.18044E-07
  1787    0.35439E+03    0.67024E+01    0.38434E-04   -0.60409E+01    0.19353E-08    0.23843E-06   -0.19243E-07
  1788    0.35310E+03    0.67334E+01    0.38366E-04   -0.57999E+01    0.19331E-08    0.24157E-06   -0.20435E-07
  1789    0.35180E+03    0.67660E+01    0.38299E-04   -0.55621E+01    0.19309E-08    0.24473E-06   -0.21618E-07
  1790    0.35047E+03    0.68001E+01    0.38231E-04   -0.53299E+01    0.19287E-08    0.24791E-06   -0.22794E-07
  1791    0.34914E+03    0.68356E+01    0.38164E-04   -0.51030E+01    0.19265E-08    0.25110E-06   -0.23961E-07
  1792    0.34781E+03    0.68726E+01    0.38097E-04   -0.48801E+01    0.19243E-08    0.25431E-06   -0.25120E-07
  1793    0.34645E+03    0.69110E+01    0.38030E-04   -0.46626E+01    0.19221E-08    0.25754E-06   -0.26271E-07
