#    L    TT             EE             BB             TE          
   322    0.31663E+04    0.13154E+02    0.16394E-02    0.11390E+03
   323    0.31339E+04    0.13336E+02    0.16233E-02    0.11332E+03
   324    0.31018E+04    0.13518E+02    0.16075E-02    0.11270E+03
   325    0.30699E+04    0.13697E+02    0.15919E-02    0.11205E+03
   326    0.30381E+04    0.13877E+02    0.15765E-02    0.11135E+03
   327    0.30065E+04    0.14056E+02    0.15615E-02    0.11062E+03
   328    0.29752E+04    0.14233E+02    0.15467E-02    0.10986E+03
   329    0.29441E+04    0.14410E+02    0.15322E-02    0.10906E+03
   330    0.29132E+04    0.14586E+02    0.15181E-02    0.10821E+03
   331    0.28826E+04    0.14761E+02    0.15042E-02    0.10734E+03
   332    0.28522E+04    0.14935E+02    0.14907E-02    0.10645E+03
   333    0.28221E+04    0.15108E+02    0.14775E-02    0.10551E+03
   334    0.27923E+04    0.15280E+02    0.14646E-02    0.10454E+03
   335    0.27626E+04    0.15449E+02    0.14521E-02    0.10353E+03
   336    0.27333E+04    0.15617E+02    0.14399E-02    0.10249E+03
   337    0.27043E+04    0.15785E+02    0.14281E-02    0.10141E+03
   338    0.26756E+04    0.15950E+02    0.14167E-02    0.10031E+03
   339    0.26472E+04    0.16115E+02    0.14057E-02    0.99165E+02
   340    0.26192E+04    0.16277E+02    0.13950E-02    0.98004E+02
   341    0.25913E+04    0.16437E+02    0.13847E-02    0.96799E+02
   342    0.25639E+04    0.16597E+02    0.13749E-02    0.95565E+02
   343    0.25367E+04    0.16753E+02    0.13655E-02    0.94302E+02
   344    0.25100E+04    0.16908E+02    0.13565E-02    0.93011E+02
   345    0.24835E+04    0.17060E+02    0.13479E-02    0.91690E+02
   346    0.24574E+04    0.17212E+02    0.13397E-02    0.90349E+02
   347    0.24317E+04    0.17360E+02    0.13321E-02    0.88972E+02
   348    0.24063E+04    0.17506E+02    0.13248E-02    0.87566E+02
   349    0.23813E+04    0.17650E+02    0.13181E-02    0.86132E+02
   350    0.23566E+04    0.17791E+02    0.13118E-02    0.84676E+02
   351    0.23325E+04    0.17930E+02    0.13060E-02    0.83193E+02
   352    0.23086E+04    0.18066E+02    0.13007E-02    0.81681E+02
   353    0.22852E+04    0.18200E+02    0.12958E-02    0.80155E+02
   354    0.22620E+04    0.18331E+02    0.12913E-02    0.78594E+02
   355    0.22394E+04    0.18459E+02    0.12873E-02    0.77012E+02
   356    0.22171E+04    0.18586E+02    0.12837E-02    0.75417E+02
   357    0.21952E+04    0.18708E+02    0.12805E-02    0.73794E+02
   358    0.21738E+04    0.18828E+02    0.12777E-02    0.72157E+02
   359    0.21527E+04    0.18944E+02    0.12753E-02    0.70492E+02
   360    0.21321E+04    0.19058E+02    0.12732E-02    0.68811E+02
   361    0.21119E+04    0.19169E+02    0.12714E-02    0.67107E+02
   362    0.20921E+04    0.19277E+02    0.12700E-02    0.65386E+02
   363    0.20727E+04    0.19383E+02    0.12688E-02    0.63649E+02
   364    0.20538E+04    0.19484E+02    0.12680E-02    0.61891E+02
   365    0.20353E+04    0.19582E+02    0.12675E-02    0.60120E+02
   366    0.20172E+04    0.19678E+02    0.12672E-02    0.58332E+02
   367    0.19996E+04    0.19769E+02    0.12671E-02    0.56530E+02
   368    0.19823E+04    0.19857E+02    0.12673E-02    0.54715E+02
   369    0.19656E+04    0.19942E+02    0.12678E-02    0.52884E+02
   370    0.19494E+04    0.20024E+02    0.12684E-02    0.51044E+02
   371    0.19334E+04    0.20102E+02    0.12692E-02    0.49190E+02
   372    0.19180E+04    0.20176E+02    0.12702E-02    0.47327E+02
   373    0.19030E+04    0.20247E+02    0.12714E-02    0.45452E+02
   374    0.18885E+04    0.20315E+02    0.12727E-02    0.43568E+02
