#    L    TT             EE             BB             TE             PP             TP             EP          
    99    0.26517E+04    0.77423E+00    0.31187E-02   -0.22886E+02    0.10561E-06    0.37342E-03   -0.10920E-05
   100    0.26824E+04    0.78905E+00    0.31016E-02   -0.23546E+02    0.10496E-06    0.36883E-03   -0.10730E-05
   101    0.27133E+04    0.80379E+00    0.30833E-02   -0.24208E+02    0.10431E-06    0.36435E-03   -0.10510E-05
   102    0.27447E+04    0.81829E+00    0.30638E-02   -0.24870E+02    0.10367E-06    0.35998E-03   -0.10266E-05
   103    0.27760E+04    0.83262E+00    0.30432E-02   -0.25532E+02    0.10303E-06    0.35571E-03   -0.10006E-05
   104    0.28075E+04    0.84679E+00    0.30215E-02   -0.26192E+02    0.10240E-06    0.35153E-03   -0.97371E-06
   105    0.28392E+04    0.86072E+00    0.29987E-02   -0.26851E+02    0.10176E-06    0.34743E-03   -0.94665E-06
   106    0.28711E+04    0.87448E+00    0.29749E-02   -0.27508E+02    0.10114E-06    0.34342E-03   -0.92015E-06
   107    0.29030E+04    0.88792E+00    0.29501E-02   -0.28161E+02    0.10051E-06    0.33949E-03   -0.89495E-06
   108    0.29352E+04    0.90113E+00    0.29243E-02   -0.28813E+02    0.99893E-07    0.33562E-03   -0.87175E-06
   109    0.29676E+04    0.91402E+00    0.28976E-02   -0.29460E+02    0.99277E-07    0.33182E-03   -0.85128E-06
   110    0.30001E+04    0.92659E+00    0.28700E-02   -0.30102E+02    0.98665E-07    0.32807E-03   -0.83428E-06
   111    0.30328E+04    0.93893E+00    0.28415E-02   -0.30741E+02    0.98058E-07    0.32438E-03   -0.82130E-06
   112    0.30656E+04    0.95094E+00    0.28122E-02   -0.31374E+02    0.97454E-07    0.32074E-03   -0.81223E-06
   113    0.30986E+04    0.96264E+00    0.27821E-02   -0.32002E+02    0.96855E-07    0.31715E-03   -0.80680E-06
   114    0.31317E+04    0.97395E+00    0.27512E-02   -0.32622E+02    0.96259E-07    0.31361E-03   -0.80475E-06
   115    0.31651E+04    0.98501E+00    0.27197E-02   -0.33235E+02    0.95668E-07    0.31012E-03   -0.80579E-06
   116    0.31984E+04    0.99561E+00    0.26874E-02   -0.33841E+02    0.95081E-07    0.30669E-03   -0.80967E-06
   117    0.32320E+04    0.10058E+01    0.26546E-02   -0.34438E+02    0.94498E-07    0.30330E-03   -0.81610E-06
   118    0.32658E+04    0.10158E+01    0.26212E-02   -0.35027E+02    0.93919E-07    0.29996E-03   -0.82483E-06
   119    0.32996E+04    0.10254E+01    0.25872E-02   -0.35605E+02    0.93345E-07    0.29668E-03   -0.83558E-06
   120    0.33335E+04    0.10344E+01    0.25527E-02   -0.36174E+02    0.92774E-07    0.29344E-03   -0.84807E-06
   121    0.33674E+04    0.10432E+01    0.25178E-02   -0.36732E+02    0.92207E-07    0.29025E-03   -0.86205E-06
   122    0.34014E+04    0.10514E+01    0.24824E-02   -0.37279E+02    0.91645E-07    0.28712E-03   -0.87724E-06
   123    0.34355E+04    0.10592E+01    0.24467E-02   -0.37815E+02    0.91087E-07    0.28403E-03   -0.89337E-06
   124    0.34696E+04    0.10666E+01    0.24106E-02   -0.38336E+02    0.90532E-07    0.28099E-03   -0.91017E-06
   125    0.35037E+04    0.10735E+01    0.23742E-02   -0.38846E+02    0.89982E-07    0.27800E-03   -0.92738E-06
   126    0.35378E+04    0.10800E+01    0.23376E-02   -0.39342E+02    0.89436E-07    0.27505E-03   -0.94472E-06
   127    0.35720E+04    0.10860E+01    0.23008E-02   -0.39825E+02    0.88894E-07    0.27216E-03   -0.96192E-06
   128    0.36061E+04    0.10916E+01    0.22637E-02   -0.40294E+02    0.88357E-07    0.26931E-03   -0.97872E-06
   129    0.36403E+04    0.10967E+01    0.22266E-02   -0.40747E+02    0.87823E-07    0.26651E-03   -0.99485E-06
   130    0.36744E+04    0.11012E+01    0.21893E-02   -0.41184E+02    0.87293E-07    0.26376E-03   -0.10100E-05
   131    0.37086E+04    0.11053E+01    0.21520E-02   -0.41607E+02    0.86768E-07    0.26105E-03   -0.10241E-05
   132    0.37428E+04    0.11089E+01    0.21147E-02   -0.42012E+02    0.86247E-07    0.25839E-03   -0.10369E-05
   133    0.37769E+04    0.11120E+01    0.20774E-02   -0.42402E+02    0.85729E-07    0.25577E-03   -0.10485E-05
   134    0.38109E+04    0.11146E+01    0.20401E-02   -0.42772E+02    0.85216E-07    0.25320E-03   -0.10591E-05
   135    0.38450E+04    0.11167E+01    0.20029E-02   -0.43125E+02    0.84707E-07    0.25067E-03   -0.10684E-05
   136    0.38789E+04    0.11183E+01    0.19657E-02   -0.43458E+02    0.84202E-07    0.24819E-03   -0.10767E-05
   137    0.39127E+04    0.11194E+01    0.19287E-02   -0.43773E+02    0.83701E-07    0.24574E-03   -0.10839E-05
   138    0.39465E+04    0.11199E+01    0.18918E-02   -0.44069E+02    0.83203E-07    0.24333E-03   -0.10899E-05
   139    0.39801E+04    0.11201E+01    0.18551E-02   -0.44344E+02    0.82710E-07    0.24096E-03   -0.10950E-05
   140    0.40137E+04    0.11197E+01    0.18186E-02   -0.44599E+02    0.82221E-07    0.23862E-03   -0.10990E-05
   141    0.40471E+04    0.11187E+01    0.17824E-02   -0.44833E+02    0.81735E-07    0.23633E-03   -0.11020E-05
   142    0.40804E+04    0.11173E+01    0.17464E-02   -0.45046E+02    0.81253E-07    0.23406E-03   -0.11039E-05
   143    0.41137E+04    0.11154E+01    0.17107E-02   -0.45238E+02    0.80775E-07    0.23183E-03   -0.11049E-05
   144    0.41468E+04    0.11129E+01    0.16753E-02   -0.45409E+02    0.80301E-07    0.22963E-03   -0.11050E-05
   145    0.41797E+04    0.11101E+01    0.16402E-02   -0.45557E+02    0.79831E-07    0.22746E-03   -0.11041E-05
   146    0.42126E+04    0.11067E+01    0.16055E-02   -0.45683E+02    0.79364E-07    0.22533E-03   -0.11023E-05
   147    0.42452E+04    0.11029E+01    0.15713E-02   -0.45785E+02    0.78901E-07    0.22322E-03   -0.10995E-05
   148    0.42777E+04    0.10986E+01    0.15374E-02   -0.45866E+02    0.78442E-07    0.22114E-03   -0.10959E-05
   149    0.43100E+04    0.10938E+01    0.15040E-02   -0.45922E+02    0.77987E-07    0.21908E-03   -0.10915E-05
   150    0.43421E+04    0.10886E+01    0.14711E-02   -0.45953E+02    0.77535E-07    0.21705E-03   -0.10861E-05
   151    0.43740E+04    0.10830E+01    0.14387E-02   -0.45961E+02    0.77086E-07    0.21505E-03   -0.10800E-05
   152    0.44056E+04    0.10769E+01    0.14069E-02   -0.45944E+02    0.76642E-07    0.21306E-03   -0.10731E-05
   153    0.44371E+04    0.10704E+01    0.13756E-02   -0.45901E+02    0.76201E-07    0.21111E-03   -0.10654E-05
   154    0.44683E+04    0.10635E+01    0.13448E-02   -0.45834E+02    0.75763E-07    0.20917E-03   -0.10570E-05
   155    0.44994E+04    0.10562E+01    0.13145E-02   -0.45742E+02    0.75329E-07    0.20726E-03   -0.10478E-05
   156    0.45300E+04    0.10486E+01    0.12849E-02   -0.45624E+02    0.74898E-07    0.20537E-03   -0.10381E-05
   157    0.45606E+04    0.10405E+01    0.12557E-02   -0.45480E+02    0.74471E-07    0.20351E-03   -0.10277E-05
   158    0.45908E+04    0.10322E+01    0.12272E-02   -0.45311E+02    0.74048E-07    0.20167E-03   -0.10166E-05
   159    0.46208E+04    0.10235E+01    0.11993E-02   -0.45115E+02    0.73628E-07    0.19985E-03   -0.10051E-05
   160    0.46505E+04    0.10144E+01    0.11719E-02   -0.44892E+02    0.73211E-07    0.19805E-03   -0.99296E-06
   161    0.46800E+04    0.10051E+01    0.11451E-02   -0.44643E+02    0.72798E-07    0.19628E-03   -0.98035E-06
   162    0.47091E+04    0.99550E+00    0.11190E-02   -0.44369E+02    0.72388E-07    0.19452E-03   -0.96728E-06
   163    0.47381E+04    0.98557E+00    0.10935E-02   -0.44067E+02    0.71981E-07    0.19279E-03   -0.95376E-06
   164    0.47667E+04    0.97542E+00    0.10686E-02   -0.43739E+02    0.71577E-07    0.19108E-03   -0.93985E-06
   165    0.47950E+04    0.96498E+00    0.10443E-02   -0.43383E+02    0.71177E-07    0.18939E-03   -0.92556E-06
   166    0.48231E+04    0.95440E+00    0.10207E-02   -0.43001E+02    0.70781E-07    0.18772E-03   -0.91094E-06
   167    0.48509E+04    0.94346E+00    0.99771E-03   -0.42592E+02    0.70387E-07    0.18608E-03   -0.89600E-06
   168    0.48783E+04    0.93253E+00    0.97540E-03   -0.42156E+02    0.69997E-07    0.18445E-03   -0.88080E-06
   169    0.49053E+04    0.92132E+00    0.95376E-03   -0.41691E+02    0.69610E-07    0.18285E-03   -0.86535E-06
   170    0.49320E+04    0.91004E+00    0.93279E-03   -0.41200E+02    0.69226E-07    0.18126E-03   -0.84970E-06
   171    0.49583E+04    0.89870E+00    0.91251E-03   -0.40680E+02    0.68845E-07    0.17969E-03   -0.83386E-06
   172    0.49841E+04    0.88723E+00    0.89293E-03   -0.40133E+02    0.68467E-07    0.17815E-03   -0.81789E-06
   173    0.50095E+04    0.87563E+00    0.87405E-03   -0.39558E+02    0.68093E-07    0.17662E-03   -0.80180E-06
   174    0.50345E+04    0.86419E+00    0.85588E-03   -0.38956E+02    0.67721E-07    0.17512E-03   -0.78563E-06
   175    0.50592E+04    0.85262E+00    0.83843E-03   -0.38325E+02    0.67353E-07    0.17363E-03   -0.76942E-06
   176    0.50833E+04    0.84115E+00    0.82171E-03   -0.37667E+02    0.66988E-07    0.17216E-03   -0.75319E-06
   177    0.51070E+04    0.82969E+00    0.80570E-03   -0.36982E+02    0.66625E-07    0.17071E-03   -0.73694E-06
   178    0.51302E+04    0.81849E+00    0.79039E-03   -0.36269E+02    0.66266E-07    0.16928E-03   -0.72069E-06
   179    0.51529E+04    0.80723E+00    0.77577E-03   -0.35528E+02    0.65910E-07    0.16786E-03   -0.70443E-06
   180    0.51753E+04    0.79614E+00    0.76183E-03   -0.34760E+02    0.65556E-07    0.16647E-03   -0.68818E-06
   181    0.51972E+04    0.78524E+00    0.74854E-03   -0.33966E+02    0.65206E-07    0.16509E-03   -0.67192E-06
   182    0.52186E+04    0.77458E+00    0.73590E-03   -0.33143E+02    0.64858E-07    0.16372E-03   -0.65568E-06
   183    0.52394E+04    0.76410E+00    0.72389E-03   -0.32295E+02    0.64513E-07    0.16237E-03   -0.63944E-06
   184    0.52599E+04    0.75388E+00    0.71250E-03   -0.31419E+02    0.64171E-07    0.16104E-03   -0.62323E-06
   185    0.52798E+04    0.74406E+00    0.70172E-03   -0.30519E+02    0.63832E-07    0.15972E-03   -0.60702E-06
   186    0.52990E+04    0.73451E+00    0.69152E-03   -0.29590E+02    0.63496E-07    0.15842E-03   -0.59084E-06
   187    0.53179E+04    0.72537E+00    0.68191E-03   -0.28635E+02    0.63162E-07    0.15713E-03   -0.57469E-06
   188    0.53363E+04    0.71662E+00    0.67286E-03   -0.27656E+02    0.62831E-07    0.15585E-03   -0.55856E-06
   189    0.53541E+04    0.70831E+00    0.66435E-03   -0.26650E+02    0.62503E-07    0.15459E-03   -0.54247E-06
   190    0.53717E+04    0.70048E+00    0.65639E-03   -0.25620E+02    0.62177E-07    0.15334E-03   -0.52641E-06
   191    0.53884E+04    0.69317E+00    0.64894E-03   -0.24564E+02    0.61854E-07    0.15210E-03   -0.51040E-06
   192    0.54047E+04    0.68639E+00    0.64201E-03   -0.23482E+02    0.61533E-07    0.15087E-03   -0.49442E-06
   193    0.54204E+04    0.68019E+00    0.63557E-03   -0.22378E+02    0.61215E-07    0.14966E-03   -0.47850E-06
   194    0.54357E+04    0.67461E+00    0.62961E-03   -0.21248E+02    0.60900E-07    0.14845E-03   -0.46262E-06
   195    0.54503E+04    0.66967E+00    0.62412E-03   -0.20095E+02    0.60587E-07    0.14726E-03   -0.44680E-06
   196    0.54644E+04    0.66543E+00    0.61908E-03   -0.18919E+02    0.60277E-07    0.14608E-03   -0.43104E-06
   197    0.54780E+04    0.66192E+00    0.61448E-03   -0.17720E+02    0.59969E-07    0.14490E-03   -0.41534E-06
   198    0.54910E+04    0.65917E+00    0.61030E-03   -0.16498E+02    0.59663E-07    0.14374E-03   -0.39970E-06
   199    0.55035E+04    0.65723E+00    0.60654E-03   -0.15254E+02    0.59360E-07    0.14258E-03   -0.38414E-06
   200    0.55155E+04    0.65611E+00    0.60318E-03   -0.13989E+02    0.59059E-07    0.14143E-03   -0.36864E-06
   201    0.55268E+04    0.65588E+00    0.60020E-03   -0.12701E+02    0.58761E-07    0.14029E-03   -0.35322E-06
   202    0.55376E+04    0.65655E+00    0.59760E-03   -0.11393E+02    0.58465E-07    0.13916E-03   -0.33788E-06
   203    0.55478E+04    0.65818E+00    0.59535E-03   -0.10063E+02    0.58171E-07    0.13803E-03   -0.32261E-06
   204    0.55573E+04    0.66079E+00    0.59346E-03   -0.87154E+01    0.57879E-07    0.13691E-03   -0.30742E-06
   205    0.55662E+04    0.66442E+00    0.59189E-03   -0.73470E+01    0.57590E-07    0.13580E-03   -0.29229E-06
   206    0.55745E+04    0.66911E+00    0.59065E-03   -0.59594E+01    0.57303E-07    0.13470E-03   -0.27724E-06
   207    0.55823E+04    0.67488E+00    0.58973E-03   -0.45530E+01    0.57018E-07    0.13360E-03   -0.26226E-06
   208    0.55892E+04    0.68179E+00    0.58910E-03   -0.31284E+01    0.56735E-07    0.13251E-03   -0.24734E-06
   209    0.55956E+04    0.68985E+00    0.58875E-03   -0.16860E+01    0.56455E-07    0.13143E-03   -0.23250E-06
   210    0.56013E+04    0.69911E+00    0.58868E-03   -0.22668E+00    0.56176E-07    0.13036E-03   -0.21772E-06
   211    0.56065E+04    0.70961E+00    0.58887E-03    0.12494E+01    0.55900E-07    0.12929E-03   -0.20300E-06
   212    0.56108E+04    0.72138E+00    0.58931E-03    0.27413E+01    0.55626E-07    0.12823E-03   -0.18835E-06
   213    0.56147E+04    0.73445E+00    0.58998E-03    0.42491E+01    0.55354E-07    0.12718E-03   -0.17377E-06
   214    0.56178E+04    0.74883E+00    0.59088E-03    0.57715E+01    0.55084E-07    0.12614E-03   -0.15925E-06
   215    0.56204E+04    0.76469E+00    0.59199E-03    0.73077E+01    0.54816E-07    0.12510E-03   -0.14478E-06
   216    0.56222E+04    0.78187E+00    0.59330E-03    0.88583E+01    0.54551E-07    0.12407E-03   -0.13038E-06
   217    0.56236E+04    0.80051E+00    0.59480E-03    0.10421E+02    0.54287E-07    0.12305E-03   -0.11604E-06
   218    0.56242E+04    0.82060E+00    0.59647E-03    0.11996E+02    0.54025E-07    0.12204E-03   -0.10175E-06
   219    0.56242E+04    0.84216E+00    0.59831E-03    0.13585E+02    0.53765E-07    0.12103E-03   -0.87525E-07
   220    0.56237E+04    0.86533E+00    0.60029E-03    0.15183E+02    0.53508E-07    0.12003E-03   -0.73354E-07
   221    0.56225E+04    0.89004E+00    0.60241E-03    0.16792E+02    0.53252E-07    0.11904E-03   -0.59237E-07
   222    0.56207E+04    0.91643E+00    0.60466E-03    0.18410E+02    0.52998E-07    0.11805E-03   -0.45174E-07
   223    0.56181E+04    0.94442E+00    0.60702E-03    0.20039E+02    0.52746E-07    0.11707E-03   -0.31164E-07
   224    0.56151E+04    0.97402E+00    0.60948E-03    0.21674E+02    0.52496E-07    0.11610E-03   -0.17206E-07
   225    0.56114E+04    0.10054E+01    0.61202E-03    0.23319E+02    0.52248E-07    0.11513E-03   -0.32982E-08
   226    0.56071E+04    0.10385E+01    0.61465E-03    0.24970E+02    0.52001E-07    0.11418E-03    0.10560E-07
   227    0.56022E+04    0.10734E+01    0.61733E-03    0.26628E+02    0.51757E-07    0.11323E-03    0.24369E-07
   228    0.55967E+04    0.11100E+01    0.62007E-03    0.28292E+02    0.51514E-07    0.11228E-03    0.38131E-07
   229    0.55906E+04    0.11484E+01    0.62285E-03    0.29960E+02    0.51273E-07    0.11135E-03    0.51847E-07
   230    0.55838E+04    0.11887E+01    0.62565E-03    0.31633E+02    0.51034E-07    0.11042E-03    0.65517E-07
   231    0.55763E+04    0.12309E+01    0.62846E-03    0.33310E+02    0.50797E-07    0.10949E-03    0.79142E-07
