#    L    TT             EE             BB             TE             PP             TP             EP          
   614    0.19978E+04    0.25272E+02    0.14838E-03    0.20602E+02    0.13718E-07    0.57179E-05   -0.92208E-06
   615    0.19895E+04    0.25571E+02    0.14754E-03    0.19774E+02    0.13682E-07    0.57789E-05   -0.93171E-06
   616    0.19813E+04    0.25871E+02    0.14671E-03    0.18914E+02    0.13646E-07    0.58401E-05   -0.94121E-06
   617    0.19733E+04    0.26168E+02    0.14587E-03    0.18025E+02    0.13610E-07    0.59013E-05   -0.95056E-06
   618    0.19653E+04    0.26464E+02    0.14504E-03    0.17103E+02    0.13575E-07    0.59626E-05   -0.95977E-06
   619    0.19573E+04    0.26760E+02    0.14420E-03    0.16154E+02    0.13539E-07    0.60241E-05   -0.96884E-06
   620    0.19496E+04    0.27052E+02    0.14337E-03    0.15174E+02    0.13504E-07    0.60856E-05   -0.97777E-06
   621    0.19418E+04    0.27343E+02    0.14253E-03    0.14165E+02    0.13468E-07    0.61471E-05   -0.98655E-06
   622    0.19342E+04    0.27631E+02    0.14170E-03    0.13127E+02    0.13433E-07    0.62087E-05   -0.99520E-06
   623    0.19268E+04    0.27917E+02    0.14088E-03    0.12061E+02    0.13398E-07    0.62704E-05   -0.10037E-05
   624    0.19194E+04    0.28201E+02    0.14005E-03    0.10967E+02    0.13363E-07    0.63320E-05   -0.10121E-05
   625    0.19121E+04    0.28482E+02    0.13923E-03    0.98443E+01    0.13328E-07    0.63937E-05   -0.10203E-05
   626    0.19050E+04    0.28762E+02    0.13842E-03    0.86951E+01    0.13294E-07    0.64554E-05   -0.10283E-05
   627    0.18980E+04    0.29038E+02    0.13761E-03    0.75192E+01    0.13259E-07    0.65171E-05   -0.10363E-05
   628    0.18912E+04    0.29311E+02    0.13681E-03    0.63168E+01    0.13225E-07    0.65787E-05   -0.10440E-05
   629    0.18845E+04    0.29582E+02    0.13601E-03    0.50886E+01    0.13191E-07    0.66403E-05   -0.10517E-05
   630    0.18778E+04    0.29849E+02    0.13522E-03    0.38340E+01    0.13156E-07    0.67019E-05   -0.10592E-05
   631    0.18713E+04    0.30114E+02    0.13444E-03    0.25562E+01    0.13123E-07    0.67634E-05   -0.10665E-05
   632    0.18651E+04    0.30375E+02    0.13366E-03    0.12529E+01    0.13089E-07    0.68248E-05   -0.10737E-05
   633    0.18588E+04    0.30634E+02    0.13290E-03   -0.73419E-01    0.13055E-07    0.68862E-05   -0.10808E-05
   634    0.18528E+04    0.30888E+02    0.13214E-03   -0.14228E+01    0.13021E-07    0.69475E-05   -0.10877E-05
   635    0.18470E+04    0.31139E+02    0.13140E-03   -0.27946E+01    0.12988E-07    0.70086E-05   -0.10944E-05
   636    0.18412E+04    0.31388E+02    0.13066E-03   -0.41882E+01    0.12955E-07    0.70697E-05   -0.11010E-05
   637    0.18356E+04    0.31630E+02    0.12994E-03   -0.56041E+01    0.12921E-07    0.71306E-05   -0.11075E-05
   638    0.18302E+04    0.31871E+02    0.12922E-03   -0.70399E+01    0.12888E-07    0.71914E-05   -0.11138E-05
   639    0.18250E+04    0.32106E+02    0.12852E-03   -0.84966E+01    0.12855E-07    0.72520E-05   -0.11200E-05
   640    0.18200E+04    0.32339E+02    0.12784E-03   -0.99724E+01    0.12823E-07    0.73125E-05   -0.11260E-05
   641    0.18151E+04    0.32567E+02    0.12716E-03   -0.11467E+02    0.12790E-07    0.73728E-05   -0.11319E-05
   642    0.18103E+04    0.32790E+02    0.12650E-03   -0.12980E+02    0.12757E-07    0.74329E-05   -0.11376E-05
   643    0.18057E+04    0.33010E+02    0.12585E-03   -0.14511E+02    0.12725E-07    0.74928E-05   -0.11432E-05
   644    0.18014E+04    0.33224E+02    0.12522E-03   -0.16059E+02    0.12693E-07    0.75526E-05   -0.11486E-05
   645    0.17972E+04    0.33434E+02    0.12461E-03   -0.17623E+02    0.12661E-07    0.76120E-05   -0.11538E-05
   646    0.17931E+04    0.33639E+02    0.12401E-03   -0.19203E+02    0.12628E-07    0.76713E-05   -0.11589E-05
   647    0.17893E+04    0.33840E+02    0.12342E-03   -0.20798E+02    0.12597E-07    0.77303E-05   -0.11639E-05
   648    0.17856E+04    0.34036E+02    0.12286E-03   -0.22407E+02    0.12565E-07    0.77891E-05   -0.11687E-05
   649    0.17822E+04    0.34226E+02    0.12231E-03   -0.24029E+02    0.12533E-07    0.78476E-05   -0.11734E-05
   650    0.17789E+04    0.34412E+02    0.12178E-03   -0.25664E+02    0.12501E-07    0.79058E-05   -0.11779E-05
   651    0.17758E+04    0.34593E+02    0.12127E-03   -0.27312E+02    0.12470E-07    0.79637E-05   -0.11822E-05
   652    0.17729E+04    0.34769E+02    0.12078E-03   -0.28971E+02    0.12439E-07    0.80214E-05   -0.11864E-05
   653    0.17703E+04    0.34938E+02    0.12031E-03   -0.30640E+02    0.12407E-07    0.80787E-05   -0.11905E-05
   654    0.17677E+04    0.35103E+02    0.11985E-03   -0.32319E+02    0.12376E-07    0.81358E-05   -0.11944E-05
   655    0.17654E+04    0.35263E+02    0.11942E-03   -0.34007E+02    0.12345E-07    0.81925E-05   -0.11981E-05
   656    0.17633E+04    0.35417E+02    0.11899E-03   -0.35705E+02    0.12314E-07    0.82489E-05   -0.12017E-05
   657    0.17614E+04    0.35566E+02    0.11859E-03   -0.37409E+02    0.12284E-07    0.83050E-05   -0.12051E-05
   658    0.17596E+04    0.35709E+02    0.11820E-03   -0.39121E+02    0.12253E-07    0.83607E-05   -0.12084E-05
   659    0.17581E+04    0.35847E+02    0.11783E-03   -0.40840E+02    0.12223E-07    0.84162E-05   -0.12116E-05
   660    0.17569E+04    0.35979E+02    0.11747E-03   -0.42564E+02    0.12192E-07    0.84713E-05   -0.12145E-05
   661    0.17557E+04    0.36105E+02    0.11713E-03   -0.44292E+02    0.12162E-07    0.85260E-05   -0.12174E-05
   662    0.17548E+04    0.36225E+02    0.11680E-03   -0.46026E+02    0.12132E-07    0.85804E-05   -0.12201E-05
   663    0.17541E+04    0.36341E+02    0.11648E-03   -0.47764E+02    0.12102E-07    0.86345E-05   -0.12226E-05
   664    0.17536E+04    0.36449E+02    0.11618E-03   -0.49503E+02    0.12072E-07    0.86882E-05   -0.12250E-05
   665    0.17532E+04    0.36552E+02    0.11589E-03   -0.51245E+02    0.12042E-07    0.87415E-05   -0.12272E-05
   666    0.17531E+04    0.36649E+02    0.11561E-03   -0.52989E+02    0.12012E-07    0.87945E-05   -0.12293E-05
   667    0.17532E+04    0.36740E+02    0.11535E-03   -0.54733E+02    0.11982E-07    0.88470E-05   -0.12313E-05
   668    0.17534E+04    0.36825E+02    0.11509E-03   -0.56478E+02    0.11953E-07    0.88993E-05   -0.12331E-05
   669    0.17539E+04    0.36904E+02    0.11485E-03   -0.58221E+02    0.11924E-07    0.89511E-05   -0.12347E-05
   670    0.17546E+04    0.36977E+02    0.11462E-03   -0.59962E+02    0.11894E-07    0.90025E-05   -0.12362E-05
   671    0.17555E+04    0.37045E+02    0.11440E-03   -0.61701E+02    0.11865E-07    0.90536E-05   -0.12376E-05
   672    0.17565E+04    0.37106E+02    0.11419E-03   -0.63438E+02    0.11836E-07    0.91042E-05   -0.12388E-05
   673    0.17578E+04    0.37161E+02    0.11398E-03   -0.65169E+02    0.11807E-07    0.91545E-05   -0.12399E-05
   674    0.17592E+04    0.37210E+02    0.11379E-03   -0.66897E+02    0.11778E-07    0.92043E-05   -0.12408E-05
   675    0.17609E+04    0.37253E+02    0.11361E-03   -0.68619E+02    0.11749E-07    0.92537E-05   -0.12416E-05
   676    0.17627E+04    0.37290E+02    0.11343E-03   -0.70335E+02    0.11721E-07    0.93028E-05   -0.12422E-05
   677    0.17647E+04    0.37320E+02    0.11326E-03   -0.72044E+02    0.11692E-07    0.93513E-05   -0.12427E-05
   678    0.17670E+04    0.37344E+02    0.11310E-03   -0.73745E+02    0.11664E-07    0.93995E-05   -0.12430E-05
   679    0.17694E+04    0.37363E+02    0.11294E-03   -0.75438E+02    0.11635E-07    0.94472E-05   -0.12432E-05
   680    0.17721E+04    0.37375E+02    0.11279E-03   -0.77122E+02    0.11607E-07    0.94945E-05   -0.12433E-05
   681    0.17749E+04    0.37381E+02    0.11265E-03   -0.78795E+02    0.11579E-07    0.95413E-05   -0.12432E-05
   682    0.17779E+04    0.37380E+02    0.11251E-03   -0.80458E+02    0.11551E-07    0.95877E-05   -0.12430E-05
   683    0.17812E+04    0.37374E+02    0.11238E-03   -0.82112E+02    0.11523E-07    0.96336E-05   -0.12426E-05
   684    0.17845E+04    0.37360E+02    0.11225E-03   -0.83752E+02    0.11495E-07    0.96790E-05   -0.12421E-05
   685    0.17880E+04    0.37341E+02    0.11212E-03   -0.85381E+02    0.11468E-07    0.97240E-05   -0.12415E-05
   686    0.17917E+04    0.37316E+02    0.11200E-03   -0.86987E+02    0.11440E-07    0.97686E-05   -0.12407E-05
   687    0.17957E+04    0.37285E+02    0.11188E-03   -0.88584E+02    0.11413E-07    0.98126E-05   -0.12397E-05
   688    0.17997E+04    0.37247E+02    0.11177E-03   -0.90168E+02    0.11385E-07    0.98562E-05   -0.12387E-05
   689    0.18040E+04    0.37203E+02    0.11166E-03   -0.91731E+02    0.11358E-07    0.98992E-05   -0.12374E-05
   690    0.18084E+04    0.37154E+02    0.11154E-03   -0.93283E+02    0.11331E-07    0.99418E-05   -0.12361E-05
   691    0.18130E+04    0.37097E+02    0.11143E-03   -0.94814E+02    0.11303E-07    0.99839E-05   -0.12346E-05
   692    0.18177E+04    0.37035E+02    0.11133E-03   -0.96325E+02    0.11276E-07    0.10025E-04   -0.12330E-05
   693    0.18227E+04    0.36967E+02    0.11122E-03   -0.97824E+02    0.11250E-07    0.10067E-04   -0.12312E-05
   694    0.18277E+04    0.36893E+02    0.11111E-03   -0.99295E+02    0.11223E-07    0.10107E-04   -0.12293E-05
   695    0.18330E+04    0.36814E+02    0.11100E-03   -0.10075E+03    0.11196E-07    0.10147E-04   -0.12273E-05
   696    0.18384E+04    0.36728E+02    0.11089E-03   -0.10219E+03    0.11169E-07    0.10187E-04   -0.12251E-05
   697    0.18440E+04    0.36636E+02    0.11078E-03   -0.10360E+03    0.11143E-07    0.10226E-04   -0.12228E-05
   698    0.18497E+04    0.36538E+02    0.11067E-03   -0.10499E+03    0.11116E-07    0.10264E-04   -0.12203E-05
   699    0.18555E+04    0.36435E+02    0.11055E-03   -0.10636E+03    0.11090E-07    0.10302E-04   -0.12177E-05
   700    0.18615E+04    0.36325E+02    0.11043E-03   -0.10770E+03    0.11064E-07    0.10339E-04   -0.12150E-05
   701    0.18677E+04    0.36210E+02    0.11031E-03   -0.10902E+03    0.11038E-07    0.10376E-04   -0.12121E-05
   702    0.18740E+04    0.36090E+02    0.11019E-03   -0.11031E+03    0.11011E-07    0.10412E-04   -0.12091E-05
   703    0.18804E+04    0.35963E+02    0.11006E-03   -0.11159E+03    0.10986E-07    0.10448E-04   -0.12060E-05
   704    0.18870E+04    0.35832E+02    0.10993E-03   -0.11283E+03    0.10960E-07    0.10483E-04   -0.12027E-05
   705    0.18936E+04    0.35695E+02    0.10980E-03   -0.11405E+03    0.10934E-07    0.10518E-04   -0.11993E-05
   706    0.19004E+04    0.35552E+02    0.10966E-03   -0.11524E+03    0.10908E-07    0.10552E-04   -0.11958E-05
   707    0.19073E+04    0.35404E+02    0.10952E-03   -0.11641E+03    0.10882E-07    0.10585E-04   -0.11922E-05
   708    0.19144E+04    0.35252E+02    0.10937E-03   -0.11754E+03    0.10857E-07    0.10618E-04   -0.11884E-05
   709    0.19215E+04    0.35093E+02    0.10923E-03   -0.11865E+03    0.10832E-07    0.10650E-04   -0.11845E-05
   710    0.19288E+04    0.34930E+02    0.10908E-03   -0.11973E+03    0.10806E-07    0.10682E-04   -0.11804E-05
   711    0.19362E+04    0.34761E+02    0.10892E-03   -0.12077E+03    0.10781E-07    0.10713E-04   -0.11763E-05
   712    0.19437E+04    0.34588E+02    0.10876E-03   -0.12180E+03    0.10756E-07    0.10743E-04   -0.11720E-05
   713    0.19514E+04    0.34409E+02    0.10860E-03   -0.12279E+03    0.10731E-07    0.10773E-04   -0.11676E-05
   714    0.19590E+04    0.34226E+02    0.10843E-03   -0.12374E+03    0.10706E-07    0.10802E-04   -0.11631E-05
   715    0.19668E+04    0.34038E+02    0.10826E-03   -0.12468E+03    0.10681E-07    0.10831E-04   -0.11584E-05
   716    0.19747E+04    0.33846E+02    0.10809E-03   -0.12558E+03    0.10656E-07    0.10859E-04   -0.11537E-05
   717    0.19827E+04    0.33649E+02    0.10791E-03   -0.12643E+03    0.10631E-07    0.10886E-04   -0.11488E-05
   718    0.19907E+04    0.33448E+02    0.10773E-03   -0.12727E+03    0.10607E-07    0.10913E-04   -0.11438E-05
   719    0.19989E+04    0.33240E+02    0.10754E-03   -0.12807E+03    0.10582E-07    0.10939E-04   -0.11386E-05
   720    0.20070E+04    0.33030E+02    0.10735E-03   -0.12884E+03    0.10558E-07    0.10964E-04   -0.11334E-05
   721    0.20154E+04    0.32816E+02    0.10716E-03   -0.12957E+03    0.10533E-07    0.10989E-04   -0.11281E-05
   722    0.20237E+04    0.32597E+02    0.10696E-03   -0.13026E+03    0.10509E-07    0.11013E-04   -0.11226E-05
   723    0.20321E+04    0.32375E+02    0.10675E-03   -0.13093E+03    0.10485E-07    0.11036E-04   -0.11170E-05
   724    0.20406E+04    0.32149E+02    0.10654E-03   -0.13156E+03    0.10460E-07    0.11058E-04   -0.11113E-05
   725    0.20491E+04    0.31919E+02    0.10633E-03   -0.13216E+03    0.10436E-07    0.11080E-04   -0.11055E-05
   726    0.20577E+04    0.31688E+02    0.10611E-03   -0.13271E+03    0.10412E-07    0.11102E-04   -0.10996E-05
   727    0.20663E+04    0.31451E+02    0.10589E-03   -0.13324E+03    0.10389E-07    0.11122E-04   -0.10936E-05
   728    0.20750E+04    0.31209E+02    0.10566E-03   -0.13373E+03    0.10365E-07    0.11142E-04   -0.10875E-05
   729    0.20837E+04    0.30965E+02    0.10543E-03   -0.13419E+03    0.10341E-07    0.11161E-04   -0.10812E-05
   730    0.20924E+04    0.30719E+02    0.10520E-03   -0.13461E+03    0.10317E-07    0.11180E-04   -0.10749E-05
   731    0.21012E+04    0.30467E+02    0.10495E-03   -0.13498E+03    0.10294E-07    0.11198E-04   -0.10685E-05
   732    0.21100E+04    0.30216E+02    0.10471E-03   -0.13532E+03    0.10270E-07    0.11215E-04   -0.10619E-05
   733    0.21189E+04    0.29959E+02    0.10446E-03   -0.13564E+03    0.10247E-07    0.11231E-04   -0.10553E-05
   734    0.21277E+04    0.29701E+02    0.10420E-03   -0.13590E+03    0.10224E-07    0.11246E-04   -0.10485E-05
   735    0.21366E+04    0.29439E+02    0.10394E-03   -0.13614E+03    0.10200E-07    0.11261E-04   -0.10417E-05
   736    0.21454E+04    0.29175E+02    0.10367E-03   -0.13634E+03    0.10177E-07    0.11275E-04   -0.10347E-05
   737    0.21543E+04    0.28909E+02    0.10340E-03   -0.13650E+03    0.10154E-07    0.11289E-04   -0.10277E-05
   738    0.21631E+04    0.28642E+02    0.10312E-03   -0.13661E+03    0.10131E-07    0.11301E-04   -0.10206E-05
   739    0.21719E+04    0.28371E+02    0.10284E-03   -0.13670E+03    0.10108E-07    0.11313E-04   -0.10133E-05
   740    0.21808E+04    0.28099E+02    0.10255E-03   -0.13675E+03    0.10085E-07    0.11324E-04   -0.10060E-05
   741    0.21896E+04    0.27823E+02    0.10225E-03   -0.13676E+03    0.10062E-07    0.11335E-04   -0.99858E-06
   742    0.21984E+04    0.27549E+02    0.10195E-03   -0.13673E+03    0.10040E-07    0.11344E-04   -0.99107E-06
   743    0.22072E+04    0.27274E+02    0.10165E-03   -0.13666E+03    0.10017E-07    0.11353E-04   -0.98346E-06
   744    0.22160E+04    0.26995E+02    0.10134E-03   -0.13655E+03    0.99946E-08    0.11361E-04   -0.97577E-06
   745    0.22248E+04    0.26716E+02    0.10102E-03   -0.13642E+03    0.99721E-08    0.11368E-04   -0.96798E-06
   746    0.22334E+04    0.26436E+02    0.10070E-03   -0.13622E+03    0.99497E-08    0.11374E-04   -0.96010E-06
   747    0.22419E+04    0.26154E+02    0.10037E-03   -0.13601E+03    0.99273E-08    0.11380E-04   -0.95214E-06
   748    0.22505E+04    0.25872E+02    0.10003E-03   -0.13575E+03    0.99051E-08    0.11385E-04   -0.94409E-06
   749    0.22591E+04    0.25588E+02    0.99694E-04   -0.13547E+03    0.98829E-08    0.11388E-04   -0.93596E-06
   750    0.22676E+04    0.25304E+02    0.99347E-04   -0.13514E+03    0.98608E-08    0.11392E-04   -0.92774E-06
   751    0.22760E+04    0.25020E+02    0.98994E-04   -0.13477E+03    0.98387E-08    0.11394E-04   -0.91944E-06
   752    0.22844E+04    0.24736E+02    0.98635E-04   -0.13436E+03    0.98168E-08    0.11395E-04   -0.91106E-06
   753    0.22927E+04    0.24451E+02    0.98271E-04   -0.13392E+03    0.97949E-08    0.11396E-04   -0.90260E-06
   754    0.23009E+04    0.24167E+02    0.97901E-04   -0.13343E+03    0.97730E-08    0.11396E-04   -0.89406E-06
   755    0.23091E+04    0.23882E+02    0.97526E-04   -0.13292E+03    0.97513E-08    0.11395E-04   -0.88545E-06
   756    0.23170E+04    0.23598E+02    0.97147E-04   -0.13236E+03    0.97296E-08    0.11393E-04   -0.87676E-06
   757    0.23251E+04    0.23315E+02    0.96763E-04   -0.13177E+03    0.97080E-08    0.11391E-04   -0.86799E-06
   758    0.23329E+04    0.23031E+02    0.96374E-04   -0.13113E+03    0.96865E-08    0.11387E-04   -0.85916E-06
   759    0.23408E+04    0.22748E+02    0.95982E-04   -0.13047E+03    0.96650E-08    0.11383E-04   -0.85026E-06
   760    0.23485E+04    0.22465E+02    0.95586E-04   -0.12977E+03    0.96436E-08    0.11379E-04   -0.84129E-06
   761    0.23560E+04    0.22184E+02    0.95187E-04   -0.12904E+03    0.96222E-08    0.11373E-04   -0.83226E-06
   762    0.23636E+04    0.21904E+02    0.94785E-04   -0.12827E+03    0.96010E-08    0.11367E-04   -0.82316E-06
   763    0.23710E+04    0.21625E+02    0.94379E-04   -0.12746E+03    0.95798E-08    0.11360E-04   -0.81400E-06
   764    0.23783E+04    0.21347E+02    0.93972E-04   -0.12662E+03    0.95587E-08    0.11352E-04   -0.80478E-06
   765    0.23854E+04    0.21070E+02    0.93562E-04   -0.12574E+03    0.95376E-08    0.11344E-04   -0.79550E-06
   766    0.23926E+04    0.20795E+02    0.93150E-04   -0.12483E+03    0.95166E-08    0.11335E-04   -0.78617E-06
   767    0.23995E+04    0.20522E+02    0.92736E-04   -0.12389E+03    0.94957E-08    0.11325E-04   -0.77678E-06
   768    0.24063E+04    0.20250E+02    0.92321E-04   -0.12291E+03    0.94748E-08    0.11314E-04   -0.76734E-06
   769    0.24130E+04    0.19979E+02    0.91904E-04   -0.12190E+03    0.94540E-08    0.11303E-04   -0.75784E-06
   770    0.24196E+04    0.19711E+02    0.91487E-04   -0.12086E+03    0.94333E-08    0.11291E-04   -0.74830E-06
   771    0.24260E+04    0.19445E+02    0.91069E-04   -0.11978E+03    0.94127E-08    0.11278E-04   -0.73871E-06
   772    0.24323E+04    0.19181E+02    0.90651E-04   -0.11866E+03    0.93921E-08    0.11265E-04   -0.72907E-06
   773    0.24384E+04    0.18920E+02    0.90233E-04   -0.11752E+03    0.93715E-08    0.11251E-04   -0.71939E-06
   774    0.24444E+04    0.18661E+02    0.89815E-04   -0.11635E+03    0.93511E-08    0.11237E-04   -0.70967E-06
   775    0.24504E+04    0.18405E+02    0.89397E-04   -0.11515E+03    0.93307E-08    0.11222E-04   -0.69991E-06
   776    0.24560E+04    0.18151E+02    0.88980E-04   -0.11392E+03    0.93103E-08    0.11206E-04   -0.69011E-06
   777    0.24615E+04    0.17901E+02    0.88565E-04   -0.11266E+03    0.92901E-08    0.11190E-04   -0.68027E-06
   778    0.24671E+04    0.17653E+02    0.88150E-04   -0.11136E+03    0.92699E-08    0.11173E-04   -0.67039E-06
   779    0.24723E+04    0.17409E+02    0.87737E-04   -0.11004E+03    0.92497E-08    0.11155E-04   -0.66048E-06
   780    0.24773E+04    0.17166E+02    0.87327E-04   -0.10869E+03    0.92297E-08    0.11137E-04   -0.65055E-06
   781    0.24823E+04    0.16929E+02    0.86918E-04   -0.10732E+03    0.92097E-08    0.11118E-04   -0.64058E-06
   782    0.24870E+04    0.16694E+02    0.86511E-04   -0.10593E+03    0.91897E-08    0.11099E-04   -0.63058E-06
   783    0.24917E+04    0.16462E+02    0.86108E-04   -0.10450E+03    0.91698E-08    0.11079E-04   -0.62055E-06
   784    0.24961E+04    0.16235E+02    0.85707E-04   -0.10304E+03    0.91500E-08    0.11058E-04   -0.61051E-06
   785    0.25003E+04    0.16011E+02    0.85310E-04   -0.10156E+03    0.91302E-08    0.11037E-04   -0.60043E-06
   786    0.25044E+04    0.15791E+02    0.84916E-04   -0.10004E+03    0.91105E-08    0.11016E-04   -0.59034E-06
   787    0.25083E+04    0.15575E+02    0.84526E-04   -0.98502E+02    0.90909E-08    0.10994E-04   -0.58023E-06
   788    0.25120E+04    0.15363E+02    0.84140E-04   -0.96947E+02    0.90713E-08    0.10971E-04   -0.57010E-06
   789    0.25155E+04    0.15153E+02    0.83759E-04   -0.95375E+02    0.90518E-08    0.10948E-04   -0.55996E-06
   790    0.25189E+04    0.14951E+02    0.83382E-04   -0.93770E+02    0.90324E-08    0.10924E-04   -0.54980E-06
   791    0.25221E+04    0.14751E+02    0.83010E-04   -0.92139E+02    0.90130E-08    0.10900E-04   -0.53963E-06
   792    0.25251E+04    0.14557E+02    0.82644E-04   -0.90497E+02    0.89936E-08    0.10875E-04   -0.52945E-06
   793    0.25278E+04    0.14368E+02    0.82282E-04   -0.88823E+02    0.89743E-08    0.10850E-04   -0.51925E-06
   794    0.25303E+04    0.14184E+02    0.81927E-04   -0.87139E+02    0.89551E-08    0.10824E-04   -0.50906E-06
   795    0.25327E+04    0.14003E+02    0.81578E-04   -0.85430E+02    0.89360E-08    0.10798E-04   -0.49886E-06
   796    0.25350E+04    0.13829E+02    0.81234E-04   -0.83710E+02    0.89169E-08    0.10772E-04   -0.48865E-06
   797    0.25369E+04    0.13658E+02    0.80898E-04   -0.81966E+02    0.88978E-08    0.10745E-04   -0.47844E-06
   798    0.25387E+04    0.13493E+02    0.80568E-04   -0.80212E+02    0.88788E-08    0.10717E-04   -0.46824E-06
   799    0.25403E+04    0.13334E+02    0.80246E-04   -0.78441E+02    0.88599E-08    0.10689E-04   -0.45803E-06
   800    0.25417E+04    0.13179E+02    0.79931E-04   -0.76652E+02    0.88411E-08    0.10661E-04   -0.44783E-06
   801    0.25429E+04    0.13030E+02    0.79624E-04   -0.74855E+02    0.88222E-08    0.10632E-04   -0.43763E-06
   802    0.25437E+04    0.12887E+02    0.79324E-04   -0.73025E+02    0.88035E-08    0.10603E-04   -0.42744E-06
   803    0.25446E+04    0.12747E+02    0.79031E-04   -0.71201E+02    0.87848E-08    0.10573E-04   -0.41726E-06
   804    0.25451E+04    0.12615E+02    0.78746E-04   -0.69353E+02    0.87662E-08    0.10543E-04   -0.40708E-06
   805    0.25455E+04    0.12488E+02    0.78468E-04   -0.67495E+02    0.87476E-08    0.10512E-04   -0.39691E-06
   806    0.25457E+04    0.12366E+02    0.78197E-04   -0.65628E+02    0.87290E-08    0.10482E-04   -0.38675E-06
   807    0.25455E+04    0.12250E+02    0.77933E-04   -0.63751E+02    0.87106E-08    0.10450E-04   -0.37660E-06
   808    0.25452E+04    0.12140E+02    0.77676E-04   -0.61858E+02    0.86921E-08    0.10419E-04   -0.36645E-06
   809    0.25448E+04    0.12036E+02    0.77425E-04   -0.59963E+02    0.86738E-08    0.10386E-04   -0.35631E-06
   810    0.25440E+04    0.11938E+02    0.77180E-04   -0.58051E+02    0.86555E-08    0.10354E-04   -0.34618E-06
   811    0.25430E+04    0.11846E+02    0.76942E-04   -0.56130E+02    0.86372E-08    0.10321E-04   -0.33607E-06
   812    0.25419E+04    0.11761E+02    0.76710E-04   -0.54205E+02    0.86190E-08    0.10288E-04   -0.32596E-06
   813    0.25405E+04    0.11680E+02    0.76484E-04   -0.52276E+02    0.86009E-08    0.10254E-04   -0.31586E-06
   814    0.25390E+04    0.11607E+02    0.76264E-04   -0.50339E+02    0.85828E-08    0.10220E-04   -0.30577E-06
   815    0.25373E+04    0.11539E+02    0.76049E-04   -0.48397E+02    0.85648E-08    0.10186E-04   -0.29569E-06
   816    0.25352E+04    0.11477E+02    0.75840E-04   -0.46451E+02    0.85468E-08    0.10151E-04   -0.28562E-06
   817    0.25330E+04    0.11421E+02    0.75637E-04   -0.44501E+02    0.85289E-08    0.10116E-04   -0.27557E-06
   818    0.25307E+04    0.11372E+02    0.75438E-04   -0.42547E+02    0.85110E-08    0.10080E-04   -0.26552E-06
   819    0.25280E+04    0.11329E+02    0.75245E-04   -0.40591E+02    0.84932E-08    0.10044E-04   -0.25549E-06
   820    0.25253E+04    0.11292E+02    0.75057E-04   -0.38632E+02    0.84754E-08    0.10008E-04   -0.24548E-06
   821    0.25222E+04    0.11261E+02    0.74873E-04   -0.36674E+02    0.84577E-08    0.99715E-05   -0.23547E-06
   822    0.25190E+04    0.11237E+02    0.74695E-04   -0.34715E+02    0.84400E-08    0.99345E-05   -0.22548E-06
   823    0.25155E+04    0.11219E+02    0.74521E-04   -0.32755E+02    0.84224E-08    0.98972E-05   -0.21550E-06
   824    0.25118E+04    0.11208E+02    0.74351E-04   -0.30796E+02    0.84048E-08    0.98595E-05   -0.20554E-06
   825    0.25079E+04    0.11202E+02    0.74185E-04   -0.28840E+02    0.83873E-08    0.98216E-05   -0.19559E-06
   826    0.25038E+04    0.11204E+02    0.74024E-04   -0.26886E+02    0.83699E-08    0.97832E-05   -0.18566E-06
   827    0.24995E+04    0.11211E+02    0.73867E-04   -0.24936E+02    0.83525E-08    0.97446E-05   -0.17574E-06
   828    0.24950E+04    0.11225E+02    0.73713E-04   -0.22990E+02    0.83351E-08    0.97056E-05   -0.16584E-06
   829    0.24903E+04    0.11246E+02    0.73563E-04   -0.21048E+02    0.83178E-08    0.96662E-05   -0.15596E-06
   830    0.24854E+04    0.11273E+02    0.73417E-04   -0.19114E+02    0.83006E-08    0.96266E-05   -0.14609E-06
   831    0.24803E+04    0.11306E+02    0.73274E-04   -0.17186E+02    0.82834E-08    0.95866E-05   -0.13624E-06
   832    0.24750E+04    0.11345E+02    0.73134E-04   -0.15265E+02    0.82662E-08    0.95463E-05   -0.12641E-06
   833    0.24696E+04    0.11391E+02    0.72998E-04   -0.13353E+02    0.82491E-08    0.95057E-05   -0.11659E-06
   834    0.24638E+04    0.11443E+02    0.72864E-04   -0.11448E+02    0.82321E-08    0.94648E-05   -0.10679E-06
   835    0.24580E+04    0.11502E+02    0.72734E-04   -0.95528E+01    0.82151E-08    0.94236E-05   -0.97014E-07
   836    0.24518E+04    0.11566E+02    0.72606E-04   -0.76673E+01    0.81981E-08    0.93821E-05   -0.87254E-07
   837    0.24456E+04    0.11638E+02    0.72480E-04   -0.57928E+01    0.81812E-08    0.93402E-05   -0.77513E-07
   838    0.24391E+04    0.11715E+02    0.72357E-04   -0.39296E+01    0.81644E-08    0.92981E-05   -0.67792E-07
   839    0.24323E+04    0.11799E+02    0.72236E-04   -0.20774E+01    0.81476E-08    0.92557E-05   -0.58092E-07
   840    0.24255E+04    0.11890E+02    0.72117E-04   -0.23863E+00    0.81308E-08    0.92130E-05   -0.48411E-07
   841    0.24185E+04    0.11985E+02    0.72001E-04    0.15853E+01    0.81141E-08    0.91700E-05   -0.38752E-07
   842    0.24112E+04    0.12087E+02    0.71886E-04    0.33972E+01    0.80974E-08    0.91267E-05   -0.29114E-07
