#    L    TT             EE             BB             TE          
    76    0.18755E+01    0.82552E-03    0.62363E-03   -0.28617E-01
    77    0.18314E+01    0.83543E-03    0.62706E-03   -0.28625E-01
    78    0.17876E+01    0.84506E-03    0.63018E-03   -0.28614E-01
    79    0.17442E+01    0.85436E-03    0.63297E-03   -0.28583E-01
    80    0.17011E+01    0.86330E-03    0.63545E-03   -0.28530E-01
    81    0.16583E+01    0.87185E-03    0.63761E-03   -0.28457E-01
    82    0.16159E+01    0.88002E-03    0.63945E-03   -0.28362E-01
    83    0.15739E+01    0.88781E-03    0.64097E-03   -0.28247E-01
    84    0.15323E+01    0.89524E-03    0.64217E-03   -0.28114E-01
    85    0.14911E+01    0.90233E-03    0.64305E-03   -0.27963E-01
    86    0.14505E+01    0.90909E-03    0.64361E-03   -0.27797E-01
    87    0.14103E+01    0.91550E-03    0.64386E-03   -0.27614E-01
    88    0.13706E+01    0.92156E-03    0.64380E-03   -0.27416E-01
    89    0.13315E+01    0.92725E-03    0.64342E-03   -0.27203E-01
    90    0.12929E+01    0.93256E-03    0.64274E-03   -0.26974E-01
    91    0.12548E+01    0.93749E-03    0.64176E-03   -0.26729E-01
    92    0.12173E+01    0.94202E-03    0.64048E-03   -0.26471E-01
    93    0.11804E+01    0.94617E-03    0.63891E-03   -0.26198E-01
    94    0.11440E+01    0.94993E-03    0.63705E-03   -0.25911E-01
    95    0.11082E+01    0.95331E-03    0.63492E-03   -0.25612E-01
    96    0.10731E+01    0.95630E-03    0.63252E-03   -0.25300E-01
    97    0.10385E+01    0.95892E-03    0.62985E-03   -0.24977E-01
    98    0.10045E+01    0.96116E-03    0.62692E-03   -0.24642E-01
    99    0.97106E+00    0.96302E-03    0.62374E-03   -0.24296E-01
   100    0.93827E+00    0.96451E-03    0.62031E-03   -0.23940E-01
   101    0.90611E+00    0.96562E-03    0.61665E-03   -0.23575E-01
   102    0.87457E+00    0.96637E-03    0.61275E-03   -0.23200E-01
   103    0.84366E+00    0.96674E-03    0.60863E-03   -0.22817E-01
   104    0.81340E+00    0.96675E-03    0.60429E-03   -0.22426E-01
   105    0.78377E+00    0.96640E-03    0.59974E-03   -0.22027E-01
   106    0.75480E+00    0.96568E-03    0.59497E-03   -0.21622E-01
   107    0.72649E+00    0.96460E-03    0.59001E-03   -0.21210E-01
   108    0.69884E+00    0.96316E-03    0.58486E-03   -0.20792E-01
   109    0.67186E+00    0.96137E-03    0.57952E-03   -0.20369E-01
   110    0.64557E+00    0.95922E-03    0.57399E-03   -0.19941E-01
   111    0.61995E+00    0.95672E-03    0.56830E-03   -0.19510E-01
   112    0.59501E+00    0.95387E-03    0.56243E-03   -0.19074E-01
   113    0.57075E+00    0.95067E-03    0.55641E-03   -0.18635E-01
   114    0.54715E+00    0.94714E-03    0.55024E-03   -0.18194E-01
   115    0.52420E+00    0.94328E-03    0.54393E-03   -0.17750E-01
   116    0.50192E+00    0.93908E-03    0.53749E-03   -0.17304E-01
   117    0.48028E+00    0.93457E-03    0.53092E-03   -0.16856E-01
   118    0.45928E+00    0.92974E-03    0.52423E-03   -0.16407E-01
   119    0.43891E+00    0.92459E-03    0.51744E-03   -0.15957E-01
   120    0.41917E+00    0.91914E-03    0.51054E-03   -0.15507E-01
   121    0.40005E+00    0.91339E-03    0.50356E-03   -0.15057E-01
   122    0.38155E+00    0.90734E-03    0.49648E-03   -0.14608E-01
   123    0.36366E+00    0.90100E-03    0.48934E-03   -0.14159E-01
   124    0.34637E+00    0.89437E-03    0.48212E-03   -0.13712E-01
   125    0.32968E+00    0.88746E-03    0.47485E-03   -0.13267E-01
   126    0.31358E+00    0.88028E-03    0.46752E-03   -0.12823E-01
   127    0.29806E+00    0.87283E-03    0.46015E-03   -0.12383E-01
   128    0.28312E+00    0.86511E-03    0.45275E-03   -0.11945E-01
   129    0.26876E+00    0.85712E-03    0.44532E-03   -0.11511E-01
   130    0.25496E+00    0.84889E-03    0.43787E-03   -0.11081E-01
   131    0.24171E+00    0.84040E-03    0.43040E-03   -0.10655E-01
   132    0.22902E+00    0.83168E-03    0.42294E-03   -0.10233E-01
   133    0.21686E+00    0.82272E-03    0.41547E-03   -0.98164E-02
   134    0.20522E+00    0.81355E-03    0.40802E-03   -0.94047E-02
   135    0.19410E+00    0.80418E-03    0.40057E-03   -0.89982E-02
   136    0.18348E+00    0.79461E-03    0.39314E-03   -0.85971E-02
   137    0.17336E+00    0.78485E-03    0.38574E-03   -0.82018E-02
   138    0.16371E+00    0.77492E-03    0.37836E-03   -0.78123E-02
   139    0.15453E+00    0.76483E-03    0.37103E-03   -0.74291E-02
   140    0.14581E+00    0.75459E-03    0.36373E-03   -0.70522E-02
   141    0.13754E+00    0.74421E-03    0.35647E-03   -0.66820E-02
   142    0.12970E+00    0.73371E-03    0.34927E-03   -0.63187E-02
   143    0.12229E+00    0.72308E-03    0.34213E-03   -0.59625E-02
   144    0.11528E+00    0.71235E-03    0.33505E-03   -0.56136E-02
   145    0.10868E+00    0.70152E-03    0.32804E-03   -0.52723E-02
   146    0.10247E+00    0.69060E-03    0.32111E-03   -0.49388E-02
   147    0.96636E-01    0.67962E-03    0.31425E-03   -0.46134E-02
   148    0.91170E-01    0.66857E-03    0.30748E-03   -0.42963E-02
   149    0.86060E-01    0.65747E-03    0.30081E-03   -0.39876E-02
   150    0.81295E-01    0.64633E-03    0.29423E-03   -0.36878E-02
   151    0.76863E-01    0.63516E-03    0.28775E-03   -0.33969E-02
   152    0.72754E-01    0.62397E-03    0.28138E-03   -0.31149E-02
   153    0.68959E-01    0.61276E-03    0.27511E-03   -0.28418E-02
   154    0.65466E-01    0.60155E-03    0.26895E-03   -0.25776E-02
   155    0.62267E-01    0.59033E-03    0.26291E-03   -0.23222E-02
   156    0.59350E-01    0.57913E-03    0.25697E-03   -0.20756E-02
   157    0.56706E-01    0.56794E-03    0.25115E-03   -0.18378E-02
   158    0.54324E-01    0.55678E-03    0.24544E-03   -0.16086E-02
   159    0.52195E-01    0.54564E-03    0.23985E-03   -0.13881E-02
   160    0.50308E-01    0.53455E-03    0.23438E-03   -0.11762E-02
   161    0.48652E-01    0.52350E-03    0.22903E-03   -0.97286E-03
   162    0.47219E-01    0.51250E-03    0.22380E-03   -0.77806E-03
   163    0.45998E-01    0.50156E-03    0.21869E-03   -0.59174E-03
   164    0.44978E-01    0.49069E-03    0.21371E-03   -0.41387E-03
   165    0.44150E-01    0.47990E-03    0.20886E-03   -0.24440E-03
   166    0.43504E-01    0.46919E-03    0.20414E-03   -0.83293E-04
   167    0.43028E-01    0.45857E-03    0.19954E-03    0.69497E-04
   168    0.42714E-01    0.44805E-03    0.19508E-03    0.21401E-03
   169    0.42551E-01    0.43764E-03    0.19075E-03    0.35029E-03
   170    0.42529E-01    0.42734E-03    0.18656E-03    0.47838E-03
   171    0.42637E-01    0.41716E-03    0.18250E-03    0.59832E-03
   172    0.42866E-01    0.40710E-03    0.17859E-03    0.71015E-03
   173    0.43206E-01    0.39719E-03    0.17481E-03    0.81391E-03
   174    0.43646E-01    0.38741E-03    0.17118E-03    0.90965E-03
   175    0.44176E-01    0.37779E-03    0.16769E-03    0.99741E-03
   176    0.44787E-01    0.36832E-03    0.16434E-03    0.10773E-02
   177    0.45473E-01    0.35902E-03    0.16114E-03    0.11494E-02
   178    0.46228E-01    0.34988E-03    0.15808E-03    0.12141E-02
   179    0.47045E-01    0.34091E-03    0.15515E-03    0.12715E-02
   180    0.47921E-01    0.33212E-03    0.15237E-03    0.13220E-02
   181    0.48848E-01    0.32350E-03    0.14971E-03    0.13657E-02
   182    0.49822E-01    0.31506E-03    0.14718E-03    0.14029E-02
   183    0.50836E-01    0.30681E-03    0.14478E-03    0.14339E-02
   184    0.51886E-01    0.29874E-03    0.14250E-03    0.14588E-02
   185    0.52965E-01    0.29086E-03    0.14034E-03    0.14779E-02
   186    0.54068E-01    0.28318E-03    0.13830E-03    0.14914E-02
   187    0.55189E-01    0.27570E-03    0.13638E-03    0.14996E-02
   188    0.56323E-01    0.26842E-03    0.13457E-03    0.15028E-02
   189    0.57463E-01    0.26135E-03    0.13287E-03    0.15011E-02
   190    0.58606E-01    0.25448E-03    0.13128E-03    0.14948E-02
   191    0.59743E-01    0.24783E-03    0.12979E-03    0.14841E-02
   192    0.60871E-01    0.24140E-03    0.12840E-03    0.14693E-02
   193    0.61984E-01    0.23519E-03    0.12711E-03    0.14506E-02
   194    0.63075E-01    0.22920E-03    0.12592E-03    0.14282E-02
   195    0.64140E-01    0.22344E-03    0.12482E-03    0.14024E-02
   196    0.65172E-01    0.21791E-03    0.12382E-03    0.13735E-02
   197    0.66166E-01    0.21262E-03    0.12290E-03    0.13416E-02
   198    0.67116E-01    0.20757E-03    0.12206E-03    0.13070E-02
   199    0.68017E-01    0.20276E-03    0.12131E-03    0.12699E-02
   200    0.68863E-01    0.19819E-03    0.12064E-03    0.12306E-02
   201    0.69650E-01    0.19388E-03    0.12004E-03    0.11893E-02
   202    0.70378E-01    0.18981E-03    0.11952E-03    0.11462E-02
   203    0.71046E-01    0.18598E-03    0.11907E-03    0.11012E-02
   204    0.71658E-01    0.18239E-03    0.11869E-03    0.10545E-02
   205    0.72213E-01    0.17902E-03    0.11838E-03    0.10062E-02
   206    0.72712E-01    0.17588E-03    0.11813E-03    0.95644E-03
   207    0.73158E-01    0.17296E-03    0.11795E-03    0.90526E-03
   208    0.73549E-01    0.17026E-03    0.11782E-03    0.85278E-03
   209    0.73889E-01    0.16776E-03    0.11775E-03    0.79910E-03
   210    0.74177E-01    0.16547E-03    0.11774E-03    0.74430E-03
   211    0.74415E-01    0.16338E-03    0.11777E-03    0.68849E-03
   212    0.74604E-01    0.16148E-03    0.11786E-03    0.63177E-03
   213    0.74745E-01    0.15978E-03    0.11800E-03    0.57423E-03
   214    0.74838E-01    0.15825E-03    0.11818E-03    0.51597E-03
   215    0.74885E-01    0.15691E-03    0.11840E-03    0.45709E-03
   216    0.74887E-01    0.15574E-03    0.11866E-03    0.39769E-03
   217    0.74845E-01    0.15473E-03    0.11896E-03    0.33787E-03
   218    0.74760E-01    0.15389E-03    0.11929E-03    0.27771E-03
   219    0.74633E-01    0.15321E-03    0.11966E-03    0.21733E-03
   220    0.74465E-01    0.15268E-03    0.12006E-03    0.15681E-03
   221    0.74257E-01    0.15231E-03    0.12048E-03    0.96256E-04
   222    0.74010E-01    0.15207E-03    0.12093E-03    0.35767E-04
   223    0.73725E-01    0.15197E-03    0.12140E-03   -0.24563E-04
   224    0.73403E-01    0.15201E-03    0.12190E-03   -0.84634E-04
   225    0.73045E-01    0.15217E-03    0.12240E-03   -0.14435E-03
   226    0.72652E-01    0.15246E-03    0.12293E-03   -0.20361E-03
   227    0.72226E-01    0.15286E-03    0.12347E-03   -0.26232E-03
   228    0.71766E-01    0.15338E-03    0.12401E-03   -0.32039E-03
   229    0.71275E-01    0.15400E-03    0.12457E-03   -0.37770E-03
   230    0.70753E-01    0.15473E-03    0.12513E-03   -0.43418E-03
   231    0.70202E-01    0.15555E-03    0.12569E-03   -0.48971E-03
   232    0.69622E-01    0.15646E-03    0.12626E-03   -0.54420E-03
   233    0.69014E-01    0.15747E-03    0.12682E-03   -0.59755E-03
   234    0.68379E-01    0.15855E-03    0.12737E-03   -0.64967E-03
   235    0.67719E-01    0.15971E-03    0.12792E-03   -0.70046E-03
   236    0.67034E-01    0.16095E-03    0.12846E-03   -0.74982E-03
   237    0.66326E-01    0.16225E-03    0.12899E-03   -0.79765E-03
   238    0.65595E-01    0.16361E-03    0.12950E-03   -0.84385E-03
   239    0.64842E-01    0.16503E-03    0.13000E-03   -0.88834E-03
   240    0.64069E-01    0.16649E-03    0.13048E-03   -0.93100E-03
   241    0.63277E-01    0.16801E-03    0.13093E-03   -0.97174E-03
   242    0.62466E-01    0.16957E-03    0.13136E-03   -0.10105E-02
   243    0.61638E-01    0.17116E-03    0.13177E-03   -0.10471E-02
   244    0.60793E-01    0.17278E-03    0.13214E-03   -0.10815E-02
   245    0.59934E-01    0.17443E-03    0.13248E-03   -0.11136E-02
   246    0.59059E-01    0.17610E-03    0.13279E-03   -0.11433E-02
   247    0.58172E-01    0.17779E-03    0.13306E-03   -0.11705E-02
   248    0.57272E-01    0.17949E-03    0.13329E-03   -0.11950E-02
   249    0.56361E-01    0.18119E-03    0.13348E-03   -0.12169E-02
   250    0.55440E-01    0.18289E-03    0.13363E-03   -0.12360E-02
   251    0.54509E-01    0.18459E-03    0.13373E-03   -0.12522E-02
   252    0.53570E-01    0.18628E-03    0.13378E-03   -0.12656E-02
   253    0.52624E-01    0.18796E-03    0.13379E-03   -0.12763E-02
   254    0.51671E-01    0.18964E-03    0.13376E-03   -0.12843E-02
   255    0.50712E-01    0.19129E-03    0.13368E-03   -0.12896E-02
   256    0.49748E-01    0.19294E-03    0.13356E-03   -0.12925E-02
   257    0.48779E-01    0.19457E-03    0.13340E-03   -0.12929E-02
   258    0.47808E-01    0.19618E-03    0.13321E-03   -0.12910E-02
   259    0.46834E-01    0.19776E-03    0.13297E-03   -0.12867E-02
   260    0.45858E-01    0.19933E-03    0.13269E-03   -0.12802E-02
   261    0.44881E-01    0.20087E-03    0.13238E-03   -0.12716E-02
   262    0.43904E-01    0.20239E-03    0.13203E-03   -0.12609E-02
   263    0.42928E-01    0.20387E-03    0.13165E-03   -0.12481E-02
   264    0.41954E-01    0.20533E-03    0.13123E-03   -0.12335E-02
   265    0.40981E-01    0.20675E-03    0.13078E-03   -0.12170E-02
   266    0.40013E-01    0.20814E-03    0.13030E-03   -0.11987E-02
   267    0.39048E-01    0.20949E-03    0.12979E-03   -0.11787E-02
   268    0.38088E-01    0.21080E-03    0.12924E-03   -0.11571E-02
   269    0.37134E-01    0.21207E-03    0.12867E-03   -0.11339E-02
   270    0.36186E-01    0.21330E-03    0.12807E-03   -0.11093E-02
   271    0.35246E-01    0.21449E-03    0.12745E-03   -0.10832E-02
   272    0.34314E-01    0.21563E-03    0.12679E-03   -0.10558E-02
   273    0.33391E-01    0.21672E-03    0.12612E-03   -0.10272E-02
   274    0.32478E-01    0.21776E-03    0.12542E-03   -0.99733E-03
   275    0.31576E-01    0.21874E-03    0.12469E-03   -0.96638E-03
   276    0.30686E-01    0.21968E-03    0.12395E-03   -0.93440E-03
   277    0.29807E-01    0.22055E-03    0.12318E-03   -0.90145E-03
   278    0.28942E-01    0.22137E-03    0.12239E-03   -0.86761E-03
   279    0.28091E-01    0.22213E-03    0.12159E-03   -0.83296E-03
   280    0.27255E-01    0.22282E-03    0.12076E-03   -0.79757E-03
   281    0.26434E-01    0.22345E-03    0.11992E-03   -0.76152E-03
   282    0.25630E-01    0.22402E-03    0.11906E-03   -0.72488E-03
   283    0.24843E-01    0.22451E-03    0.11819E-03   -0.68772E-03
   284    0.24075E-01    0.22494E-03    0.11731E-03   -0.65012E-03
   285    0.23325E-01    0.22529E-03    0.11641E-03   -0.61216E-03
   286    0.22596E-01    0.22557E-03    0.11549E-03   -0.57390E-03
   287    0.21887E-01    0.22577E-03    0.11457E-03   -0.53542E-03
   288    0.21199E-01    0.22589E-03    0.11364E-03   -0.49680E-03
   289    0.20534E-01    0.22593E-03    0.11270E-03   -0.45811E-03
   290    0.19892E-01    0.22589E-03    0.11175E-03   -0.41942E-03
   291    0.19274E-01    0.22577E-03    0.11079E-03   -0.38081E-03
   292    0.18681E-01    0.22556E-03    0.10983E-03   -0.34236E-03
   293    0.18113E-01    0.22526E-03    0.10886E-03   -0.30413E-03
   294    0.17572E-01    0.22487E-03    0.10789E-03   -0.26621E-03
   295    0.17058E-01    0.22439E-03    0.10691E-03   -0.22866E-03
   296    0.16573E-01    0.22381E-03    0.10593E-03   -0.19156E-03
   297    0.16116E-01    0.22314E-03    0.10495E-03   -0.15499E-03
   298    0.15689E-01    0.22237E-03    0.10397E-03   -0.11902E-03
   299    0.15293E-01    0.22150E-03    0.10299E-03   -0.83716E-04
   300    0.14928E-01    0.22053E-03    0.10202E-03   -0.49165E-04
   301    0.14595E-01    0.21945E-03    0.10104E-03   -0.15423E-04
   302    0.14293E-01    0.21827E-03    0.10007E-03    0.17495E-04
   303    0.14022E-01    0.21700E-03    0.99104E-04    0.49589E-04
   304    0.13781E-01    0.21563E-03    0.98141E-04    0.80860E-04
   305    0.13568E-01    0.21417E-03    0.97181E-04    0.11131E-03
   306    0.13383E-01    0.21263E-03    0.96227E-04    0.14093E-03
   307    0.13225E-01    0.21100E-03    0.95278E-04    0.16972E-03
   308    0.13093E-01    0.20929E-03    0.94335E-04    0.19769E-03
   309    0.12987E-01    0.20751E-03    0.93398E-04    0.22483E-03
   310    0.12904E-01    0.20565E-03    0.92467E-04    0.25114E-03
   311    0.12845E-01    0.20373E-03    0.91544E-04    0.27663E-03
   312    0.12808E-01    0.20174E-03    0.90628E-04    0.30129E-03
   313    0.12793E-01    0.19969E-03    0.89719E-04    0.32511E-03
   314    0.12798E-01    0.19758E-03    0.88819E-04    0.34811E-03
   315    0.12823E-01    0.19541E-03    0.87928E-04    0.37028E-03
   316    0.12867E-01    0.19319E-03    0.87046E-04    0.39161E-03
   317    0.12929E-01    0.19093E-03    0.86174E-04    0.41212E-03
   318    0.13008E-01    0.18862E-03    0.85312E-04    0.43179E-03
   319    0.13103E-01    0.18627E-03    0.84460E-04    0.45063E-03
   320    0.13214E-01    0.18389E-03    0.83619E-04    0.46863E-03
   321    0.13338E-01    0.18147E-03    0.82789E-04    0.48580E-03
   322    0.13477E-01    0.17902E-03    0.81971E-04    0.50214E-03
   323    0.13628E-01    0.17654E-03    0.81166E-04    0.51764E-03
   324    0.13790E-01    0.17404E-03    0.80373E-04    0.53231E-03
   325    0.13964E-01    0.17152E-03    0.79593E-04    0.54614E-03
   326    0.14147E-01    0.16899E-03    0.78826E-04    0.55913E-03
   327    0.14339E-01    0.16644E-03    0.78074E-04    0.57128E-03
   328    0.14540E-01    0.16388E-03    0.77335E-04    0.58260E-03
   329    0.14748E-01    0.16132E-03    0.76612E-04    0.59308E-03
   330    0.14962E-01    0.15876E-03    0.75903E-04    0.60272E-03
   331    0.15181E-01    0.15620E-03    0.75211E-04    0.61152E-03
   332    0.15405E-01    0.15364E-03    0.74534E-04    0.61948E-03
   333    0.15633E-01    0.15109E-03    0.73874E-04    0.62660E-03
   334    0.15863E-01    0.14856E-03    0.73231E-04    0.63287E-03
   335    0.16096E-01    0.14604E-03    0.72605E-04    0.63831E-03
   336    0.16329E-01    0.14354E-03    0.71996E-04    0.64290E-03
   337    0.16562E-01    0.14106E-03    0.71407E-04    0.64665E-03
   338    0.16795E-01    0.13861E-03    0.70835E-04    0.64955E-03
   339    0.17026E-01    0.13619E-03    0.70283E-04    0.65161E-03
   340    0.17254E-01    0.13381E-03    0.69750E-04    0.65283E-03
   341    0.17479E-01    0.13146E-03    0.69237E-04    0.65320E-03
   342    0.17699E-01    0.12915E-03    0.68745E-04    0.65272E-03
   343    0.17914E-01    0.12688E-03    0.68273E-04    0.65140E-03
   344    0.18123E-01    0.12467E-03    0.67823E-04    0.64923E-03
   345    0.18325E-01    0.12250E-03    0.67394E-04    0.64621E-03
   346    0.18519E-01    0.12039E-03    0.66987E-04    0.64234E-03
   347    0.18704E-01    0.11834E-03    0.66603E-04    0.63763E-03
   348    0.18879E-01    0.11634E-03    0.66242E-04    0.63206E-03
   349    0.19043E-01    0.11442E-03    0.65904E-04    0.62564E-03
   350    0.19196E-01    0.11256E-03    0.65590E-04    0.61838E-03
   351    0.19337E-01    0.11078E-03    0.65299E-04    0.61027E-03
   352    0.19465E-01    0.10906E-03    0.65033E-04    0.60134E-03
   353    0.19582E-01    0.10742E-03    0.64789E-04    0.59162E-03
   354    0.19686E-01    0.10585E-03    0.64567E-04    0.58116E-03
   355    0.19779E-01    0.10434E-03    0.64367E-04    0.56998E-03
   356    0.19861E-01    0.10290E-03    0.64187E-04    0.55812E-03
   357    0.19931E-01    0.10153E-03    0.64027E-04    0.54562E-03
   358    0.19991E-01    0.10023E-03    0.63886E-04    0.53250E-03
   359    0.20039E-01    0.98988E-04    0.63763E-04    0.51880E-03
   360    0.20078E-01    0.97811E-04    0.63658E-04    0.50456E-03
   361    0.20105E-01    0.96697E-04    0.63570E-04    0.48981E-03
   362    0.20123E-01    0.95644E-04    0.63498E-04    0.47457E-03
   363    0.20131E-01    0.94653E-04    0.63442E-04    0.45890E-03
   364    0.20129E-01    0.93720E-04    0.63401E-04    0.44282E-03
   365    0.20117E-01    0.92847E-04    0.63373E-04    0.42636E-03
   366    0.20096E-01    0.92032E-04    0.63359E-04    0.40956E-03
   367    0.20067E-01    0.91273E-04    0.63357E-04    0.39246E-03
   368    0.20028E-01    0.90570E-04    0.63367E-04    0.37508E-03
   369    0.19980E-01    0.89922E-04    0.63388E-04    0.35746E-03
   370    0.19925E-01    0.89328E-04    0.63420E-04    0.33964E-03
   371    0.19861E-01    0.88787E-04    0.63461E-04    0.32165E-03
   372    0.19788E-01    0.88298E-04    0.63511E-04    0.30352E-03
   373    0.19708E-01    0.87860E-04    0.63570E-04    0.28529E-03
   374    0.19621E-01    0.87471E-04    0.63635E-04    0.26699E-03
   375    0.19526E-01    0.87132E-04    0.63708E-04    0.24866E-03
   376    0.19424E-01    0.86841E-04    0.63786E-04    0.23032E-03
   377    0.19315E-01    0.86597E-04    0.63870E-04    0.21202E-03
   378    0.19199E-01    0.86399E-04    0.63958E-04    0.19379E-03
   379    0.19076E-01    0.86246E-04    0.64050E-04    0.17566E-03
   380    0.18948E-01    0.86138E-04    0.64146E-04    0.15766E-03
   381    0.18813E-01    0.86072E-04    0.64243E-04    0.13984E-03
   382    0.18672E-01    0.86049E-04    0.64342E-04    0.12222E-03
   383    0.18525E-01    0.86067E-04    0.64442E-04    0.10483E-03
   384    0.18373E-01    0.86125E-04    0.64542E-04    0.87719E-04
   385    0.18216E-01    0.86223E-04    0.64642E-04    0.70913E-04
   386    0.18053E-01    0.86359E-04    0.64740E-04    0.54447E-04
   387    0.17886E-01    0.86532E-04    0.64836E-04    0.38354E-04
   388    0.17714E-01    0.86741E-04    0.64930E-04    0.22670E-04
   389    0.17538E-01    0.86986E-04    0.65020E-04    0.74278E-05
   390    0.17357E-01    0.87265E-04    0.65106E-04   -0.73382E-05
   391    0.17172E-01    0.87578E-04    0.65186E-04   -0.21594E-04
   392    0.16984E-01    0.87923E-04    0.65261E-04   -0.35306E-04
