#    L    TT             EE             BB             TE          
   271    0.35246E-02    0.21449E-04    0.12745E-04   -0.10832E-03
   272    0.34314E-02    0.21563E-04    0.12679E-04   -0.10558E-03
   273    0.33391E-02    0.21672E-04    0.12612E-04   -0.10272E-03
   274    0.32478E-02    0.21776E-04    0.12542E-04   -0.99733E-04
   275    0.31576E-02    0.21874E-04    0.12469E-04   -0.96638E-04
   276    0.30686E-02    0.21968E-04    0.12395E-04   -0.93440E-04
   277    0.29807E-02    0.22055E-04    0.12318E-04   -0.90145E-04
   278    0.28942E-02    0.22137E-04    0.12239E-04   -0.86761E-04
   279    0.28091E-02    0.22213E-04    0.12159E-04   -0.83296E-04
   280    0.27255E-02    0.22282E-04    0.12076E-04   -0.79757E-04
   281    0.26434E-02    0.22345E-04    0.11992E-04   -0.76152E-04
   282    0.25630E-02    0.22402E-04    0.11906E-04   -0.72488E-04
   283    0.24843E-02    0.22451E-04    0.11819E-04   -0.68772E-04
   284    0.24075E-02    0.22494E-04    0.11731E-04   -0.65012E-04
   285    0.23325E-02    0.22529E-04    0.11641E-04   -0.61216E-04
   286    0.22596E-02    0.22557E-04    0.11549E-04   -0.57390E-04
   287    0.21887E-02    0.22577E-04    0.11457E-04   -0.53542E-04
   288    0.21199E-02    0.22589E-04    0.11364E-04   -0.49680E-04
   289    0.20534E-02    0.22593E-04    0.11270E-04   -0.45811E-04
   290    0.19892E-02    0.22589E-04    0.11175E-04   -0.41942E-04
   291    0.19274E-02    0.22577E-04    0.11079E-04   -0.38081E-04
   292    0.18681E-02    0.22556E-04    0.10983E-04   -0.34236E-04
   293    0.18113E-02    0.22526E-04    0.10886E-04   -0.30413E-04
   294    0.17572E-02    0.22487E-04    0.10789E-04   -0.26621E-04
   295    0.17058E-02    0.22439E-04    0.10691E-04   -0.22866E-04
   296    0.16573E-02    0.22381E-04    0.10593E-04   -0.19156E-04
   297    0.16116E-02    0.22314E-04    0.10495E-04   -0.15499E-04
   298    0.15689E-02    0.22237E-04    0.10397E-04   -0.11902E-04
   299    0.15293E-02    0.22150E-04    0.10299E-04   -0.83716E-05
   300    0.14928E-02    0.22053E-04    0.10202E-04   -0.49165E-05
   301    0.14595E-02    0.21945E-04    0.10104E-04   -0.15423E-05
   302    0.14293E-02    0.21827E-04    0.10007E-04    0.17495E-05
   303    0.14022E-02    0.21700E-04    0.99104E-05    0.49589E-05
   304    0.13781E-02    0.21563E-04    0.98141E-05    0.80860E-05
   305    0.13568E-02    0.21417E-04    0.97181E-05    0.11131E-04
   306    0.13383E-02    0.21263E-04    0.96227E-05    0.14093E-04
   307    0.13225E-02    0.21100E-04    0.95278E-05    0.16972E-04
   308    0.13093E-02    0.20929E-04    0.94335E-05    0.19769E-04
   309    0.12987E-02    0.20751E-04    0.93398E-05    0.22483E-04
   310    0.12904E-02    0.20565E-04    0.92467E-05    0.25114E-04
   311    0.12845E-02    0.20373E-04    0.91544E-05    0.27663E-04
   312    0.12808E-02    0.20174E-04    0.90628E-05    0.30129E-04
   313    0.12793E-02    0.19969E-04    0.89719E-05    0.32511E-04
   314    0.12798E-02    0.19758E-04    0.88819E-05    0.34811E-04
   315    0.12823E-02    0.19541E-04    0.87928E-05    0.37028E-04
   316    0.12867E-02    0.19319E-04    0.87046E-05    0.39161E-04
   317    0.12929E-02    0.19093E-04    0.86174E-05    0.41212E-04
   318    0.13008E-02    0.18862E-04    0.85312E-05    0.43179E-04
   319    0.13103E-02    0.18627E-04    0.84460E-05    0.45063E-04
   320    0.13214E-02    0.18389E-04    0.83619E-05    0.46863E-04
   321    0.13338E-02    0.18147E-04    0.82789E-05    0.48580E-04
   322    0.13477E-02    0.17902E-04    0.81971E-05    0.50214E-04
   323    0.13628E-02    0.17654E-04    0.81166E-05    0.51764E-04
   324    0.13790E-02    0.17404E-04    0.80373E-05    0.53231E-04
   325    0.13964E-02    0.17152E-04    0.79593E-05    0.54614E-04
   326    0.14147E-02    0.16899E-04    0.78826E-05    0.55913E-04
   327    0.14339E-02    0.16644E-04    0.78074E-05    0.57128E-04
   328    0.14540E-02    0.16388E-04    0.77335E-05    0.58260E-04
   329    0.14748E-02    0.16132E-04    0.76612E-05    0.59308E-04
   330    0.14962E-02    0.15876E-04    0.75903E-05    0.60272E-04
   331    0.15181E-02    0.15620E-04    0.75211E-05    0.61152E-04
   332    0.15405E-02    0.15364E-04    0.74534E-05    0.61948E-04
   333    0.15633E-02    0.15109E-04    0.73874E-05    0.62660E-04
   334    0.15863E-02    0.14856E-04    0.73231E-05    0.63287E-04
   335    0.16096E-02    0.14604E-04    0.72605E-05    0.63831E-04
   336    0.16329E-02    0.14354E-04    0.71996E-05    0.64290E-04
   337    0.16562E-02    0.14106E-04    0.71407E-05    0.64665E-04
   338    0.16795E-02    0.13861E-04    0.70835E-05    0.64955E-04
   339    0.17026E-02    0.13619E-04    0.70283E-05    0.65161E-04
   340    0.17254E-02    0.13381E-04    0.69750E-05    0.65283E-04
   341    0.17479E-02    0.13146E-04    0.69237E-05    0.65320E-04
   342    0.17699E-02    0.12915E-04    0.68745E-05    0.65272E-04
   343    0.17914E-02    0.12688E-04    0.68273E-05    0.65140E-04
   344    0.18123E-02    0.12467E-04    0.67823E-05    0.64923E-04
   345    0.18325E-02    0.12250E-04    0.67394E-05    0.64621E-04
   346    0.18519E-02    0.12039E-04    0.66987E-05    0.64234E-04
   347    0.18704E-02    0.11834E-04    0.66603E-05    0.63763E-04
   348    0.18879E-02    0.11634E-04    0.66242E-05    0.63206E-04
   349    0.19043E-02    0.11442E-04    0.65904E-05    0.62564E-04
   350    0.19196E-02    0.11256E-04    0.65590E-05    0.61838E-04
   351    0.19337E-02    0.11078E-04    0.65299E-05    0.61027E-04
   352    0.19465E-02    0.10906E-04    0.65033E-05    0.60134E-04
   353    0.19582E-02    0.10742E-04    0.64789E-05    0.59162E-04
   354    0.19686E-02    0.10585E-04    0.64567E-05    0.58116E-04
   355    0.19779E-02    0.10434E-04    0.64367E-05    0.56998E-04
   356    0.19861E-02    0.10290E-04    0.64187E-05    0.55812E-04
   357    0.19931E-02    0.10153E-04    0.64027E-05    0.54562E-04
   358    0.19991E-02    0.10023E-04    0.63886E-05    0.53250E-04
   359    0.20039E-02    0.98988E-05    0.63763E-05    0.51880E-04
   360    0.20078E-02    0.97811E-05    0.63658E-05    0.50456E-04
   361    0.20105E-02    0.96697E-05    0.63570E-05    0.48981E-04
   362    0.20123E-02    0.95644E-05    0.63498E-05    0.47457E-04
   363    0.20131E-02    0.94653E-05    0.63442E-05    0.45890E-04
   364    0.20129E-02    0.93720E-05    0.63401E-05    0.44282E-04
   365    0.20117E-02    0.92847E-05    0.63373E-05    0.42636E-04
   366    0.20096E-02    0.92032E-05    0.63359E-05    0.40956E-04
   367    0.20067E-02    0.91273E-05    0.63357E-05    0.39246E-04
   368    0.20028E-02    0.90570E-05    0.63367E-05    0.37508E-04
   369    0.19980E-02    0.89922E-05    0.63388E-05    0.35746E-04
   370    0.19925E-02    0.89328E-05    0.63420E-05    0.33964E-04
   371    0.19861E-02    0.88787E-05    0.63461E-05    0.32165E-04
   372    0.19788E-02    0.88298E-05    0.63511E-05    0.30352E-04
   373    0.19708E-02    0.87860E-05    0.63570E-05    0.28529E-04
   374    0.19621E-02    0.87471E-05    0.63635E-05    0.26699E-04
   375    0.19526E-02    0.87132E-05    0.63708E-05    0.24866E-04
   376    0.19424E-02    0.86841E-05    0.63786E-05    0.23032E-04
   377    0.19315E-02    0.86597E-05    0.63870E-05    0.21202E-04
   378    0.19199E-02    0.86399E-05    0.63958E-05    0.19379E-04
   379    0.19076E-02    0.86246E-05    0.64050E-05    0.17566E-04
   380    0.18948E-02    0.86138E-05    0.64146E-05    0.15766E-04
   381    0.18813E-02    0.86072E-05    0.64243E-05    0.13984E-04
   382    0.18672E-02    0.86049E-05    0.64342E-05    0.12222E-04
   383    0.18525E-02    0.86067E-05    0.64442E-05    0.10483E-04
   384    0.18373E-02    0.86125E-05    0.64542E-05    0.87719E-05
   385    0.18216E-02    0.86223E-05    0.64642E-05    0.70913E-05
