#    L    TT             EE             BB             TE             PP             TP             EP          
  2135    0.16544E+03    0.50373E+01    0.10506E-05    0.17461E+00    0.13383E-08    0.38482E-06    0.33056E-07
  2136    0.16454E+03    0.50691E+01    0.10488E-05    0.21085E+00    0.13370E-08    0.38220E-06    0.33443E-07
  2137    0.16364E+03    0.51012E+01    0.10471E-05    0.24416E+00    0.13357E-08    0.37958E-06    0.33825E-07
  2138    0.16275E+03    0.51335E+01    0.10454E-05    0.27435E+00    0.13344E-08    0.37697E-06    0.34202E-07
  2139    0.16186E+03    0.51658E+01    0.10437E-05    0.30152E+00    0.13331E-08    0.37436E-06    0.34574E-07
  2140    0.16097E+03    0.51983E+01    0.10420E-05    0.32569E+00    0.13317E-08    0.37176E-06    0.34940E-07
  2141    0.16009E+03    0.52307E+01    0.10403E-05    0.34674E+00    0.13304E-08    0.36916E-06    0.35301E-07
  2142    0.15920E+03    0.52634E+01    0.10386E-05    0.36485E+00    0.13291E-08    0.36656E-06    0.35656E-07
  2143    0.15832E+03    0.52960E+01    0.10369E-05    0.37988E+00    0.13278E-08    0.36397E-06    0.36005E-07
  2144    0.15744E+03    0.53287E+01    0.10352E-05    0.39209E+00    0.13265E-08    0.36139E-06    0.36350E-07
  2145    0.15657E+03    0.53614E+01    0.10335E-05    0.40113E+00    0.13252E-08    0.35881E-06    0.36688E-07
  2146    0.15570E+03    0.53941E+01    0.10318E-05    0.40737E+00    0.13239E-08    0.35624E-06    0.37022E-07
  2147    0.15483E+03    0.54267E+01    0.10301E-05    0.41064E+00    0.13226E-08    0.35368E-06    0.37349E-07
  2148    0.15398E+03    0.54594E+01    0.10284E-05    0.41099E+00    0.13213E-08    0.35112E-06    0.37671E-07
  2149    0.15313E+03    0.54920E+01    0.10267E-05    0.40849E+00    0.13200E-08    0.34856E-06    0.37987E-07
  2150    0.15227E+03    0.55244E+01    0.10250E-05    0.40313E+00    0.13187E-08    0.34602E-06    0.38298E-07
  2151    0.15143E+03    0.55568E+01    0.10234E-05    0.39492E+00    0.13174E-08    0.34348E-06    0.38603E-07
  2152    0.15059E+03    0.55890E+01    0.10217E-05    0.38393E+00    0.13161E-08    0.34095E-06    0.38903E-07
  2153    0.14975E+03    0.56211E+01    0.10200E-05    0.37011E+00    0.13148E-08    0.33843E-06    0.39196E-07
  2154    0.14892E+03    0.56530E+01    0.10183E-05    0.35353E+00    0.13136E-08    0.33592E-06    0.39484E-07
  2155    0.14810E+03    0.56847E+01    0.10167E-05    0.33421E+00    0.13123E-08    0.33341E-06    0.39767E-07
  2156    0.14728E+03    0.57163E+01    0.10150E-05    0.31217E+00    0.13110E-08    0.33091E-06    0.40043E-07
  2157    0.14647E+03    0.57476E+01    0.10133E-05    0.28744E+00    0.13097E-08    0.32842E-06    0.40315E-07
  2158    0.14567E+03    0.57788E+01    0.10116E-05    0.26003E+00    0.13084E-08    0.32594E-06    0.40580E-07
  2159    0.14487E+03    0.58098E+01    0.10100E-05    0.22999E+00    0.13071E-08    0.32346E-06    0.40840E-07
  2160    0.14407E+03    0.58405E+01    0.10083E-05    0.19734E+00    0.13059E-08    0.32100E-06    0.41094E-07
  2161    0.14328E+03    0.58709E+01    0.10067E-05    0.16210E+00    0.13046E-08    0.31854E-06    0.41343E-07
  2162    0.14250E+03    0.59012E+01    0.10050E-05    0.12431E+00    0.13033E-08    0.31610E-06    0.41586E-07
  2163    0.14173E+03    0.59311E+01    0.10033E-05    0.83992E-01    0.13020E-08    0.31366E-06    0.41824E-07
  2164    0.14096E+03    0.59607E+01    0.10017E-05    0.41185E-01    0.13008E-08    0.31123E-06    0.42056E-07
  2165    0.14020E+03    0.59902E+01    0.10000E-05   -0.40840E-02    0.12995E-08    0.30882E-06    0.42282E-07
  2166    0.13945E+03    0.60191E+01    0.99839E-06   -0.51786E-01    0.12982E-08    0.30641E-06    0.42503E-07
  2167    0.13869E+03    0.60478E+01    0.99675E-06   -0.10189E+00    0.12970E-08    0.30401E-06    0.42718E-07
  2168    0.13795E+03    0.60762E+01    0.99510E-06   -0.15435E+00    0.12957E-08    0.30162E-06    0.42928E-07
  2169    0.13722E+03    0.61042E+01    0.99346E-06   -0.20913E+00    0.12944E-08    0.29924E-06    0.43133E-07
  2170    0.13650E+03    0.61319E+01    0.99182E-06   -0.26618E+00    0.12932E-08    0.29688E-06    0.43331E-07
  2171    0.13578E+03    0.61591E+01    0.99019E-06   -0.32547E+00    0.12919E-08    0.29452E-06    0.43525E-07
  2172    0.13507E+03    0.61860E+01    0.98855E-06   -0.38696E+00    0.12907E-08    0.29218E-06    0.43712E-07
  2173    0.13437E+03    0.62124E+01    0.98692E-06   -0.45061E+00    0.12894E-08    0.28984E-06    0.43895E-07
  2174    0.13367E+03    0.62386E+01    0.98529E-06   -0.51636E+00    0.12882E-08    0.28752E-06    0.44072E-07
  2175    0.13298E+03    0.62642E+01    0.98367E-06   -0.58418E+00    0.12869E-08    0.28521E-06    0.44243E-07
  2176    0.13230E+03    0.62893E+01    0.98204E-06   -0.65403E+00    0.12857E-08    0.28291E-06    0.44409E-07
  2177    0.13164E+03    0.63141E+01    0.98042E-06   -0.72586E+00    0.12844E-08    0.28062E-06    0.44569E-07
  2178    0.13098E+03    0.63383E+01    0.97880E-06   -0.79962E+00    0.12832E-08    0.27834E-06    0.44724E-07
  2179    0.13032E+03    0.63621E+01    0.97719E-06   -0.87528E+00    0.12819E-08    0.27608E-06    0.44874E-07
  2180    0.12967E+03    0.63854E+01    0.97557E-06   -0.95278E+00    0.12807E-08    0.27382E-06    0.45018E-07
  2181    0.12904E+03    0.64082E+01    0.97396E-06   -0.10321E+01    0.12794E-08    0.27159E-06    0.45156E-07
  2182    0.12841E+03    0.64305E+01    0.97235E-06   -0.11132E+01    0.12782E-08    0.26936E-06    0.45290E-07
  2183    0.12778E+03    0.64523E+01    0.97075E-06   -0.11959E+01    0.12769E-08    0.26714E-06    0.45418E-07
  2184    0.12716E+03    0.64735E+01    0.96914E-06   -0.12803E+01    0.12757E-08    0.26494E-06    0.45540E-07
  2185    0.12656E+03    0.64942E+01    0.96754E-06   -0.13663E+01    0.12745E-08    0.26275E-06    0.45657E-07
  2186    0.12596E+03    0.65144E+01    0.96595E-06   -0.14538E+01    0.12732E-08    0.26058E-06    0.45769E-07
  2187    0.12538E+03    0.65339E+01    0.96435E-06   -0.15428E+01    0.12720E-08    0.25842E-06    0.45875E-07
  2188    0.12479E+03    0.65530E+01    0.96276E-06   -0.16333E+01    0.12708E-08    0.25627E-06    0.45976E-07
  2189    0.12423E+03    0.65714E+01    0.96117E-06   -0.17251E+01    0.12695E-08    0.25413E-06    0.46072E-07
  2190    0.12367E+03    0.65891E+01    0.95958E-06   -0.18182E+01    0.12683E-08    0.25201E-06    0.46162E-07
  2191    0.12312E+03    0.66064E+01    0.95800E-06   -0.19126E+01    0.12671E-08    0.24991E-06    0.46247E-07
  2192    0.12258E+03    0.66229E+01    0.95642E-06   -0.20083E+01    0.12659E-08    0.24782E-06    0.46326E-07
  2193    0.12204E+03    0.66388E+01    0.95484E-06   -0.21050E+01    0.12647E-08    0.24574E-06    0.46401E-07
  2194    0.12152E+03    0.66542E+01    0.95326E-06   -0.22029E+01    0.12634E-08    0.24368E-06    0.46470E-07
  2195    0.12100E+03    0.66689E+01    0.95169E-06   -0.23019E+01    0.12622E-08    0.24163E-06    0.46533E-07
  2196    0.12049E+03    0.66829E+01    0.95012E-06   -0.24019E+01    0.12610E-08    0.23960E-06    0.46592E-07
  2197    0.12000E+03    0.66963E+01    0.94855E-06   -0.25027E+01    0.12598E-08    0.23758E-06    0.46645E-07
  2198    0.11951E+03    0.67090E+01    0.94699E-06   -0.26044E+01    0.12586E-08    0.23558E-06    0.46692E-07
  2199    0.11902E+03    0.67210E+01    0.94543E-06   -0.27070E+01    0.12574E-08    0.23359E-06    0.46735E-07
  2200    0.11856E+03    0.67323E+01    0.94387E-06   -0.28103E+01    0.12561E-08    0.23162E-06    0.46772E-07
  2201    0.11810E+03    0.67431E+01    0.94231E-06   -0.29143E+01    0.12549E-08    0.22966E-06    0.46804E-07
  2202    0.11764E+03    0.67530E+01    0.94076E-06   -0.30191E+01    0.12537E-08    0.22772E-06    0.46831E-07
  2203    0.11721E+03    0.67623E+01    0.93921E-06   -0.31243E+01    0.12525E-08    0.22580E-06    0.46853E-07
  2204    0.11677E+03    0.67709E+01    0.93766E-06   -0.32301E+01    0.12513E-08    0.22389E-06    0.46869E-07
  2205    0.11635E+03    0.67787E+01    0.93612E-06   -0.33364E+01    0.12501E-08    0.22200E-06    0.46880E-07
  2206    0.11594E+03    0.67858E+01    0.93458E-06   -0.34432E+01    0.12489E-08    0.22013E-06    0.46886E-07
  2207    0.11553E+03    0.67923E+01    0.93304E-06   -0.35503E+01    0.12477E-08    0.21827E-06    0.46888E-07
  2208    0.11514E+03    0.67981E+01    0.93151E-06   -0.36578E+01    0.12465E-08    0.21642E-06    0.46884E-07
  2209    0.11475E+03    0.68030E+01    0.92997E-06   -0.37657E+01    0.12453E-08    0.21460E-06    0.46875E-07
  2210    0.11438E+03    0.68073E+01    0.92844E-06   -0.38740E+01    0.12441E-08    0.21279E-06    0.46861E-07
  2211    0.11401E+03    0.68109E+01    0.92692E-06   -0.39825E+01    0.12429E-08    0.21099E-06    0.46842E-07
  2212    0.11365E+03    0.68137E+01    0.92540E-06   -0.40914E+01    0.12417E-08    0.20922E-06    0.46819E-07
  2213    0.11330E+03    0.68158E+01    0.92388E-06   -0.42003E+01    0.12406E-08    0.20746E-06    0.46790E-07
  2214    0.11296E+03    0.68172E+01    0.92236E-06   -0.43092E+01    0.12394E-08    0.20571E-06    0.46757E-07
  2215    0.11263E+03    0.68180E+01    0.92084E-06   -0.44185E+01    0.12382E-08    0.20399E-06    0.46719E-07
  2216    0.11230E+03    0.68179E+01    0.91933E-06   -0.45276E+01    0.12370E-08    0.20228E-06    0.46676E-07
  2217    0.11199E+03    0.68171E+01    0.91783E-06   -0.46368E+01    0.12358E-08    0.20058E-06    0.46628E-07
  2218    0.11168E+03    0.68155E+01    0.91632E-06   -0.47460E+01    0.12346E-08    0.19891E-06    0.46576E-07
  2219    0.11139E+03    0.68133E+01    0.91482E-06   -0.48551E+01    0.12334E-08    0.19725E-06    0.46519E-07
  2220    0.11110E+03    0.68104E+01    0.91332E-06   -0.49641E+01    0.12323E-08    0.19560E-06    0.46457E-07
  2221    0.11081E+03    0.68067E+01    0.91182E-06   -0.50729E+01    0.12311E-08    0.19398E-06    0.46391E-07
  2222    0.11055E+03    0.68023E+01    0.91033E-06   -0.51814E+01    0.12299E-08    0.19237E-06    0.46320E-07
  2223    0.11029E+03    0.67971E+01    0.90884E-06   -0.52897E+01    0.12287E-08    0.19078E-06    0.46245E-07
  2224    0.11003E+03    0.67914E+01    0.90736E-06   -0.53977E+01    0.12276E-08    0.18921E-06    0.46165E-07
  2225    0.10978E+03    0.67848E+01    0.90587E-06   -0.55052E+01    0.12264E-08    0.18765E-06    0.46080E-07
  2226    0.10954E+03    0.67775E+01    0.90439E-06   -0.56124E+01    0.12252E-08    0.18611E-06    0.45992E-07
  2227    0.10931E+03    0.67695E+01    0.90292E-06   -0.57192E+01    0.12241E-08    0.18459E-06    0.45899E-07
  2228    0.10909E+03    0.67607E+01    0.90144E-06   -0.58255E+01    0.12229E-08    0.18308E-06    0.45801E-07
  2229    0.10888E+03    0.67513E+01    0.89997E-06   -0.59310E+01    0.12217E-08    0.18160E-06    0.45699E-07
  2230    0.10867E+03    0.67412E+01    0.89850E-06   -0.60362E+01    0.12206E-08    0.18013E-06    0.45593E-07
  2231    0.10848E+03    0.67304E+01    0.89704E-06   -0.61407E+01    0.12194E-08    0.17868E-06    0.45482E-07
  2232    0.10828E+03    0.67188E+01    0.89558E-06   -0.62445E+01    0.12182E-08    0.17724E-06    0.45368E-07
  2233    0.10810E+03    0.67066E+01    0.89412E-06   -0.63476E+01    0.12171E-08    0.17583E-06    0.45249E-07
  2234    0.10794E+03    0.66937E+01    0.89266E-06   -0.64499E+01    0.12159E-08    0.17443E-06    0.45125E-07
  2235    0.10778E+03    0.66802E+01    0.89121E-06   -0.65514E+01    0.12148E-08    0.17305E-06    0.44998E-07
  2236    0.10762E+03    0.66660E+01    0.88976E-06   -0.66520E+01    0.12136E-08    0.17169E-06    0.44867E-07
  2237    0.10747E+03    0.66510E+01    0.88832E-06   -0.67518E+01    0.12125E-08    0.17035E-06    0.44731E-07
  2238    0.10732E+03    0.66354E+01    0.88688E-06   -0.68509E+01    0.12113E-08    0.16902E-06    0.44592E-07
  2239    0.10718E+03    0.66192E+01    0.88544E-06   -0.69487E+01    0.12102E-08    0.16771E-06    0.44448E-07
  2240    0.10704E+03    0.66024E+01    0.88400E-06   -0.70454E+01    0.12090E-08    0.16642E-06    0.44301E-07
  2241    0.10691E+03    0.65848E+01    0.88257E-06   -0.71412E+01    0.12079E-08    0.16515E-06    0.44149E-07
  2242    0.10680E+03    0.65666E+01    0.88114E-06   -0.72358E+01    0.12067E-08    0.16390E-06    0.43994E-07
  2243    0.10671E+03    0.65478E+01    0.87972E-06   -0.73291E+01    0.12056E-08    0.16267E-06    0.43834E-07
  2244    0.10661E+03    0.65284E+01    0.87829E-06   -0.74214E+01    0.12044E-08    0.16145E-06    0.43671E-07
  2245    0.10651E+03    0.65082E+01    0.87688E-06   -0.75124E+01    0.12033E-08    0.16025E-06    0.43504E-07
  2246    0.10642E+03    0.64876E+01    0.87546E-06   -0.76022E+01    0.12022E-08    0.15908E-06    0.43333E-07
  2247    0.10634E+03    0.64663E+01    0.87405E-06   -0.76907E+01    0.12010E-08    0.15792E-06    0.43159E-07
  2248    0.10625E+03    0.64444E+01    0.87264E-06   -0.77779E+01    0.11999E-08    0.15677E-06    0.42980E-07
  2249    0.10618E+03    0.64220E+01    0.87123E-06   -0.78635E+01    0.11988E-08    0.15565E-06    0.42798E-07
  2250    0.10612E+03    0.63989E+01    0.86983E-06   -0.79478E+01    0.11976E-08    0.15455E-06    0.42613E-07
  2251    0.10605E+03    0.63754E+01    0.86843E-06   -0.80305E+01    0.11965E-08    0.15346E-06    0.42423E-07
  2252    0.10599E+03    0.63512E+01    0.86703E-06   -0.81119E+01    0.11954E-08    0.15240E-06    0.42231E-07
  2253    0.10594E+03    0.63265E+01    0.86564E-06   -0.81917E+01    0.11942E-08    0.15135E-06    0.42034E-07
  2254    0.10590E+03    0.63012E+01    0.86425E-06   -0.82699E+01    0.11931E-08    0.15032E-06    0.41834E-07
  2255    0.10586E+03    0.62755E+01    0.86287E-06   -0.83466E+01    0.11920E-08    0.14932E-06    0.41631E-07
  2256    0.10583E+03    0.62491E+01    0.86148E-06   -0.84217E+01    0.11909E-08    0.14833E-06    0.41424E-07
  2257    0.10580E+03    0.62223E+01    0.86010E-06   -0.84952E+01    0.11897E-08    0.14735E-06    0.41214E-07
  2258    0.10577E+03    0.61949E+01    0.85873E-06   -0.85671E+01    0.11886E-08    0.14640E-06    0.41000E-07
  2259    0.10576E+03    0.61670E+01    0.85735E-06   -0.86375E+01    0.11875E-08    0.14546E-06    0.40784E-07
  2260    0.10574E+03    0.61386E+01    0.85598E-06   -0.87061E+01    0.11864E-08    0.14455E-06    0.40563E-07
  2261    0.10573E+03    0.61096E+01    0.85462E-06   -0.87729E+01    0.11853E-08    0.14365E-06    0.40340E-07
  2262    0.10572E+03    0.60803E+01    0.85325E-06   -0.88380E+01    0.11841E-08    0.14277E-06    0.40114E-07
  2263    0.10572E+03    0.60505E+01    0.85189E-06   -0.89015E+01    0.11830E-08    0.14191E-06    0.39884E-07
  2264    0.10572E+03    0.60202E+01    0.85053E-06   -0.89630E+01    0.11819E-08    0.14107E-06    0.39651E-07
  2265    0.10571E+03    0.59895E+01    0.84918E-06   -0.90228E+01    0.11808E-08    0.14024E-06    0.39415E-07
  2266    0.10572E+03    0.59583E+01    0.84783E-06   -0.90809E+01    0.11797E-08    0.13943E-06    0.39177E-07
  2267    0.10574E+03    0.59267E+01    0.84648E-06   -0.91369E+01    0.11786E-08    0.13865E-06    0.38935E-07
  2268    0.10576E+03    0.58946E+01    0.84513E-06   -0.91916E+01    0.11775E-08    0.13788E-06    0.38690E-07
  2269    0.10577E+03    0.58621E+01    0.84379E-06   -0.92449E+01    0.11764E-08    0.13712E-06    0.38442E-07
  2270    0.10579E+03    0.58293E+01    0.84245E-06   -0.92960E+01    0.11753E-08    0.13639E-06    0.38192E-07
  2271    0.10582E+03    0.57961E+01    0.84111E-06   -0.93451E+01    0.11742E-08    0.13567E-06    0.37939E-07
  2272    0.10585E+03    0.57625E+01    0.83978E-06   -0.93921E+01    0.11731E-08    0.13497E-06    0.37682E-07
  2273    0.10588E+03    0.57284E+01    0.83844E-06   -0.94371E+01    0.11720E-08    0.13429E-06    0.37424E-07
  2274    0.10592E+03    0.56940E+01    0.83711E-06   -0.94808E+01    0.11709E-08    0.13363E-06    0.37162E-07
  2275    0.10595E+03    0.56593E+01    0.83579E-06   -0.95225E+01    0.11698E-08    0.13298E-06    0.36898E-07
  2276    0.10600E+03    0.56243E+01    0.83446E-06   -0.95615E+01    0.11687E-08    0.13235E-06    0.36631E-07
  2277    0.10605E+03    0.55889E+01    0.83314E-06   -0.95993E+01    0.11676E-08    0.13174E-06    0.36362E-07
  2278    0.10609E+03    0.55533E+01    0.83182E-06   -0.96358E+01    0.11665E-08    0.13115E-06    0.36090E-07
  2279    0.10614E+03    0.55173E+01    0.83051E-06   -0.96697E+01    0.11654E-08    0.13057E-06    0.35816E-07
  2280    0.10619E+03    0.54811E+01    0.82919E-06   -0.97024E+01    0.11643E-08    0.13002E-06    0.35539E-07
  2281    0.10624E+03    0.54444E+01    0.82788E-06   -0.97325E+01    0.11632E-08    0.12948E-06    0.35260E-07
  2282    0.10629E+03    0.54077E+01    0.82657E-06   -0.97607E+01    0.11622E-08    0.12895E-06    0.34978E-07
  2283    0.10634E+03    0.53706E+01    0.82527E-06   -0.97870E+01    0.11611E-08    0.12845E-06    0.34694E-07
  2284    0.10639E+03    0.53334E+01    0.82396E-06   -0.98107E+01    0.11600E-08    0.12796E-06    0.34408E-07
  2285    0.10645E+03    0.52960E+01    0.82266E-06   -0.98334E+01    0.11589E-08    0.12748E-06    0.34120E-07
  2286    0.10649E+03    0.52582E+01    0.82136E-06   -0.98542E+01    0.11578E-08    0.12703E-06    0.33829E-07
  2287    0.10654E+03    0.52204E+01    0.82007E-06   -0.98725E+01    0.11567E-08    0.12659E-06    0.33536E-07
  2288    0.10661E+03    0.51823E+01    0.81877E-06   -0.98890E+01    0.11557E-08    0.12617E-06    0.33241E-07
  2289    0.10666E+03    0.51441E+01    0.81748E-06   -0.99038E+01    0.11546E-08    0.12577E-06    0.32944E-07
  2290    0.10672E+03    0.51056E+01    0.81619E-06   -0.99160E+01    0.11535E-08    0.12538E-06    0.32645E-07
  2291    0.10679E+03    0.50671E+01    0.81491E-06   -0.99273E+01    0.11524E-08    0.12501E-06    0.32344E-07
  2292    0.10687E+03    0.50285E+01    0.81362E-06   -0.99361E+01    0.11514E-08    0.12466E-06    0.32041E-07
  2293    0.10693E+03    0.49897E+01    0.81234E-06   -0.99432E+01    0.11503E-08    0.12432E-06    0.31736E-07
  2294    0.10699E+03    0.49508E+01    0.81106E-06   -0.99480E+01    0.11492E-08    0.12400E-06    0.31429E-07
  2295    0.10706E+03    0.49117E+01    0.80978E-06   -0.99510E+01    0.11482E-08    0.12370E-06    0.31121E-07
  2296    0.10711E+03    0.48728E+01    0.80851E-06   -0.99517E+01    0.11471E-08    0.12341E-06    0.30810E-07
  2297    0.10717E+03    0.48337E+01    0.80723E-06   -0.99515E+01    0.11460E-08    0.12314E-06    0.30498E-07
  2298    0.10724E+03    0.47947E+01    0.80596E-06   -0.99489E+01    0.11450E-08    0.12289E-06    0.30184E-07
  2299    0.10729E+03    0.47556E+01    0.80469E-06   -0.99440E+01    0.11439E-08    0.12265E-06    0.29869E-07
  2300    0.10736E+03    0.47164E+01    0.80342E-06   -0.99375E+01    0.11428E-08    0.12243E-06    0.29552E-07
  2301    0.10740E+03    0.46772E+01    0.80216E-06   -0.99295E+01    0.11418E-08    0.12222E-06    0.29233E-07
  2302    0.10746E+03    0.46382E+01    0.80089E-06   -0.99199E+01    0.11407E-08    0.12204E-06    0.28912E-07
  2303    0.10752E+03    0.45990E+01    0.79963E-06   -0.99073E+01    0.11397E-08    0.12186E-06    0.28591E-07
  2304    0.10757E+03    0.45600E+01    0.79837E-06   -0.98932E+01    0.11386E-08    0.12171E-06    0.28267E-07
  2305    0.10762E+03    0.45210E+01    0.79712E-06   -0.98776E+01    0.11376E-08    0.12157E-06    0.27943E-07
  2306    0.10767E+03    0.44820E+01    0.79586E-06   -0.98598E+01    0.11365E-08    0.12144E-06    0.27616E-07
  2307    0.10770E+03    0.44431E+01    0.79461E-06   -0.98412E+01    0.11355E-08    0.12133E-06    0.27289E-07
  2308    0.10775E+03    0.44042E+01    0.79336E-06   -0.98197E+01    0.11344E-08    0.12124E-06    0.26960E-07
  2309    0.10781E+03    0.43654E+01    0.79211E-06   -0.97968E+01    0.11334E-08    0.12116E-06    0.26630E-07
  2310    0.10786E+03    0.43268E+01    0.79086E-06   -0.97717E+01    0.11323E-08    0.12110E-06    0.26299E-07
  2311    0.10789E+03    0.42882E+01    0.78961E-06   -0.97452E+01    0.11313E-08    0.12105E-06    0.25966E-07
  2312    0.10793E+03    0.42497E+01    0.78837E-06   -0.97173E+01    0.11302E-08    0.12102E-06    0.25633E-07
  2313    0.10797E+03    0.42114E+01    0.78713E-06   -0.96873E+01    0.11292E-08    0.12100E-06    0.25298E-07
  2314    0.10800E+03    0.41732E+01    0.78589E-06   -0.96551E+01    0.11281E-08    0.12100E-06    0.24962E-07
  2315    0.10803E+03    0.41351E+01    0.78465E-06   -0.96217E+01    0.11271E-08    0.12101E-06    0.24625E-07
  2316    0.10806E+03    0.40972E+01    0.78342E-06   -0.95868E+01    0.11261E-08    0.12103E-06    0.24288E-07
  2317    0.10809E+03    0.40595E+01    0.78218E-06   -0.95500E+01    0.11250E-08    0.12107E-06    0.23949E-07
  2318    0.10811E+03    0.40219E+01    0.78095E-06   -0.95125E+01    0.11240E-08    0.12113E-06    0.23609E-07
  2319    0.10813E+03    0.39845E+01    0.77972E-06   -0.94730E+01    0.11229E-08    0.12120E-06    0.23269E-07
  2320    0.10815E+03    0.39473E+01    0.77850E-06   -0.94315E+01    0.11219E-08    0.12128E-06    0.22927E-07
  2321    0.10818E+03    0.39103E+01    0.77727E-06   -0.93880E+01    0.11209E-08    0.12138E-06    0.22585E-07
  2322    0.10819E+03    0.38735E+01    0.77605E-06   -0.93433E+01    0.11198E-08    0.12149E-06    0.22242E-07
  2323    0.10819E+03    0.38369E+01    0.77483E-06   -0.92973E+01    0.11188E-08    0.12161E-06    0.21899E-07
  2324    0.10820E+03    0.38006E+01    0.77361E-06   -0.92501E+01    0.11178E-08    0.12175E-06    0.21555E-07
  2325    0.10820E+03    0.37645E+01    0.77239E-06   -0.92010E+01    0.11168E-08    0.12190E-06    0.21210E-07
  2326    0.10820E+03    0.37287E+01    0.77117E-06   -0.91514E+01    0.11157E-08    0.12207E-06    0.20865E-07
  2327    0.10820E+03    0.36929E+01    0.76996E-06   -0.90991E+01    0.11147E-08    0.12225E-06    0.20519E-07
  2328    0.10821E+03    0.36577E+01    0.76875E-06   -0.90457E+01    0.11137E-08    0.12244E-06    0.20172E-07
  2329    0.10821E+03    0.36226E+01    0.76754E-06   -0.89912E+01    0.11127E-08    0.12264E-06    0.19825E-07
  2330    0.10819E+03    0.35878E+01    0.76633E-06   -0.89355E+01    0.11116E-08    0.12286E-06    0.19478E-07
  2331    0.10817E+03    0.35533E+01    0.76513E-06   -0.88779E+01    0.11106E-08    0.12309E-06    0.19130E-07
  2332    0.10815E+03    0.35192E+01    0.76392E-06   -0.88200E+01    0.11096E-08    0.12333E-06    0.18782E-07
  2333    0.10813E+03    0.34853E+01    0.76272E-06   -0.87603E+01    0.11086E-08    0.12359E-06    0.18434E-07
  2334    0.10809E+03    0.34516E+01    0.76152E-06   -0.86995E+01    0.11076E-08    0.12385E-06    0.18085E-07
  2335    0.10805E+03    0.34184E+01    0.76033E-06   -0.86377E+01    0.11066E-08    0.12413E-06    0.17737E-07
  2336    0.10802E+03    0.33854E+01    0.75913E-06   -0.85748E+01    0.11055E-08    0.12443E-06    0.17388E-07
  2337    0.10798E+03    0.33529E+01    0.75794E-06   -0.85094E+01    0.11045E-08    0.12473E-06    0.17039E-07
  2338    0.10793E+03    0.33208E+01    0.75675E-06   -0.84445E+01    0.11035E-08    0.12505E-06    0.16690E-07
  2339    0.10788E+03    0.32889E+01    0.75556E-06   -0.83778E+01    0.11025E-08    0.12537E-06    0.16340E-07
  2340    0.10783E+03    0.32574E+01    0.75437E-06   -0.83087E+01    0.11015E-08    0.12571E-06    0.15991E-07
  2341    0.10778E+03    0.32263E+01    0.75318E-06   -0.82423E+01    0.11005E-08    0.12607E-06    0.15642E-07
  2342    0.10772E+03    0.31956E+01    0.75200E-06   -0.81728E+01    0.10995E-08    0.12643E-06    0.15293E-07
  2343    0.10765E+03    0.31653E+01    0.75082E-06   -0.81023E+01    0.10985E-08    0.12680E-06    0.14944E-07
  2344    0.10758E+03    0.31354E+01    0.74964E-06   -0.80308E+01    0.10975E-08    0.12719E-06    0.14595E-07
  2345    0.10751E+03    0.31059E+01    0.74846E-06   -0.79593E+01    0.10965E-08    0.12758E-06    0.14246E-07
  2346    0.10744E+03    0.30769E+01    0.74728E-06   -0.78868E+01    0.10955E-08    0.12799E-06    0.13898E-07
  2347    0.10737E+03    0.30483E+01    0.74611E-06   -0.78127E+01    0.10945E-08    0.12841E-06    0.13550E-07
  2348    0.10728E+03    0.30202E+01    0.74494E-06   -0.77392E+01    0.10935E-08    0.12884E-06    0.13202E-07
  2349    0.10720E+03    0.29924E+01    0.74377E-06   -0.76642E+01    0.10925E-08    0.12928E-06    0.12854E-07
  2350    0.10710E+03    0.29651E+01    0.74260E-06   -0.75890E+01    0.10915E-08    0.12973E-06    0.12507E-07
  2351    0.10699E+03    0.29382E+01    0.74143E-06   -0.75123E+01    0.10905E-08    0.13019E-06    0.12160E-07
  2352    0.10689E+03    0.29119E+01    0.74027E-06   -0.74347E+01    0.10895E-08    0.13066E-06    0.11814E-07
  2353    0.10678E+03    0.28859E+01    0.73911E-06   -0.73579E+01    0.10885E-08    0.13114E-06    0.11469E-07
  2354    0.10667E+03    0.28606E+01    0.73795E-06   -0.72802E+01    0.10875E-08    0.13163E-06    0.11123E-07
  2355    0.10655E+03    0.28356E+01    0.73679E-06   -0.72024E+01    0.10865E-08    0.13213E-06    0.10779E-07
  2356    0.10643E+03    0.28111E+01    0.73563E-06   -0.71231E+01    0.10856E-08    0.13264E-06    0.10435E-07
  2357    0.10630E+03    0.27871E+01    0.73448E-06   -0.70437E+01    0.10846E-08    0.13316E-06    0.10091E-07
  2358    0.10617E+03    0.27635E+01    0.73333E-06   -0.69650E+01    0.10836E-08    0.13369E-06    0.97485E-08
  2359    0.10603E+03    0.27404E+01    0.73218E-06   -0.68847E+01    0.10826E-08    0.13423E-06    0.94064E-08
  2360    0.10589E+03    0.27179E+01    0.73103E-06   -0.68044E+01    0.10816E-08    0.13478E-06    0.90650E-08
  2361    0.10575E+03    0.26958E+01    0.72988E-06   -0.67239E+01    0.10806E-08    0.13534E-06    0.87243E-08
  2362    0.10560E+03    0.26743E+01    0.72874E-06   -0.66427E+01    0.10797E-08    0.13590E-06    0.83844E-08
  2363    0.10545E+03    0.26532E+01    0.72759E-06   -0.65614E+01    0.10787E-08    0.13648E-06    0.80453E-08
