#    L    TT             EE             BB             TE             PP             TP             EP          
  4542    0.53734E+00    0.16198E-01    0.64286E-07   -0.25299E-01    0.24388E-09    0.33030E-07    0.20724E-09
  4543    0.53610E+00    0.16124E-01    0.64220E-07   -0.25153E-01    0.24375E-09    0.32992E-07    0.20888E-09
  4544    0.53484E+00    0.16051E-01    0.64154E-07   -0.25006E-01    0.24362E-09    0.32953E-07    0.21049E-09
  4545    0.53359E+00    0.15978E-01    0.64088E-07   -0.24857E-01    0.24349E-09    0.32915E-07    0.21208E-09
  4546    0.53233E+00    0.15906E-01    0.64022E-07   -0.24708E-01    0.24336E-09    0.32876E-07    0.21365E-09
  4547    0.53106E+00    0.15835E-01    0.63957E-07   -0.24556E-01    0.24323E-09    0.32838E-07    0.21519E-09
  4548    0.52980E+00    0.15762E-01    0.63891E-07   -0.24403E-01    0.24309E-09    0.32800E-07    0.21670E-09
  4549    0.52851E+00    0.15692E-01    0.63825E-07   -0.24250E-01    0.24296E-09    0.32761E-07    0.21820E-09
  4550    0.52722E+00    0.15620E-01    0.63760E-07   -0.24095E-01    0.24283E-09    0.32723E-07    0.21966E-09
  4551    0.52594E+00    0.15550E-01    0.63694E-07   -0.23938E-01    0.24270E-09    0.32684E-07    0.22110E-09
  4552    0.52463E+00    0.15481E-01    0.63629E-07   -0.23780E-01    0.24257E-09    0.32646E-07    0.22252E-09
  4553    0.52334E+00    0.15411E-01    0.63563E-07   -0.23622E-01    0.24244E-09    0.32608E-07    0.22391E-09
  4554    0.52202E+00    0.15342E-01    0.63498E-07   -0.23463E-01    0.24231E-09    0.32569E-07    0.22527E-09
  4555    0.52070E+00    0.15274E-01    0.63432E-07   -0.23301E-01    0.24218E-09    0.32531E-07    0.22661E-09
  4556    0.51938E+00    0.15205E-01    0.63367E-07   -0.23140E-01    0.24205E-09    0.32492E-07    0.22793E-09
  4557    0.51804E+00    0.15138E-01    0.63302E-07   -0.22977E-01    0.24192E-09    0.32454E-07    0.22921E-09
  4558    0.51671E+00    0.15071E-01    0.63236E-07   -0.22813E-01    0.24179E-09    0.32416E-07    0.23048E-09
  4559    0.51537E+00    0.15005E-01    0.63171E-07   -0.22648E-01    0.24166E-09    0.32377E-07    0.23172E-09
  4560    0.51402E+00    0.14939E-01    0.63106E-07   -0.22483E-01    0.24153E-09    0.32339E-07    0.23293E-09
  4561    0.51267E+00    0.14874E-01    0.63041E-07   -0.22316E-01    0.24140E-09    0.32301E-07    0.23412E-09
  4562    0.51130E+00    0.14809E-01    0.62975E-07   -0.22149E-01    0.24127E-09    0.32262E-07    0.23529E-09
  4563    0.50993E+00    0.14743E-01    0.62910E-07   -0.21982E-01    0.24114E-09    0.32224E-07    0.23642E-09
  4564    0.50856E+00    0.14680E-01    0.62845E-07   -0.21813E-01    0.24102E-09    0.32186E-07    0.23754E-09
  4565    0.50718E+00    0.14617E-01    0.62780E-07   -0.21643E-01    0.24089E-09    0.32148E-07    0.23863E-09
  4566    0.50580E+00    0.14556E-01    0.62715E-07   -0.21473E-01    0.24076E-09    0.32110E-07    0.23969E-09
  4567    0.50441E+00    0.14491E-01    0.62650E-07   -0.21303E-01    0.24063E-09    0.32071E-07    0.24073E-09
  4568    0.50301E+00    0.14430E-01    0.62586E-07   -0.21131E-01    0.24050E-09    0.32033E-07    0.24175E-09
  4569    0.50160E+00    0.14369E-01    0.62521E-07   -0.20960E-01    0.24037E-09    0.31995E-07    0.24274E-09
  4570    0.50019E+00    0.14308E-01    0.62456E-07   -0.20788E-01    0.24024E-09    0.31957E-07    0.24370E-09
  4571    0.49877E+00    0.14247E-01    0.62391E-07   -0.20615E-01    0.24011E-09    0.31919E-07    0.24465E-09
  4572    0.49736E+00    0.14187E-01    0.62326E-07   -0.20441E-01    0.23998E-09    0.31881E-07    0.24556E-09
  4573    0.49593E+00    0.14128E-01    0.62262E-07   -0.20269E-01    0.23986E-09    0.31843E-07    0.24645E-09
  4574    0.49449E+00    0.14070E-01    0.62197E-07   -0.20095E-01    0.23973E-09    0.31805E-07    0.24732E-09
  4575    0.49306E+00    0.14012E-01    0.62132E-07   -0.19920E-01    0.23960E-09    0.31767E-07    0.24816E-09
  4576    0.49163E+00    0.13954E-01    0.62068E-07   -0.19746E-01    0.23947E-09    0.31729E-07    0.24898E-09
  4577    0.49017E+00    0.13898E-01    0.62003E-07   -0.19571E-01    0.23934E-09    0.31692E-07    0.24978E-09
  4578    0.48872E+00    0.13842E-01    0.61939E-07   -0.19397E-01    0.23921E-09    0.31654E-07    0.25055E-09
  4579    0.48725E+00    0.13786E-01    0.61874E-07   -0.19222E-01    0.23909E-09    0.31616E-07    0.25129E-09
  4580    0.48579E+00    0.13731E-01    0.61810E-07   -0.19047E-01    0.23896E-09    0.31578E-07    0.25201E-09
  4581    0.48432E+00    0.13677E-01    0.61746E-07   -0.18873E-01    0.23883E-09    0.31541E-07    0.25271E-09
  4582    0.48285E+00    0.13623E-01    0.61681E-07   -0.18697E-01    0.23870E-09    0.31503E-07    0.25338E-09
  4583    0.48137E+00    0.13570E-01    0.61617E-07   -0.18523E-01    0.23858E-09    0.31466E-07    0.25403E-09
  4584    0.47988E+00    0.13518E-01    0.61553E-07   -0.18348E-01    0.23845E-09    0.31428E-07    0.25465E-09
  4585    0.47839E+00    0.13466E-01    0.61489E-07   -0.18174E-01    0.23832E-09    0.31391E-07    0.25525E-09
  4586    0.47691E+00    0.13415E-01    0.61424E-07   -0.18000E-01    0.23819E-09    0.31354E-07    0.25583E-09
  4587    0.47540E+00    0.13364E-01    0.61360E-07   -0.17827E-01    0.23807E-09    0.31316E-07    0.25638E-09
  4588    0.47391E+00    0.13313E-01    0.61296E-07   -0.17654E-01    0.23794E-09    0.31279E-07    0.25691E-09
  4589    0.47240E+00    0.13264E-01    0.61232E-07   -0.17480E-01    0.23781E-09    0.31242E-07    0.25741E-09
  4590    0.47089E+00    0.13215E-01    0.61168E-07   -0.17308E-01    0.23769E-09    0.31205E-07    0.25789E-09
  4591    0.46937E+00    0.13167E-01    0.61104E-07   -0.17136E-01    0.23756E-09    0.31168E-07    0.25834E-09
  4592    0.46786E+00    0.13119E-01    0.61040E-07   -0.16965E-01    0.23743E-09    0.31131E-07    0.25877E-09
  4593    0.46634E+00    0.13072E-01    0.60976E-07   -0.16794E-01    0.23730E-09    0.31094E-07    0.25918E-09
  4594    0.46481E+00    0.13026E-01    0.60913E-07   -0.16623E-01    0.23718E-09    0.31057E-07    0.25956E-09
  4595    0.46328E+00    0.12980E-01    0.60849E-07   -0.16454E-01    0.23705E-09    0.31020E-07    0.25992E-09
  4596    0.46176E+00    0.12935E-01    0.60785E-07   -0.16286E-01    0.23693E-09    0.30984E-07    0.26026E-09
  4597    0.46023E+00    0.12890E-01    0.60721E-07   -0.16117E-01    0.23680E-09    0.30947E-07    0.26057E-09
  4598    0.45869E+00    0.12846E-01    0.60658E-07   -0.15951E-01    0.23667E-09    0.30910E-07    0.26086E-09
  4599    0.45716E+00    0.12804E-01    0.60594E-07   -0.15784E-01    0.23655E-09    0.30874E-07    0.26112E-09
  4600    0.45561E+00    0.12762E-01    0.60530E-07   -0.15620E-01    0.23642E-09    0.30838E-07    0.26136E-09
  4601    0.45406E+00    0.12719E-01    0.60467E-07   -0.15456E-01    0.23629E-09    0.30801E-07    0.26158E-09
  4602    0.45250E+00    0.12677E-01    0.60403E-07   -0.15293E-01    0.23617E-09    0.30765E-07    0.26178E-09
  4603    0.45095E+00    0.12637E-01    0.60340E-07   -0.15131E-01    0.23604E-09    0.30729E-07    0.26195E-09
  4604    0.44939E+00    0.12597E-01    0.60276E-07   -0.14969E-01    0.23592E-09    0.30693E-07    0.26209E-09
  4605    0.44784E+00    0.12557E-01    0.60213E-07   -0.14810E-01    0.23579E-09    0.30657E-07    0.26222E-09
  4606    0.44628E+00    0.12518E-01    0.60150E-07   -0.14654E-01    0.23567E-09    0.30621E-07    0.26232E-09
  4607    0.44473E+00    0.12480E-01    0.60086E-07   -0.14495E-01    0.23554E-09    0.30585E-07    0.26239E-09
  4608    0.44317E+00    0.12442E-01    0.60023E-07   -0.14339E-01    0.23541E-09    0.30550E-07    0.26245E-09
  4609    0.44160E+00    0.12406E-01    0.59960E-07   -0.14184E-01    0.23529E-09    0.30514E-07    0.26248E-09
  4610    0.44004E+00    0.12369E-01    0.59897E-07   -0.14031E-01    0.23516E-09    0.30478E-07    0.26249E-09
  4611    0.43847E+00    0.12334E-01    0.59833E-07   -0.13878E-01    0.23504E-09    0.30443E-07    0.26248E-09
  4612    0.43690E+00    0.12299E-01    0.59770E-07   -0.13727E-01    0.23491E-09    0.30408E-07    0.26244E-09
  4613    0.43533E+00    0.12265E-01    0.59707E-07   -0.13578E-01    0.23479E-09    0.30372E-07    0.26239E-09
  4614    0.43375E+00    0.12231E-01    0.59644E-07   -0.13429E-01    0.23466E-09    0.30337E-07    0.26231E-09
  4615    0.43219E+00    0.12197E-01    0.59581E-07   -0.13282E-01    0.23454E-09    0.30302E-07    0.26220E-09
  4616    0.43061E+00    0.12165E-01    0.59518E-07   -0.13136E-01    0.23441E-09    0.30267E-07    0.26208E-09
  4617    0.42903E+00    0.12132E-01    0.59455E-07   -0.12992E-01    0.23429E-09    0.30232E-07    0.26194E-09
  4618    0.42747E+00    0.12101E-01    0.59393E-07   -0.12849E-01    0.23416E-09    0.30197E-07    0.26177E-09
  4619    0.42588E+00    0.12071E-01    0.59330E-07   -0.12708E-01    0.23404E-09    0.30163E-07    0.26158E-09
  4620    0.42431E+00    0.12040E-01    0.59267E-07   -0.12567E-01    0.23392E-09    0.30128E-07    0.26137E-09
  4621    0.42273E+00    0.12011E-01    0.59204E-07   -0.12429E-01    0.23379E-09    0.30094E-07    0.26114E-09
  4622    0.42116E+00    0.11981E-01    0.59141E-07   -0.12293E-01    0.23367E-09    0.30059E-07    0.26089E-09
  4623    0.41958E+00    0.11953E-01    0.59079E-07   -0.12157E-01    0.23354E-09    0.30025E-07    0.26061E-09
  4624    0.41801E+00    0.11924E-01    0.59016E-07   -0.12023E-01    0.23342E-09    0.29991E-07    0.26032E-09
  4625    0.41643E+00    0.11897E-01    0.58954E-07   -0.11892E-01    0.23330E-09    0.29957E-07    0.26001E-09
  4626    0.41485E+00    0.11870E-01    0.58891E-07   -0.11761E-01    0.23317E-09    0.29923E-07    0.25967E-09
  4627    0.41327E+00    0.11844E-01    0.58828E-07   -0.11631E-01    0.23305E-09    0.29889E-07    0.25931E-09
  4628    0.41170E+00    0.11817E-01    0.58766E-07   -0.11505E-01    0.23292E-09    0.29855E-07    0.25894E-09
  4629    0.41013E+00    0.11791E-01    0.58704E-07   -0.11379E-01    0.23280E-09    0.29822E-07    0.25854E-09
  4630    0.40856E+00    0.11767E-01    0.58641E-07   -0.11255E-01    0.23268E-09    0.29788E-07    0.25812E-09
  4631    0.40699E+00    0.11743E-01    0.58579E-07   -0.11132E-01    0.23255E-09    0.29755E-07    0.25769E-09
  4632    0.40541E+00    0.11719E-01    0.58517E-07   -0.11011E-01    0.23243E-09    0.29721E-07    0.25723E-09
  4633    0.40385E+00    0.11695E-01    0.58454E-07   -0.10893E-01    0.23231E-09    0.29688E-07    0.25675E-09
  4634    0.40228E+00    0.11672E-01    0.58392E-07   -0.10777E-01    0.23218E-09    0.29655E-07    0.25626E-09
  4635    0.40071E+00    0.11650E-01    0.58330E-07   -0.10660E-01    0.23206E-09    0.29622E-07    0.25574E-09
  4636    0.39915E+00    0.11628E-01    0.58268E-07   -0.10547E-01    0.23194E-09    0.29589E-07    0.25520E-09
  4637    0.39760E+00    0.11607E-01    0.58206E-07   -0.10436E-01    0.23181E-09    0.29556E-07    0.25465E-09
  4638    0.39603E+00    0.11586E-01    0.58143E-07   -0.10326E-01    0.23169E-09    0.29524E-07    0.25408E-09
  4639    0.39448E+00    0.11565E-01    0.58081E-07   -0.10218E-01    0.23157E-09    0.29491E-07    0.25348E-09
  4640    0.39292E+00    0.11544E-01    0.58019E-07   -0.10112E-01    0.23145E-09    0.29459E-07    0.25287E-09
  4641    0.39138E+00    0.11525E-01    0.57958E-07   -0.10008E-01    0.23132E-09    0.29426E-07    0.25224E-09
  4642    0.38983E+00    0.11505E-01    0.57896E-07   -0.99059E-02    0.23120E-09    0.29394E-07    0.25159E-09
  4643    0.38829E+00    0.11487E-01    0.57834E-07   -0.98048E-02    0.23108E-09    0.29362E-07    0.25092E-09
  4644    0.38674E+00    0.11468E-01    0.57772E-07   -0.97057E-02    0.23096E-09    0.29330E-07    0.25023E-09
  4645    0.38520E+00    0.11450E-01    0.57710E-07   -0.96093E-02    0.23083E-09    0.29298E-07    0.24953E-09
  4646    0.38367E+00    0.11432E-01    0.57648E-07   -0.95157E-02    0.23071E-09    0.29267E-07    0.24880E-09
  4647    0.38214E+00    0.11415E-01    0.57587E-07   -0.94232E-02    0.23059E-09    0.29235E-07    0.24806E-09
  4648    0.38061E+00    0.11398E-01    0.57525E-07   -0.93326E-02    0.23047E-09    0.29204E-07    0.24730E-09
  4649    0.37910E+00    0.11382E-01    0.57463E-07   -0.92433E-02    0.23035E-09    0.29172E-07    0.24652E-09
  4650    0.37758E+00    0.11365E-01    0.57402E-07   -0.91572E-02    0.23022E-09    0.29141E-07    0.24573E-09
  4651    0.37607E+00    0.11350E-01    0.57340E-07   -0.90724E-02    0.23010E-09    0.29110E-07    0.24491E-09
  4652    0.37456E+00    0.11333E-01    0.57279E-07   -0.89901E-02    0.22998E-09    0.29079E-07    0.24408E-09
  4653    0.37305E+00    0.11319E-01    0.57217E-07   -0.89096E-02    0.22986E-09    0.29049E-07    0.24323E-09
  4654    0.37156E+00    0.11304E-01    0.57156E-07   -0.88309E-02    0.22974E-09    0.29018E-07    0.24237E-09
  4655    0.37007E+00    0.11289E-01    0.57094E-07   -0.87547E-02    0.22962E-09    0.28987E-07    0.24148E-09
  4656    0.36858E+00    0.11274E-01    0.57033E-07   -0.86803E-02    0.22949E-09    0.28957E-07    0.24058E-09
  4657    0.36710E+00    0.11260E-01    0.56971E-07   -0.86090E-02    0.22937E-09    0.28927E-07    0.23967E-09
  4658    0.36563E+00    0.11246E-01    0.56910E-07   -0.85387E-02    0.22925E-09    0.28897E-07    0.23874E-09
  4659    0.36416E+00    0.11233E-01    0.56849E-07   -0.84700E-02    0.22913E-09    0.28867E-07    0.23779E-09
  4660    0.36269E+00    0.11219E-01    0.56788E-07   -0.84044E-02    0.22901E-09    0.28837E-07    0.23682E-09
  4661    0.36123E+00    0.11205E-01    0.56726E-07   -0.83404E-02    0.22889E-09    0.28807E-07    0.23584E-09
  4662    0.35977E+00    0.11193E-01    0.56665E-07   -0.82787E-02    0.22877E-09    0.28777E-07    0.23484E-09
  4663    0.35833E+00    0.11181E-01    0.56604E-07   -0.82178E-02    0.22865E-09    0.28748E-07    0.23383E-09
  4664    0.35687E+00    0.11168E-01    0.56543E-07   -0.81599E-02    0.22853E-09    0.28719E-07    0.23280E-09
  4665    0.35545E+00    0.11156E-01    0.56482E-07   -0.81041E-02    0.22840E-09    0.28689E-07    0.23176E-09
  4666    0.35402E+00    0.11144E-01    0.56421E-07   -0.80498E-02    0.22828E-09    0.28660E-07    0.23070E-09
  4667    0.35259E+00    0.11133E-01    0.56360E-07   -0.79984E-02    0.22816E-09    0.28631E-07    0.22962E-09
  4668    0.35118E+00    0.11121E-01    0.56299E-07   -0.79484E-02    0.22804E-09    0.28603E-07    0.22854E-09
  4669    0.34976E+00    0.11110E-01    0.56238E-07   -0.78998E-02    0.22792E-09    0.28574E-07    0.22743E-09
  4670    0.34836E+00    0.11099E-01    0.56178E-07   -0.78532E-02    0.22780E-09    0.28545E-07    0.22632E-09
  4671    0.34695E+00    0.11088E-01    0.56117E-07   -0.78094E-02    0.22768E-09    0.28517E-07    0.22518E-09
  4672    0.34556E+00    0.11078E-01    0.56056E-07   -0.77668E-02    0.22756E-09    0.28489E-07    0.22404E-09
  4673    0.34417E+00    0.11067E-01    0.55995E-07   -0.77255E-02    0.22744E-09    0.28461E-07    0.22288E-09
  4674    0.34280E+00    0.11058E-01    0.55935E-07   -0.76877E-02    0.22732E-09    0.28433E-07    0.22170E-09
  4675    0.34142E+00    0.11047E-01    0.55874E-07   -0.76510E-02    0.22720E-09    0.28405E-07    0.22052E-09
  4676    0.34006E+00    0.11037E-01    0.55813E-07   -0.76162E-02    0.22708E-09    0.28377E-07    0.21931E-09
  4677    0.33869E+00    0.11027E-01    0.55753E-07   -0.75832E-02    0.22696E-09    0.28350E-07    0.21810E-09
  4678    0.33734E+00    0.11018E-01    0.55692E-07   -0.75514E-02    0.22684E-09    0.28323E-07    0.21687E-09
  4679    0.33599E+00    0.11008E-01    0.55632E-07   -0.75235E-02    0.22672E-09    0.28295E-07    0.21563E-09
  4680    0.33466E+00    0.10999E-01    0.55571E-07   -0.74960E-02    0.22660E-09    0.28268E-07    0.21438E-09
  4681    0.33333E+00    0.10990E-01    0.55511E-07   -0.74695E-02    0.22649E-09    0.28241E-07    0.21311E-09
  4682    0.33201E+00    0.10980E-01    0.55451E-07   -0.74462E-02    0.22637E-09    0.28215E-07    0.21184E-09
  4683    0.33069E+00    0.10971E-01    0.55390E-07   -0.74245E-02    0.22625E-09    0.28188E-07    0.21055E-09
  4684    0.32938E+00    0.10963E-01    0.55330E-07   -0.74045E-02    0.22613E-09    0.28162E-07    0.20924E-09
  4685    0.32808E+00    0.10953E-01    0.55270E-07   -0.73855E-02    0.22601E-09    0.28135E-07    0.20793E-09
  4686    0.32680E+00    0.10944E-01    0.55210E-07   -0.73694E-02    0.22589E-09    0.28109E-07    0.20660E-09
  4687    0.32551E+00    0.10935E-01    0.55150E-07   -0.73543E-02    0.22577E-09    0.28083E-07    0.20526E-09
  4688    0.32424E+00    0.10926E-01    0.55089E-07   -0.73406E-02    0.22565E-09    0.28057E-07    0.20392E-09
  4689    0.32297E+00    0.10918E-01    0.55029E-07   -0.73300E-02    0.22553E-09    0.28032E-07    0.20255E-09
  4690    0.32171E+00    0.10909E-01    0.54969E-07   -0.73194E-02    0.22542E-09    0.28006E-07    0.20118E-09
  4691    0.32045E+00    0.10900E-01    0.54909E-07   -0.73109E-02    0.22530E-09    0.27981E-07    0.19980E-09
  4692    0.31921E+00    0.10890E-01    0.54849E-07   -0.73039E-02    0.22518E-09    0.27955E-07    0.19841E-09
  4693    0.31797E+00    0.10882E-01    0.54789E-07   -0.72990E-02    0.22506E-09    0.27930E-07    0.19700E-09
  4694    0.31675E+00    0.10872E-01    0.54730E-07   -0.72948E-02    0.22494E-09    0.27905E-07    0.19559E-09
  4695    0.31553E+00    0.10863E-01    0.54670E-07   -0.72926E-02    0.22482E-09    0.27881E-07    0.19417E-09
  4696    0.31432E+00    0.10855E-01    0.54610E-07   -0.72918E-02    0.22471E-09    0.27856E-07    0.19273E-09
  4697    0.31312E+00    0.10845E-01    0.54550E-07   -0.72929E-02    0.22459E-09    0.27832E-07    0.19129E-09
  4698    0.31192E+00    0.10837E-01    0.54490E-07   -0.72946E-02    0.22447E-09    0.27807E-07    0.18983E-09
  4699    0.31074E+00    0.10828E-01    0.54431E-07   -0.72983E-02    0.22435E-09    0.27783E-07    0.18837E-09
  4700    0.30957E+00    0.10818E-01    0.54371E-07   -0.73038E-02    0.22423E-09    0.27759E-07    0.18690E-09
  4701    0.30840E+00    0.10809E-01    0.54311E-07   -0.73106E-02    0.22412E-09    0.27735E-07    0.18541E-09
  4702    0.30725E+00    0.10799E-01    0.54252E-07   -0.73185E-02    0.22400E-09    0.27712E-07    0.18392E-09
  4703    0.30610E+00    0.10790E-01    0.54192E-07   -0.73275E-02    0.22388E-09    0.27688E-07    0.18242E-09
  4704    0.30496E+00    0.10780E-01    0.54133E-07   -0.73376E-02    0.22376E-09    0.27665E-07    0.18091E-09
  4705    0.30383E+00    0.10771E-01    0.54074E-07   -0.73496E-02    0.22365E-09    0.27642E-07    0.17940E-09
  4706    0.30271E+00    0.10761E-01    0.54014E-07   -0.73626E-02    0.22353E-09    0.27618E-07    0.17787E-09
  4707    0.30161E+00    0.10751E-01    0.53955E-07   -0.73760E-02    0.22341E-09    0.27596E-07    0.17634E-09
  4708    0.30050E+00    0.10740E-01    0.53895E-07   -0.73919E-02    0.22329E-09    0.27573E-07    0.17479E-09
  4709    0.29941E+00    0.10730E-01    0.53836E-07   -0.74081E-02    0.22318E-09    0.27550E-07    0.17325E-09
  4710    0.29834E+00    0.10720E-01    0.53777E-07   -0.74261E-02    0.22306E-09    0.27528E-07    0.17169E-09
  4711    0.29725E+00    0.10708E-01    0.53718E-07   -0.74450E-02    0.22294E-09    0.27506E-07    0.17012E-09
  4712    0.29619E+00    0.10698E-01    0.53659E-07   -0.74657E-02    0.22283E-09    0.27483E-07    0.16855E-09
  4713    0.29515E+00    0.10687E-01    0.53599E-07   -0.74866E-02    0.22271E-09    0.27462E-07    0.16697E-09
  4714    0.29409E+00    0.10676E-01    0.53540E-07   -0.75091E-02    0.22259E-09    0.27440E-07    0.16539E-09
  4715    0.29306E+00    0.10665E-01    0.53481E-07   -0.75326E-02    0.22248E-09    0.27418E-07    0.16380E-09
  4716    0.29202E+00    0.10653E-01    0.53422E-07   -0.75578E-02    0.22236E-09    0.27397E-07    0.16220E-09
  4717    0.29101E+00    0.10642E-01    0.53363E-07   -0.75831E-02    0.22224E-09    0.27375E-07    0.16059E-09
  4718    0.29000E+00    0.10630E-01    0.53305E-07   -0.76093E-02    0.22213E-09    0.27354E-07    0.15898E-09
  4719    0.28900E+00    0.10618E-01    0.53246E-07   -0.76371E-02    0.22201E-09    0.27333E-07    0.15737E-09
  4720    0.28801E+00    0.10607E-01    0.53187E-07   -0.76657E-02    0.22189E-09    0.27312E-07    0.15574E-09
  4721    0.28703E+00    0.10594E-01    0.53128E-07   -0.76952E-02    0.22178E-09    0.27291E-07    0.15412E-09
  4722    0.28606E+00    0.10582E-01    0.53069E-07   -0.77262E-02    0.22166E-09    0.27271E-07    0.15248E-09
  4723    0.28510E+00    0.10569E-01    0.53011E-07   -0.77573E-02    0.22155E-09    0.27250E-07    0.15084E-09
  4724    0.28413E+00    0.10556E-01    0.52952E-07   -0.77899E-02    0.22143E-09    0.27230E-07    0.14920E-09
  4725    0.28320E+00    0.10543E-01    0.52893E-07   -0.78221E-02    0.22131E-09    0.27209E-07    0.14755E-09
  4726    0.28225E+00    0.10529E-01    0.52835E-07   -0.78560E-02    0.22120E-09    0.27189E-07    0.14590E-09
  4727    0.28133E+00    0.10516E-01    0.52776E-07   -0.78900E-02    0.22108E-09    0.27170E-07    0.14424E-09
  4728    0.28042E+00    0.10503E-01    0.52718E-07   -0.79254E-02    0.22097E-09    0.27150E-07    0.14258E-09
  4729    0.27951E+00    0.10489E-01    0.52659E-07   -0.79619E-02    0.22085E-09    0.27130E-07    0.14092E-09
  4730    0.27861E+00    0.10475E-01    0.52601E-07   -0.79990E-02    0.22074E-09    0.27111E-07    0.13925E-09
  4731    0.27772E+00    0.10460E-01    0.52542E-07   -0.80357E-02    0.22062E-09    0.27091E-07    0.13757E-09
  4732    0.27684E+00    0.10446E-01    0.52484E-07   -0.80737E-02    0.22050E-09    0.27072E-07    0.13590E-09
  4733    0.27596E+00    0.10431E-01    0.52426E-07   -0.81121E-02    0.22039E-09    0.27053E-07    0.13422E-09
  4734    0.27510E+00    0.10416E-01    0.52368E-07   -0.81511E-02    0.22027E-09    0.27034E-07    0.13253E-09
  4735    0.27425E+00    0.10401E-01    0.52309E-07   -0.81903E-02    0.22016E-09    0.27015E-07    0.13085E-09
  4736    0.27341E+00    0.10386E-01    0.52251E-07   -0.82301E-02    0.22004E-09    0.26996E-07    0.12916E-09
  4737    0.27257E+00    0.10371E-01    0.52193E-07   -0.82709E-02    0.21993E-09    0.26978E-07    0.12747E-09
  4738    0.27174E+00    0.10354E-01    0.52135E-07   -0.83116E-02    0.21981E-09    0.26960E-07    0.12577E-09
  4739    0.27093E+00    0.10338E-01    0.52077E-07   -0.83531E-02    0.21970E-09    0.26941E-07    0.12408E-09
  4740    0.27011E+00    0.10323E-01    0.52019E-07   -0.83942E-02    0.21958E-09    0.26923E-07    0.12238E-09
  4741    0.26932E+00    0.10304E-01    0.51961E-07   -0.84364E-02    0.21947E-09    0.26905E-07    0.12068E-09
  4742    0.26852E+00    0.10287E-01    0.51903E-07   -0.84788E-02    0.21936E-09    0.26887E-07    0.11898E-09
  4743    0.26774E+00    0.10270E-01    0.51845E-07   -0.85215E-02    0.21924E-09    0.26869E-07    0.11727E-09
  4744    0.26696E+00    0.10252E-01    0.51787E-07   -0.85638E-02    0.21913E-09    0.26852E-07    0.11557E-09
  4745    0.26619E+00    0.10235E-01    0.51730E-07   -0.86069E-02    0.21901E-09    0.26834E-07    0.11386E-09
  4746    0.26543E+00    0.10217E-01    0.51672E-07   -0.86503E-02    0.21890E-09    0.26817E-07    0.11216E-09
  4747    0.26469E+00    0.10198E-01    0.51614E-07   -0.86929E-02    0.21878E-09    0.26800E-07    0.11045E-09
  4748    0.26395E+00    0.10180E-01    0.51557E-07   -0.87365E-02    0.21867E-09    0.26783E-07    0.10874E-09
  4749    0.26320E+00    0.10161E-01    0.51499E-07   -0.87796E-02    0.21856E-09    0.26766E-07    0.10703E-09
  4750    0.26248E+00    0.10143E-01    0.51441E-07   -0.88228E-02    0.21844E-09    0.26749E-07    0.10533E-09
  4751    0.26177E+00    0.10123E-01    0.51384E-07   -0.88659E-02    0.21833E-09    0.26732E-07    0.10362E-09
  4752    0.26105E+00    0.10103E-01    0.51326E-07   -0.89090E-02    0.21821E-09    0.26715E-07    0.10191E-09
  4753    0.26036E+00    0.10083E-01    0.51269E-07   -0.89520E-02    0.21810E-09    0.26699E-07    0.10020E-09
  4754    0.25967E+00    0.10062E-01    0.51211E-07   -0.89949E-02    0.21799E-09    0.26683E-07    0.98493E-10
  4755    0.25898E+00    0.10042E-01    0.51154E-07   -0.90378E-02    0.21787E-09    0.26666E-07    0.96787E-10
  4756    0.25830E+00    0.10021E-01    0.51097E-07   -0.90806E-02    0.21776E-09    0.26650E-07    0.95081E-10
  4757    0.25763E+00    0.99994E-02    0.51040E-07   -0.91229E-02    0.21765E-09    0.26634E-07    0.93376E-10
  4758    0.25697E+00    0.99785E-02    0.50982E-07   -0.91653E-02    0.21753E-09    0.26618E-07    0.91672E-10
  4759    0.25631E+00    0.99560E-02    0.50925E-07   -0.92075E-02    0.21742E-09    0.26603E-07    0.89970E-10
  4760    0.25566E+00    0.99348E-02    0.50868E-07   -0.92495E-02    0.21731E-09    0.26587E-07    0.88270E-10
  4761    0.25502E+00    0.99127E-02    0.50811E-07   -0.92911E-02    0.21719E-09    0.26571E-07    0.86571E-10
  4762    0.25439E+00    0.98897E-02    0.50754E-07   -0.93324E-02    0.21708E-09    0.26556E-07    0.84874E-10
  4763    0.25377E+00    0.98673E-02    0.50697E-07   -0.93746E-02    0.21697E-09    0.26541E-07    0.83180E-10
  4764    0.25316E+00    0.98440E-02    0.50640E-07   -0.94153E-02    0.21685E-09    0.26526E-07    0.81487E-10
  4765    0.25255E+00    0.98206E-02    0.50583E-07   -0.94556E-02    0.21674E-09    0.26511E-07    0.79798E-10
  4766    0.25195E+00    0.97971E-02    0.50526E-07   -0.94964E-02    0.21663E-09    0.26496E-07    0.78110E-10
  4767    0.25136E+00    0.97727E-02    0.50469E-07   -0.95369E-02    0.21652E-09    0.26481E-07    0.76426E-10
  4768    0.25078E+00    0.97481E-02    0.50412E-07   -0.95762E-02    0.21640E-09    0.26466E-07    0.74745E-10
  4769    0.25020E+00    0.97243E-02    0.50355E-07   -0.96161E-02    0.21629E-09    0.26451E-07    0.73067E-10
  4770    0.24962E+00    0.96995E-02    0.50299E-07   -0.96557E-02    0.21618E-09    0.26437E-07    0.71392E-10
