#    L    TT             EE             BB             TE          
   277    0.14904E+00    0.11028E-02    0.61590E-03   -0.45072E-02
   278    0.14471E+00    0.11069E-02    0.61196E-03   -0.43381E-02
   279    0.14045E+00    0.11106E-02    0.60793E-03   -0.41648E-02
   280    0.13627E+00    0.11141E-02    0.60381E-03   -0.39879E-02
   281    0.13217E+00    0.11173E-02    0.59961E-03   -0.38076E-02
   282    0.12815E+00    0.11201E-02    0.59532E-03   -0.36244E-02
   283    0.12422E+00    0.11226E-02    0.59096E-03   -0.34386E-02
   284    0.12037E+00    0.11247E-02    0.58653E-03   -0.32506E-02
   285    0.11663E+00    0.11264E-02    0.58203E-03   -0.30608E-02
   286    0.11298E+00    0.11278E-02    0.57747E-03   -0.28695E-02
   287    0.10943E+00    0.11288E-02    0.57286E-03   -0.26771E-02
   288    0.10600E+00    0.11295E-02    0.56820E-03   -0.24840E-02
   289    0.10267E+00    0.11297E-02    0.56349E-03   -0.22905E-02
   290    0.99460E-01    0.11295E-02    0.55874E-03   -0.20971E-02
   291    0.96370E-01    0.11288E-02    0.55395E-03   -0.19041E-02
   292    0.93404E-01    0.11278E-02    0.54914E-03   -0.17118E-02
   293    0.90566E-01    0.11263E-02    0.54430E-03   -0.15207E-02
   294    0.87860E-01    0.11244E-02    0.53943E-03   -0.13310E-02
   295    0.85291E-01    0.11219E-02    0.53455E-03   -0.11433E-02
   296    0.82863E-01    0.11191E-02    0.52966E-03   -0.95781E-03
   297    0.80579E-01    0.11157E-02    0.52477E-03   -0.77494E-03
   298    0.78445E-01    0.11119E-02    0.51987E-03   -0.59508E-03
   299    0.76463E-01    0.11075E-02    0.51497E-03   -0.41858E-03
   300    0.74639E-01    0.11026E-02    0.51009E-03   -0.24582E-03
   301    0.72975E-01    0.10973E-02    0.50522E-03   -0.77117E-04
   302    0.71467E-01    0.10914E-02    0.50036E-03    0.87474E-04
   303    0.70112E-01    0.10850E-02    0.49552E-03    0.24795E-03
   304    0.68905E-01    0.10782E-02    0.49070E-03    0.40430E-03
   305    0.67842E-01    0.10709E-02    0.48591E-03    0.55653E-03
   306    0.66917E-01    0.10631E-02    0.48114E-03    0.70463E-03
   307    0.66127E-01    0.10550E-02    0.47639E-03    0.84860E-03
   308    0.65467E-01    0.10465E-02    0.47167E-03    0.98844E-03
   309    0.64933E-01    0.10375E-02    0.46699E-03    0.11241E-02
   310    0.64520E-01    0.10283E-02    0.46234E-03    0.12557E-02
   311    0.64224E-01    0.10186E-02    0.45772E-03    0.13831E-02
   312    0.64039E-01    0.10087E-02    0.45314E-03    0.15064E-02
   313    0.63963E-01    0.99843E-03    0.44860E-03    0.16256E-02
   314    0.63990E-01    0.98788E-03    0.44410E-03    0.17405E-02
   315    0.64115E-01    0.97705E-03    0.43964E-03    0.18514E-02
   316    0.64335E-01    0.96597E-03    0.43523E-03    0.19581E-02
   317    0.64644E-01    0.95465E-03    0.43087E-03    0.20606E-02
   318    0.65039E-01    0.94310E-03    0.42656E-03    0.21589E-02
   319    0.65515E-01    0.93136E-03    0.42230E-03    0.22531E-02
   320    0.66068E-01    0.91943E-03    0.41809E-03    0.23432E-02
   321    0.66692E-01    0.90733E-03    0.41395E-03    0.24290E-02
   322    0.67383E-01    0.89508E-03    0.40986E-03    0.25107E-02
   323    0.68138E-01    0.88270E-03    0.40583E-03    0.25882E-02
   324    0.68951E-01    0.87020E-03    0.40186E-03    0.26615E-02
   325    0.69818E-01    0.85760E-03    0.39796E-03    0.27307E-02
   326    0.70735E-01    0.84493E-03    0.39413E-03    0.27956E-02
   327    0.71697E-01    0.83219E-03    0.39037E-03    0.28564E-02
   328    0.72700E-01    0.81941E-03    0.38668E-03    0.29130E-02
   329    0.73738E-01    0.80661E-03    0.38306E-03    0.29654E-02
   330    0.74809E-01    0.79379E-03    0.37952E-03    0.30136E-02
   331    0.75906E-01    0.78098E-03    0.37605E-03    0.30576E-02
   332    0.77026E-01    0.76820E-03    0.37267E-03    0.30974E-02
