#    L    TT             EE             BB             TE             PP             TP             EP          
  1170    0.11241E+04    0.13434E+02    0.65621E-04   -0.78885E+00    0.44480E-08    0.12764E-06   -0.61489E-07
  1171    0.11199E+04    0.13570E+02    0.65510E-04   -0.10102E+00    0.44408E-08    0.13901E-06   -0.66150E-07
  1172    0.11157E+04    0.13710E+02    0.65400E-04    0.57127E+00    0.44336E-08    0.15050E-06   -0.70785E-07
  1173    0.11115E+04    0.13854E+02    0.65290E-04    0.12281E+01    0.44265E-08    0.16211E-06   -0.75394E-07
  1174    0.11072E+04    0.14001E+02    0.65181E-04    0.18685E+01    0.44193E-08    0.17385E-06   -0.79977E-07
  1175    0.11028E+04    0.14152E+02    0.65071E-04    0.24925E+01    0.44122E-08    0.18570E-06   -0.84533E-07
  1176    0.10983E+04    0.14307E+02    0.64962E-04    0.30995E+01    0.44051E-08    0.19767E-06   -0.89061E-07
  1177    0.10939E+04    0.14466E+02    0.64853E-04    0.36901E+01    0.43980E-08    0.20976E-06   -0.93562E-07
  1178    0.10893E+04    0.14627E+02    0.64744E-04    0.42636E+01    0.43910E-08    0.22195E-06   -0.98035E-07
  1179    0.10849E+04    0.14793E+02    0.64635E-04    0.48199E+01    0.43839E-08    0.23426E-06   -0.10248E-06
  1180    0.10803E+04    0.14962E+02    0.64526E-04    0.53589E+01    0.43769E-08    0.24667E-06   -0.10690E-06
  1181    0.10757E+04    0.15133E+02    0.64417E-04    0.58802E+01    0.43699E-08    0.25918E-06   -0.11128E-06
  1182    0.10710E+04    0.15308E+02    0.64308E-04    0.63836E+01    0.43629E-08    0.27180E-06   -0.11564E-06
  1183    0.10663E+04    0.15486E+02    0.64198E-04    0.68692E+01    0.43559E-08    0.28452E-06   -0.11996E-06
  1184    0.10615E+04    0.15665E+02    0.64088E-04    0.73365E+01    0.43489E-08    0.29733E-06   -0.12426E-06
  1185    0.10568E+04    0.15849E+02    0.63978E-04    0.77856E+01    0.43420E-08    0.31024E-06   -0.12853E-06
  1186    0.10520E+04    0.16036E+02    0.63868E-04    0.82162E+01    0.43350E-08    0.32324E-06   -0.13276E-06
  1187    0.10472E+04    0.16224E+02    0.63757E-04    0.86281E+01    0.43281E-08    0.33634E-06   -0.13696E-06
  1188    0.10424E+04    0.16415E+02    0.63645E-04    0.90211E+01    0.43212E-08    0.34952E-06   -0.14113E-06
  1189    0.10375E+04    0.16609E+02    0.63533E-04    0.93954E+01    0.43143E-08    0.36279E-06   -0.14527E-06
  1190    0.10326E+04    0.16804E+02    0.63420E-04    0.97505E+01    0.43075E-08    0.37614E-06   -0.14937E-06
  1191    0.10277E+04    0.17002E+02    0.63307E-04    0.10087E+02    0.43006E-08    0.38957E-06   -0.15344E-06
  1192    0.10228E+04    0.17202E+02    0.63193E-04    0.10404E+02    0.42938E-08    0.40308E-06   -0.15748E-06
  1193    0.10178E+04    0.17404E+02    0.63078E-04    0.10701E+02    0.42870E-08    0.41667E-06   -0.16148E-06
  1194    0.10129E+04    0.17608E+02    0.62962E-04    0.10980E+02    0.42802E-08    0.43033E-06   -0.16545E-06
  1195    0.10080E+04    0.17813E+02    0.62845E-04    0.11238E+02    0.42734E-08    0.44406E-06   -0.16938E-06
  1196    0.10029E+04    0.18021E+02    0.62728E-04    0.11478E+02    0.42666E-08    0.45786E-06   -0.17328E-06
  1197    0.99794E+03    0.18230E+02    0.62609E-04    0.11697E+02    0.42598E-08    0.47173E-06   -0.17714E-06
  1198    0.99293E+03    0.18440E+02    0.62489E-04    0.11896E+02    0.42531E-08    0.48567E-06   -0.18097E-06
  1199    0.98794E+03    0.18651E+02    0.62368E-04    0.12076E+02    0.42464E-08    0.49967E-06   -0.18475E-06
  1200    0.98289E+03    0.18864E+02    0.62246E-04    0.12237E+02    0.42397E-08    0.51373E-06   -0.18851E-06
  1201    0.97794E+03    0.19077E+02    0.62122E-04    0.12377E+02    0.42330E-08    0.52784E-06   -0.19222E-06
  1202    0.97287E+03    0.19293E+02    0.61997E-04    0.12498E+02    0.42263E-08    0.54201E-06   -0.19590E-06
  1203    0.96789E+03    0.19509E+02    0.61872E-04    0.12598E+02    0.42196E-08    0.55624E-06   -0.19953E-06
  1204    0.96285E+03    0.19726E+02    0.61744E-04    0.12679E+02    0.42130E-08    0.57052E-06   -0.20313E-06
  1205    0.95784E+03    0.19942E+02    0.61616E-04    0.12740E+02    0.42063E-08    0.58485E-06   -0.20670E-06
  1206    0.95285E+03    0.20160E+02    0.61487E-04    0.12781E+02    0.41997E-08    0.59922E-06   -0.21022E-06
  1207    0.94795E+03    0.20378E+02    0.61356E-04    0.12802E+02    0.41931E-08    0.61364E-06   -0.21370E-06
  1208    0.94300E+03    0.20598E+02    0.61225E-04    0.12804E+02    0.41865E-08    0.62811E-06   -0.21715E-06
  1209    0.93799E+03    0.20817E+02    0.61093E-04    0.12786E+02    0.41799E-08    0.64261E-06   -0.22056E-06
  1210    0.93308E+03    0.21036E+02    0.60959E-04    0.12748E+02    0.41734E-08    0.65716E-06   -0.22393E-06
  1211    0.92811E+03    0.21256E+02    0.60825E-04    0.12691E+02    0.41668E-08    0.67174E-06   -0.22726E-06
  1212    0.92324E+03    0.21476E+02    0.60690E-04    0.12614E+02    0.41603E-08    0.68636E-06   -0.23055E-06
  1213    0.91831E+03    0.21695E+02    0.60554E-04    0.12519E+02    0.41538E-08    0.70101E-06   -0.23380E-06
  1214    0.91348E+03    0.21915E+02    0.60417E-04    0.12404E+02    0.41473E-08    0.71569E-06   -0.23701E-06
  1215    0.90867E+03    0.22134E+02    0.60280E-04    0.12270E+02    0.41408E-08    0.73040E-06   -0.24018E-06
  1216    0.90387E+03    0.22353E+02    0.60142E-04    0.12117E+02    0.41343E-08    0.74513E-06   -0.24331E-06
  1217    0.89895E+03    0.22572E+02    0.60003E-04    0.11945E+02    0.41279E-08    0.75989E-06   -0.24641E-06
  1218    0.89419E+03    0.22792E+02    0.59864E-04    0.11754E+02    0.41215E-08    0.77468E-06   -0.24946E-06
  1219    0.88938E+03    0.23009E+02    0.59723E-04    0.11545E+02    0.41150E-08    0.78948E-06   -0.25247E-06
  1220    0.88466E+03    0.23226E+02    0.59583E-04    0.11317E+02    0.41086E-08    0.80430E-06   -0.25544E-06
  1221    0.87996E+03    0.23441E+02    0.59442E-04    0.11071E+02    0.41022E-08    0.81914E-06   -0.25837E-06
  1222    0.87528E+03    0.23657E+02    0.59300E-04    0.10806E+02    0.40958E-08    0.83400E-06   -0.26126E-06
  1223    0.87061E+03    0.23872E+02    0.59158E-04    0.10525E+02    0.40895E-08    0.84886E-06   -0.26411E-06
  1224    0.86597E+03    0.24084E+02    0.59015E-04    0.10223E+02    0.40831E-08    0.86374E-06   -0.26692E-06
  1225    0.86141E+03    0.24297E+02    0.58872E-04    0.99048E+01    0.40768E-08    0.87862E-06   -0.26969E-06
  1226    0.85688E+03    0.24507E+02    0.58729E-04    0.95696E+01    0.40705E-08    0.89351E-06   -0.27241E-06
  1227    0.85243E+03    0.24717E+02    0.58586E-04    0.92164E+01    0.40641E-08    0.90840E-06   -0.27510E-06
  1228    0.84793E+03    0.24925E+02    0.58442E-04    0.88468E+01    0.40579E-08    0.92330E-06   -0.27774E-06
  1229    0.84352E+03    0.25131E+02    0.58298E-04    0.84594E+01    0.40516E-08    0.93819E-06   -0.28034E-06
  1230    0.83897E+03    0.25336E+02    0.58154E-04    0.80565E+01    0.40453E-08    0.95308E-06   -0.28290E-06
  1231    0.83460E+03    0.25539E+02    0.58009E-04    0.76368E+01    0.40391E-08    0.96797E-06   -0.28542E-06
  1232    0.83024E+03    0.25740E+02    0.57865E-04    0.72018E+01    0.40328E-08    0.98285E-06   -0.28789E-06
  1233    0.82604E+03    0.25940E+02    0.57720E-04    0.67494E+01    0.40266E-08    0.99773E-06   -0.29033E-06
  1234    0.82179E+03    0.26137E+02    0.57575E-04    0.62826E+01    0.40204E-08    0.10126E-05   -0.29272E-06
  1235    0.81785E+03    0.26333E+02    0.57431E-04    0.58002E+01    0.40142E-08    0.10274E-05   -0.29506E-06
  1236    0.81378E+03    0.26526E+02    0.57286E-04    0.53029E+01    0.40080E-08    0.10423E-05   -0.29737E-06
  1237    0.80972E+03    0.26716E+02    0.57142E-04    0.47900E+01    0.40018E-08    0.10571E-05   -0.29963E-06
  1238    0.80576E+03    0.26905E+02    0.56997E-04    0.42625E+01    0.39957E-08    0.10719E-05   -0.30185E-06
  1239    0.80181E+03    0.27091E+02    0.56853E-04    0.37204E+01    0.39895E-08    0.10867E-05   -0.30402E-06
  1240    0.79787E+03    0.27274E+02    0.56709E-04    0.31653E+01    0.39834E-08    0.11014E-05   -0.30616E-06
  1241    0.79410E+03    0.27455E+02    0.56565E-04    0.25959E+01    0.39773E-08    0.11161E-05   -0.30824E-06
  1242    0.79027E+03    0.27634E+02    0.56422E-04    0.20144E+01    0.39712E-08    0.11308E-05   -0.31029E-06
  1243    0.78653E+03    0.27808E+02    0.56278E-04    0.14177E+01    0.39651E-08    0.11455E-05   -0.31229E-06
  1244    0.78288E+03    0.27982E+02    0.56135E-04    0.80983E+00    0.39590E-08    0.11602E-05   -0.31425E-06
  1245    0.77932E+03    0.28152E+02    0.55993E-04    0.18916E+00    0.39530E-08    0.11748E-05   -0.31616E-06
  1246    0.77577E+03    0.28318E+02    0.55851E-04   -0.44249E+00    0.39469E-08    0.11893E-05   -0.31803E-06
  1247    0.77224E+03    0.28481E+02    0.55709E-04   -0.10866E+01    0.39409E-08    0.12039E-05   -0.31985E-06
  1248    0.76879E+03    0.28641E+02    0.55568E-04   -0.17423E+01    0.39349E-08    0.12184E-05   -0.32163E-06
  1249    0.76544E+03    0.28800E+02    0.55427E-04   -0.24088E+01    0.39289E-08    0.12328E-05   -0.32336E-06
  1250    0.76217E+03    0.28953E+02    0.55287E-04   -0.30859E+01    0.39229E-08    0.12472E-05   -0.32505E-06
  1251    0.75892E+03    0.29103E+02    0.55147E-04   -0.37736E+01    0.39169E-08    0.12616E-05   -0.32670E-06
  1252    0.75582E+03    0.29251E+02    0.55008E-04   -0.44714E+01    0.39109E-08    0.12759E-05   -0.32830E-06
  1253    0.75267E+03    0.29394E+02    0.54870E-04   -0.51788E+01    0.39050E-08    0.12901E-05   -0.32985E-06
  1254    0.74961E+03    0.29533E+02    0.54732E-04   -0.58957E+01    0.38990E-08    0.13044E-05   -0.33136E-06
  1255    0.74663E+03    0.29669E+02    0.54595E-04   -0.66218E+01    0.38931E-08    0.13185E-05   -0.33283E-06
  1256    0.74381E+03    0.29801E+02    0.54458E-04   -0.73566E+01    0.38872E-08    0.13326E-05   -0.33425E-06
  1257    0.74100E+03    0.29930E+02    0.54323E-04   -0.80999E+01    0.38813E-08    0.13467E-05   -0.33563E-06
  1258    0.73820E+03    0.30055E+02    0.54188E-04   -0.88513E+01    0.38754E-08    0.13607E-05   -0.33696E-06
  1259    0.73549E+03    0.30176E+02    0.54053E-04   -0.96106E+01    0.38695E-08    0.13746E-05   -0.33825E-06
  1260    0.73286E+03    0.30292E+02    0.53919E-04   -0.10377E+02    0.38637E-08    0.13885E-05   -0.33949E-06
  1261    0.73032E+03    0.30406E+02    0.53786E-04   -0.11151E+02    0.38578E-08    0.14023E-05   -0.34069E-06
  1262    0.72786E+03    0.30516E+02    0.53654E-04   -0.11932E+02    0.38520E-08    0.14160E-05   -0.34185E-06
  1263    0.72549E+03    0.30621E+02    0.53522E-04   -0.12719E+02    0.38462E-08    0.14297E-05   -0.34296E-06
  1264    0.72312E+03    0.30722E+02    0.53391E-04   -0.13512E+02    0.38404E-08    0.14434E-05   -0.34403E-06
  1265    0.72091E+03    0.30820E+02    0.53261E-04   -0.14312E+02    0.38346E-08    0.14569E-05   -0.34506E-06
  1266    0.71871E+03    0.30913E+02    0.53131E-04   -0.15116E+02    0.38288E-08    0.14704E-05   -0.34604E-06
  1267    0.71658E+03    0.31001E+02    0.53002E-04   -0.15926E+02    0.38230E-08    0.14838E-05   -0.34698E-06
  1268    0.71455E+03    0.31087E+02    0.52874E-04   -0.16741E+02    0.38172E-08    0.14972E-05   -0.34787E-06
  1269    0.71261E+03    0.31167E+02    0.52747E-04   -0.17559E+02    0.38115E-08    0.15104E-05   -0.34873E-06
  1270    0.71072E+03    0.31243E+02    0.52620E-04   -0.18383E+02    0.38058E-08    0.15236E-05   -0.34954E-06
  1271    0.70891E+03    0.31316E+02    0.52495E-04   -0.19210E+02    0.38000E-08    0.15368E-05   -0.35030E-06
  1272    0.70716E+03    0.31384E+02    0.52370E-04   -0.20040E+02    0.37943E-08    0.15498E-05   -0.35103E-06
  1273    0.70547E+03    0.31447E+02    0.52245E-04   -0.20873E+02    0.37886E-08    0.15628E-05   -0.35171E-06
  1274    0.70387E+03    0.31505E+02    0.52122E-04   -0.21709E+02    0.37829E-08    0.15757E-05   -0.35235E-06
  1275    0.70234E+03    0.31560E+02    0.51999E-04   -0.22546E+02    0.37773E-08    0.15885E-05   -0.35294E-06
  1276    0.70087E+03    0.31610E+02    0.51878E-04   -0.23386E+02    0.37716E-08    0.16012E-05   -0.35350E-06
  1277    0.69947E+03    0.31657E+02    0.51757E-04   -0.24227E+02    0.37660E-08    0.16138E-05   -0.35401E-06
  1278    0.69815E+03    0.31698E+02    0.51637E-04   -0.25069E+02    0.37603E-08    0.16264E-05   -0.35448E-06
  1279    0.69691E+03    0.31735E+02    0.51517E-04   -0.25911E+02    0.37547E-08    0.16388E-05   -0.35491E-06
  1280    0.69574E+03    0.31768E+02    0.51399E-04   -0.26755E+02    0.37491E-08    0.16512E-05   -0.35529E-06
  1281    0.69464E+03    0.31797E+02    0.51281E-04   -0.27597E+02    0.37435E-08    0.16635E-05   -0.35564E-06
  1282    0.69361E+03    0.31820E+02    0.51165E-04   -0.28440E+02    0.37379E-08    0.16756E-05   -0.35594E-06
  1283    0.69266E+03    0.31840E+02    0.51049E-04   -0.29281E+02    0.37323E-08    0.16877E-05   -0.35620E-06
  1284    0.69177E+03    0.31855E+02    0.50934E-04   -0.30122E+02    0.37268E-08    0.16997E-05   -0.35642E-06
  1285    0.69095E+03    0.31866E+02    0.50820E-04   -0.30961E+02    0.37212E-08    0.17116E-05   -0.35660E-06
  1286    0.69021E+03    0.31872E+02    0.50707E-04   -0.31798E+02    0.37157E-08    0.17234E-05   -0.35673E-06
  1287    0.68953E+03    0.31873E+02    0.50595E-04   -0.32632E+02    0.37101E-08    0.17351E-05   -0.35683E-06
  1288    0.68893E+03    0.31870E+02    0.50484E-04   -0.33464E+02    0.37046E-08    0.17467E-05   -0.35688E-06
  1289    0.68840E+03    0.31863E+02    0.50373E-04   -0.34292E+02    0.36991E-08    0.17582E-05   -0.35689E-06
  1290    0.68793E+03    0.31851E+02    0.50264E-04   -0.35117E+02    0.36936E-08    0.17696E-05   -0.35687E-06
  1291    0.68753E+03    0.31835E+02    0.50156E-04   -0.35939E+02    0.36882E-08    0.17809E-05   -0.35680E-06
  1292    0.68720E+03    0.31813E+02    0.50048E-04   -0.36756E+02    0.36827E-08    0.17921E-05   -0.35669E-06
  1293    0.68693E+03    0.31788E+02    0.49942E-04   -0.37570E+02    0.36772E-08    0.18031E-05   -0.35654E-06
  1294    0.68673E+03    0.31759E+02    0.49836E-04   -0.38376E+02    0.36718E-08    0.18141E-05   -0.35635E-06
  1295    0.68660E+03    0.31725E+02    0.49732E-04   -0.39178E+02    0.36663E-08    0.18249E-05   -0.35612E-06
  1296    0.68653E+03    0.31687E+02    0.49628E-04   -0.39973E+02    0.36609E-08    0.18357E-05   -0.35585E-06
  1297    0.68652E+03    0.31644E+02    0.49526E-04   -0.40763E+02    0.36555E-08    0.18463E-05   -0.35554E-06
  1298    0.68658E+03    0.31598E+02    0.49424E-04   -0.41546E+02    0.36501E-08    0.18568E-05   -0.35519E-06
  1299    0.68670E+03    0.31547E+02    0.49324E-04   -0.42323E+02    0.36447E-08    0.18672E-05   -0.35480E-06
  1300    0.68689E+03    0.31490E+02    0.49224E-04   -0.43092E+02    0.36393E-08    0.18774E-05   -0.35437E-06
  1301    0.68714E+03    0.31431E+02    0.49126E-04   -0.43853E+02    0.36340E-08    0.18876E-05   -0.35390E-06
  1302    0.68744E+03    0.31367E+02    0.49028E-04   -0.44605E+02    0.36286E-08    0.18976E-05   -0.35339E-06
  1303    0.68780E+03    0.31299E+02    0.48932E-04   -0.45350E+02    0.36233E-08    0.19075E-05   -0.35285E-06
  1304    0.68822E+03    0.31227E+02    0.48837E-04   -0.46087E+02    0.36180E-08    0.19173E-05   -0.35226E-06
  1305    0.68871E+03    0.31150E+02    0.48742E-04   -0.46815E+02    0.36126E-08    0.19269E-05   -0.35164E-06
  1306    0.68924E+03    0.31070E+02    0.48648E-04   -0.47534E+02    0.36073E-08    0.19365E-05   -0.35097E-06
  1307    0.68984E+03    0.30985E+02    0.48556E-04   -0.48242E+02    0.36020E-08    0.19459E-05   -0.35027E-06
  1308    0.69049E+03    0.30897E+02    0.48464E-04   -0.48943E+02    0.35967E-08    0.19551E-05   -0.34954E-06
  1309    0.69119E+03    0.30803E+02    0.48373E-04   -0.49633E+02    0.35915E-08    0.19643E-05   -0.34876E-06
  1310    0.69195E+03    0.30706E+02    0.48282E-04   -0.50313E+02    0.35862E-08    0.19733E-05   -0.34795E-06
  1311    0.69276E+03    0.30606E+02    0.48193E-04   -0.50983E+02    0.35809E-08    0.19822E-05   -0.34710E-06
  1312    0.69364E+03    0.30502E+02    0.48104E-04   -0.51642E+02    0.35757E-08    0.19910E-05   -0.34622E-06
  1313    0.69456E+03    0.30393E+02    0.48016E-04   -0.52291E+02    0.35705E-08    0.19997E-05   -0.34530E-06
  1314    0.69553E+03    0.30281E+02    0.47928E-04   -0.52928E+02    0.35653E-08    0.20082E-05   -0.34434E-06
  1315    0.69655E+03    0.30165E+02    0.47841E-04   -0.53554E+02    0.35600E-08    0.20166E-05   -0.34335E-06
  1316    0.69762E+03    0.30045E+02    0.47755E-04   -0.54168E+02    0.35548E-08    0.20249E-05   -0.34233E-06
  1317    0.69874E+03    0.29923E+02    0.47669E-04   -0.54771E+02    0.35497E-08    0.20331E-05   -0.34127E-06
  1318    0.69989E+03    0.29795E+02    0.47584E-04   -0.55361E+02    0.35445E-08    0.20411E-05   -0.34018E-06
  1319    0.70110E+03    0.29664E+02    0.47499E-04   -0.55940E+02    0.35393E-08    0.20490E-05   -0.33905E-06
  1320    0.70234E+03    0.29530E+02    0.47415E-04   -0.56506E+02    0.35342E-08    0.20567E-05   -0.33789E-06
  1321    0.70363E+03    0.29394E+02    0.47331E-04   -0.57060E+02    0.35290E-08    0.20644E-05   -0.33669E-06
  1322    0.70496E+03    0.29252E+02    0.47248E-04   -0.57600E+02    0.35239E-08    0.20719E-05   -0.33547E-06
  1323    0.70634E+03    0.29108E+02    0.47165E-04   -0.58128E+02    0.35188E-08    0.20792E-05   -0.33421E-06
  1324    0.70775E+03    0.28960E+02    0.47083E-04   -0.58643E+02    0.35136E-08    0.20865E-05   -0.33292E-06
  1325    0.70920E+03    0.28809E+02    0.47000E-04   -0.59143E+02    0.35085E-08    0.20936E-05   -0.33159E-06
  1326    0.71070E+03    0.28656E+02    0.46918E-04   -0.59631E+02    0.35035E-08    0.21006E-05   -0.33024E-06
  1327    0.71221E+03    0.28500E+02    0.46837E-04   -0.60105E+02    0.34984E-08    0.21074E-05   -0.32885E-06
  1328    0.71377E+03    0.28341E+02    0.46755E-04   -0.60564E+02    0.34933E-08    0.21142E-05   -0.32744E-06
  1329    0.71536E+03    0.28178E+02    0.46674E-04   -0.61010E+02    0.34882E-08    0.21207E-05   -0.32599E-06
  1330    0.71699E+03    0.28012E+02    0.46593E-04   -0.61441E+02    0.34832E-08    0.21272E-05   -0.32451E-06
  1331    0.71865E+03    0.27844E+02    0.46512E-04   -0.61857E+02    0.34782E-08    0.21335E-05   -0.32300E-06
  1332    0.72032E+03    0.27673E+02    0.46432E-04   -0.62260E+02    0.34731E-08    0.21397E-05   -0.32147E-06
  1333    0.72204E+03    0.27499E+02    0.46351E-04   -0.62646E+02    0.34681E-08    0.21458E-05   -0.31990E-06
  1334    0.72377E+03    0.27323E+02    0.46271E-04   -0.63019E+02    0.34631E-08    0.21517E-05   -0.31830E-06
  1335    0.72553E+03    0.27144E+02    0.46190E-04   -0.63376E+02    0.34581E-08    0.21575E-05   -0.31668E-06
  1336    0.72732E+03    0.26963E+02    0.46110E-04   -0.63717E+02    0.34531E-08    0.21631E-05   -0.31503E-06
  1337    0.72913E+03    0.26779E+02    0.46029E-04   -0.64044E+02    0.34481E-08    0.21686E-05   -0.31335E-06
  1338    0.73096E+03    0.26594E+02    0.45948E-04   -0.64355E+02    0.34432E-08    0.21740E-05   -0.31164E-06
  1339    0.73281E+03    0.26405E+02    0.45868E-04   -0.64650E+02    0.34382E-08    0.21792E-05   -0.30990E-06
  1340    0.73468E+03    0.26215E+02    0.45787E-04   -0.64931E+02    0.34333E-08    0.21843E-05   -0.30814E-06
  1341    0.73657E+03    0.26024E+02    0.45706E-04   -0.65195E+02    0.34283E-08    0.21893E-05   -0.30635E-06
  1342    0.73846E+03    0.25830E+02    0.45625E-04   -0.65444E+02    0.34234E-08    0.21941E-05   -0.30454E-06
  1343    0.74038E+03    0.25634E+02    0.45544E-04   -0.65676E+02    0.34185E-08    0.21988E-05   -0.30269E-06
  1344    0.74231E+03    0.25437E+02    0.45462E-04   -0.65892E+02    0.34136E-08    0.22034E-05   -0.30083E-06
  1345    0.74424E+03    0.25238E+02    0.45381E-04   -0.66092E+02    0.34087E-08    0.22078E-05   -0.29893E-06
  1346    0.74618E+03    0.25037E+02    0.45299E-04   -0.66277E+02    0.34038E-08    0.22121E-05   -0.29702E-06
  1347    0.74814E+03    0.24835E+02    0.45216E-04   -0.66445E+02    0.33989E-08    0.22162E-05   -0.29507E-06
  1348    0.75010E+03    0.24631E+02    0.45134E-04   -0.66596E+02    0.33940E-08    0.22202E-05   -0.29311E-06
  1349    0.75208E+03    0.24425E+02    0.45051E-04   -0.66731E+02    0.33892E-08    0.22240E-05   -0.29112E-06
  1350    0.75404E+03    0.24220E+02    0.44967E-04   -0.66849E+02    0.33843E-08    0.22278E-05   -0.28910E-06
  1351    0.75602E+03    0.24012E+02    0.44884E-04   -0.66951E+02    0.33795E-08    0.22313E-05   -0.28706E-06
  1352    0.75798E+03    0.23803E+02    0.44799E-04   -0.67036E+02    0.33747E-08    0.22348E-05   -0.28500E-06
  1353    0.75996E+03    0.23595E+02    0.44715E-04   -0.67105E+02    0.33699E-08    0.22380E-05   -0.28292E-06
  1354    0.76193E+03    0.23385E+02    0.44629E-04   -0.67157E+02    0.33650E-08    0.22412E-05   -0.28081E-06
  1355    0.76391E+03    0.23173E+02    0.44544E-04   -0.67193E+02    0.33602E-08    0.22442E-05   -0.27868E-06
  1356    0.76588E+03    0.22962E+02    0.44458E-04   -0.67214E+02    0.33555E-08    0.22471E-05   -0.27653E-06
  1357    0.76785E+03    0.22749E+02    0.44372E-04   -0.67217E+02    0.33507E-08    0.22498E-05   -0.27436E-06
  1358    0.76979E+03    0.22536E+02    0.44285E-04   -0.67202E+02    0.33459E-08    0.22524E-05   -0.27217E-06
  1359    0.77174E+03    0.22323E+02    0.44199E-04   -0.67173E+02    0.33411E-08    0.22548E-05   -0.26995E-06
  1360    0.77366E+03    0.22110E+02    0.44111E-04   -0.67126E+02    0.33364E-08    0.22571E-05   -0.26772E-06
  1361    0.77559E+03    0.21895E+02    0.44024E-04   -0.67063E+02    0.33317E-08    0.22593E-05   -0.26546E-06
  1362    0.77749E+03    0.21680E+02    0.43936E-04   -0.66983E+02    0.33269E-08    0.22614E-05   -0.26319E-06
  1363    0.77939E+03    0.21465E+02    0.43848E-04   -0.66890E+02    0.33222E-08    0.22633E-05   -0.26089E-06
  1364    0.78125E+03    0.21250E+02    0.43759E-04   -0.66778E+02    0.33175E-08    0.22650E-05   -0.25858E-06
  1365    0.78318E+03    0.21035E+02    0.43671E-04   -0.66649E+02    0.33128E-08    0.22666E-05   -0.25624E-06
  1366    0.78502E+03    0.20819E+02    0.43582E-04   -0.66506E+02    0.33081E-08    0.22681E-05   -0.25389E-06
  1367    0.78684E+03    0.20603E+02    0.43493E-04   -0.66347E+02    0.33034E-08    0.22695E-05   -0.25152E-06
  1368    0.78872E+03    0.20389E+02    0.43403E-04   -0.66172E+02    0.32987E-08    0.22707E-05   -0.24913E-06
  1369    0.79051E+03    0.20173E+02    0.43313E-04   -0.65980E+02    0.32941E-08    0.22718E-05   -0.24673E-06
  1370    0.79228E+03    0.19959E+02    0.43224E-04   -0.65773E+02    0.32894E-08    0.22727E-05   -0.24430E-06
  1371    0.79404E+03    0.19745E+02    0.43133E-04   -0.65551E+02    0.32848E-08    0.22735E-05   -0.24186E-06
  1372    0.79578E+03    0.19531E+02    0.43043E-04   -0.65313E+02    0.32801E-08    0.22742E-05   -0.23940E-06
  1373    0.79750E+03    0.19319E+02    0.42953E-04   -0.65061E+02    0.32755E-08    0.22747E-05   -0.23693E-06
  1374    0.79921E+03    0.19106E+02    0.42862E-04   -0.64792E+02    0.32709E-08    0.22751E-05   -0.23444E-06
  1375    0.80090E+03    0.18894E+02    0.42771E-04   -0.64509E+02    0.32663E-08    0.22754E-05   -0.23193E-06
  1376    0.80258E+03    0.18684E+02    0.42680E-04   -0.64211E+02    0.32617E-08    0.22755E-05   -0.22941E-06
  1377    0.80424E+03    0.18474E+02    0.42589E-04   -0.63899E+02    0.32571E-08    0.22755E-05   -0.22687E-06
  1378    0.80588E+03    0.18264E+02    0.42498E-04   -0.63572E+02    0.32525E-08    0.22754E-05   -0.22432E-06
  1379    0.80744E+03    0.18057E+02    0.42407E-04   -0.63230E+02    0.32479E-08    0.22751E-05   -0.22176E-06
  1380    0.80898E+03    0.17849E+02    0.42315E-04   -0.62875E+02    0.32433E-08    0.22747E-05   -0.21918E-06
  1381    0.81051E+03    0.17644E+02    0.42224E-04   -0.62504E+02    0.32388E-08    0.22742E-05   -0.21658E-06
  1382    0.81187E+03    0.17439E+02    0.42132E-04   -0.62120E+02    0.32342E-08    0.22735E-05   -0.21397E-06
  1383    0.81336E+03    0.17235E+02    0.42041E-04   -0.61722E+02    0.32297E-08    0.22727E-05   -0.21135E-06
  1384    0.81469E+03    0.17034E+02    0.41949E-04   -0.61310E+02    0.32252E-08    0.22718E-05   -0.20872E-06
  1385    0.81601E+03    0.16833E+02    0.41857E-04   -0.60885E+02    0.32206E-08    0.22707E-05   -0.20607E-06
  1386    0.81731E+03    0.16634E+02    0.41766E-04   -0.60447E+02    0.32161E-08    0.22695E-05   -0.20341E-06
  1387    0.81852E+03    0.16437E+02    0.41674E-04   -0.59996E+02    0.32116E-08    0.22682E-05   -0.20074E-06
  1388    0.81987E+03    0.16241E+02    0.41582E-04   -0.59532E+02    0.32071E-08    0.22668E-05   -0.19805E-06
  1389    0.82106E+03    0.16047E+02    0.41490E-04   -0.59055E+02    0.32027E-08    0.22652E-05   -0.19536E-06
  1390    0.82215E+03    0.15855E+02    0.41398E-04   -0.58567E+02    0.31982E-08    0.22635E-05   -0.19265E-06
  1391    0.82331E+03    0.15665E+02    0.41307E-04   -0.58066E+02    0.31937E-08    0.22617E-05   -0.18994E-06
  1392    0.82437E+03    0.15477E+02    0.41215E-04   -0.57553E+02    0.31892E-08    0.22597E-05   -0.18721E-06
  1393    0.82543E+03    0.15291E+02    0.41123E-04   -0.57029E+02    0.31848E-08    0.22576E-05   -0.18447E-06
  1394    0.82639E+03    0.15107E+02    0.41032E-04   -0.56494E+02    0.31804E-08    0.22554E-05   -0.18173E-06
  1395    0.82734E+03    0.14925E+02    0.40940E-04   -0.55947E+02    0.31759E-08    0.22530E-05   -0.17897E-06
