#    L    TT             EE             BB             TE             PP             TP             EP          
    49    0.14253E+04    0.11882E+00    0.42006E-02    0.51189E+00    0.13847E-06    0.83213E-03   -0.44018E-06
    50    0.14446E+04    0.12650E+00    0.43071E-02    0.33709E+00    0.13797E-06    0.81506E-03   -0.54018E-06
    51    0.14642E+04    0.13438E+00    0.44119E-02    0.14909E+00    0.13745E-06    0.79839E-03   -0.64684E-06
    52    0.14841E+04    0.14256E+00    0.45149E-02   -0.56875E-01    0.13691E-06    0.78215E-03   -0.74674E-06
    53    0.15040E+04    0.15118E+00    0.46160E-02   -0.28374E+00    0.13636E-06    0.76643E-03   -0.82468E-06
    54    0.15238E+04    0.16024E+00    0.47152E-02   -0.52648E+00    0.13579E-06    0.75130E-03   -0.86547E-06
    55    0.15437E+04    0.16972E+00    0.48123E-02   -0.77996E+00    0.13521E-06    0.73684E-03   -0.85399E-06
    56    0.15640E+04    0.17947E+00    0.49073E-02   -0.10453E+01    0.13462E-06    0.72310E-03   -0.78215E-06
    57    0.15846E+04    0.18939E+00    0.50000E-02   -0.13224E+01    0.13401E-06    0.70999E-03   -0.67009E-06
    58    0.16055E+04    0.19949E+00    0.50904E-02   -0.16121E+01    0.13340E-06    0.69738E-03   -0.54498E-06
    59    0.16265E+04    0.20978E+00    0.51784E-02   -0.19151E+01    0.13277E-06    0.68516E-03   -0.43391E-06
    60    0.16478E+04    0.22033E+00    0.52638E-02   -0.22308E+01    0.13214E-06    0.67321E-03   -0.36393E-06
    61    0.16694E+04    0.23123E+00    0.53466E-02   -0.25586E+01    0.13149E-06    0.66143E-03   -0.35473E-06
    62    0.16910E+04    0.24246E+00    0.54266E-02   -0.28993E+01    0.13084E-06    0.64981E-03   -0.39667E-06
    63    0.17127E+04    0.25399E+00    0.55039E-02   -0.32540E+01    0.13018E-06    0.63837E-03   -0.47279E-06
    64    0.17347E+04    0.26582E+00    0.55784E-02   -0.36240E+01    0.12951E-06    0.62711E-03   -0.56619E-06
    65    0.17568E+04    0.27795E+00    0.56500E-02   -0.40099E+01    0.12884E-06    0.61605E-03   -0.65997E-06
    66    0.17793E+04    0.29029E+00    0.57187E-02   -0.44099E+01    0.12817E-06    0.60521E-03   -0.73992E-06
    67    0.18019E+04    0.30285E+00    0.57845E-02   -0.48213E+01    0.12749E-06    0.59462E-03   -0.80252E-06
    68    0.18249E+04    0.31567E+00    0.58473E-02   -0.52426E+01    0.12681E-06    0.58433E-03   -0.84688E-06
    69    0.18481E+04    0.32871E+00    0.59070E-02   -0.56721E+01    0.12612E-06    0.57437E-03   -0.87213E-06
    70    0.18716E+04    0.34200E+00    0.59636E-02   -0.61117E+01    0.12543E-06    0.56479E-03   -0.87739E-06
    71    0.18953E+04    0.35554E+00    0.60170E-02   -0.65638E+01    0.12475E-06    0.55561E-03   -0.86285E-06
    72    0.19191E+04    0.36928E+00    0.60672E-02   -0.70295E+01    0.12406E-06    0.54682E-03   -0.83288E-06
    73    0.19431E+04    0.38321E+00    0.61142E-02   -0.75093E+01    0.12336E-06    0.53837E-03   -0.79288E-06
    74    0.19673E+04    0.39731E+00    0.61581E-02   -0.80021E+01    0.12267E-06    0.53022E-03   -0.74827E-06
    75    0.19919E+04    0.41158E+00    0.61988E-02   -0.85062E+01    0.12198E-06    0.52233E-03   -0.70446E-06
    76    0.20167E+04    0.42603E+00    0.62363E-02   -0.90208E+01    0.12128E-06    0.51468E-03   -0.66608E-06
    77    0.20418E+04    0.44065E+00    0.62706E-02   -0.95456E+01    0.12058E-06    0.50722E-03   -0.63480E-06
    78    0.20674E+04    0.45546E+00    0.63018E-02   -0.10082E+02    0.11989E-06    0.49994E-03   -0.61150E-06
    79    0.20931E+04    0.47041E+00    0.63297E-02   -0.10627E+02    0.11919E-06    0.49281E-03   -0.59710E-06
    80    0.21191E+04    0.48551E+00    0.63545E-02   -0.11181E+02    0.11849E-06    0.48580E-03   -0.59249E-06
    81    0.21454E+04    0.50069E+00    0.63761E-02   -0.11745E+02    0.11779E-06    0.47889E-03   -0.59836E-06
    82    0.21719E+04    0.51597E+00    0.63945E-02   -0.12317E+02    0.11710E-06    0.47207E-03   -0.61460E-06
    83    0.21985E+04    0.53135E+00    0.64097E-02   -0.12899E+02    0.11640E-06    0.46534E-03   -0.64087E-06
    84    0.22255E+04    0.54680E+00    0.64217E-02   -0.13488E+02    0.11571E-06    0.45869E-03   -0.67685E-06
    85    0.22526E+04    0.56230E+00    0.64305E-02   -0.14084E+02    0.11502E-06    0.45212E-03   -0.72220E-06
    86    0.22799E+04    0.57787E+00    0.64361E-02   -0.14688E+02    0.11433E-06    0.44561E-03   -0.77602E-06
    87    0.23077E+04    0.59347E+00    0.64386E-02   -0.15299E+02    0.11364E-06    0.43920E-03   -0.83500E-06
    88    0.23354E+04    0.60912E+00    0.64380E-02   -0.15915E+02    0.11295E-06    0.43290E-03   -0.89525E-06
    89    0.23635E+04    0.62480E+00    0.64342E-02   -0.16539E+02    0.11227E-06    0.42672E-03   -0.95288E-06
    90    0.23918E+04    0.64047E+00    0.64274E-02   -0.17168E+02    0.11159E-06    0.42070E-03   -0.10040E-05
    91    0.24203E+04    0.65613E+00    0.64176E-02   -0.17802E+02    0.11091E-06    0.41484E-03   -0.10455E-05
    92    0.24491E+04    0.67176E+00    0.64048E-02   -0.18441E+02    0.11024E-06    0.40915E-03   -0.10774E-05
    93    0.24782E+04    0.68736E+00    0.63891E-02   -0.19085E+02    0.10957E-06    0.40362E-03   -0.11004E-05
    94    0.25073E+04    0.70288E+00    0.63705E-02   -0.19731E+02    0.10890E-06    0.39824E-03   -0.11152E-05
    95    0.25368E+04    0.71832E+00    0.63492E-02   -0.20382E+02    0.10824E-06    0.39301E-03   -0.11225E-05
    96    0.25663E+04    0.73367E+00    0.63252E-02   -0.21035E+02    0.10757E-06    0.38791E-03   -0.11231E-05
    97    0.25962E+04    0.74892E+00    0.62985E-02   -0.21691E+02    0.10691E-06    0.38296E-03   -0.11178E-05
    98    0.26263E+04    0.76406E+00    0.62692E-02   -0.22348E+02    0.10626E-06    0.37813E-03   -0.11071E-05
    99    0.26566E+04    0.77904E+00    0.62374E-02   -0.23007E+02    0.10561E-06    0.37342E-03   -0.10920E-05
   100    0.26871E+04    0.79388E+00    0.62031E-02   -0.23666E+02    0.10496E-06    0.36883E-03   -0.10730E-05
   101    0.27178E+04    0.80862E+00    0.61665E-02   -0.24326E+02    0.10431E-06    0.36435E-03   -0.10510E-05
   102    0.27490E+04    0.82312E+00    0.61275E-02   -0.24986E+02    0.10367E-06    0.35998E-03   -0.10266E-05
   103    0.27802E+04    0.83745E+00    0.60863E-02   -0.25646E+02    0.10303E-06    0.35571E-03   -0.10006E-05
   104    0.28116E+04    0.85162E+00    0.60429E-02   -0.26304E+02    0.10240E-06    0.35153E-03   -0.97371E-06
   105    0.28431E+04    0.86555E+00    0.59974E-02   -0.26961E+02    0.10176E-06    0.34743E-03   -0.94665E-06
   106    0.28749E+04    0.87931E+00    0.59497E-02   -0.27616E+02    0.10114E-06    0.34342E-03   -0.92015E-06
   107    0.29066E+04    0.89275E+00    0.59001E-02   -0.28267E+02    0.10051E-06    0.33949E-03   -0.89495E-06
   108    0.29387E+04    0.90595E+00    0.58486E-02   -0.28917E+02    0.99893E-07    0.33562E-03   -0.87175E-06
   109    0.29710E+04    0.91883E+00    0.57952E-02   -0.29562E+02    0.99277E-07    0.33182E-03   -0.85128E-06
   110    0.30034E+04    0.93139E+00    0.57399E-02   -0.30202E+02    0.98665E-07    0.32807E-03   -0.83428E-06
   111    0.30359E+04    0.94371E+00    0.56830E-02   -0.30838E+02    0.98058E-07    0.32438E-03   -0.82130E-06
   112    0.30686E+04    0.95571E+00    0.56243E-02   -0.31470E+02    0.97454E-07    0.32074E-03   -0.81223E-06
   113    0.31015E+04    0.96739E+00    0.55641E-02   -0.32095E+02    0.96855E-07    0.31715E-03   -0.80680E-06
   114    0.31345E+04    0.97868E+00    0.55024E-02   -0.32713E+02    0.96259E-07    0.31361E-03   -0.80475E-06
   115    0.31677E+04    0.98973E+00    0.54393E-02   -0.33324E+02    0.95668E-07    0.31012E-03   -0.80579E-06
   116    0.32009E+04    0.10003E+01    0.53749E-02   -0.33927E+02    0.95081E-07    0.30669E-03   -0.80967E-06
   117    0.32344E+04    0.10105E+01    0.53092E-02   -0.34522E+02    0.94498E-07    0.30330E-03   -0.81610E-06
   118    0.32681E+04    0.10204E+01    0.52423E-02   -0.35109E+02    0.93919E-07    0.29996E-03   -0.82483E-06
   119    0.33018E+04    0.10300E+01    0.51744E-02   -0.35685E+02    0.93345E-07    0.29668E-03   -0.83558E-06
   120    0.33356E+04    0.10390E+01    0.51054E-02   -0.36251E+02    0.92774E-07    0.29344E-03   -0.84807E-06
   121    0.33694E+04    0.10477E+01    0.50356E-02   -0.36807E+02    0.92207E-07    0.29025E-03   -0.86205E-06
   122    0.34033E+04    0.10560E+01    0.49648E-02   -0.37352E+02    0.91645E-07    0.28712E-03   -0.87724E-06
   123    0.34373E+04    0.10637E+01    0.48934E-02   -0.37886E+02    0.91087E-07    0.28403E-03   -0.89337E-06
   124    0.34713E+04    0.10711E+01    0.48212E-02   -0.38405E+02    0.90532E-07    0.28099E-03   -0.91017E-06
   125    0.35053E+04    0.10779E+01    0.47485E-02   -0.38912E+02    0.89982E-07    0.27800E-03   -0.92738E-06
   126    0.35394E+04    0.10844E+01    0.46752E-02   -0.39406E+02    0.89436E-07    0.27505E-03   -0.94472E-06
   127    0.35735E+04    0.10904E+01    0.46015E-02   -0.39887E+02    0.88894E-07    0.27216E-03   -0.96192E-06
   128    0.36075E+04    0.10959E+01    0.45275E-02   -0.40354E+02    0.88357E-07    0.26931E-03   -0.97872E-06
   129    0.36416E+04    0.11009E+01    0.44532E-02   -0.40805E+02    0.87823E-07    0.26651E-03   -0.99485E-06
   130    0.36757E+04    0.11054E+01    0.43787E-02   -0.41240E+02    0.87293E-07    0.26376E-03   -0.10100E-05
   131    0.37098E+04    0.11095E+01    0.43040E-02   -0.41660E+02    0.86768E-07    0.26105E-03   -0.10241E-05
   132    0.37439E+04    0.11130E+01    0.42294E-02   -0.42063E+02    0.86247E-07    0.25839E-03   -0.10369E-05
   133    0.37779E+04    0.11161E+01    0.41547E-02   -0.42451E+02    0.85729E-07    0.25577E-03   -0.10485E-05
   134    0.38120E+04    0.11187E+01    0.40802E-02   -0.42819E+02    0.85216E-07    0.25320E-03   -0.10591E-05
   135    0.38460E+04    0.11207E+01    0.40057E-02   -0.43170E+02    0.84707E-07    0.25067E-03   -0.10684E-05
   136    0.38798E+04    0.11222E+01    0.39314E-02   -0.43501E+02    0.84202E-07    0.24819E-03   -0.10767E-05
   137    0.39136E+04    0.11233E+01    0.38574E-02   -0.43814E+02    0.83701E-07    0.24574E-03   -0.10839E-05
   138    0.39473E+04    0.11238E+01    0.37836E-02   -0.44108E+02    0.83203E-07    0.24333E-03   -0.10899E-05
   139    0.39809E+04    0.11239E+01    0.37103E-02   -0.44381E+02    0.82710E-07    0.24096E-03   -0.10950E-05
   140    0.40144E+04    0.11234E+01    0.36373E-02   -0.44634E+02    0.82221E-07    0.23862E-03   -0.10990E-05
   141    0.40478E+04    0.11224E+01    0.35647E-02   -0.44867E+02    0.81735E-07    0.23633E-03   -0.11020E-05
   142    0.40811E+04    0.11209E+01    0.34927E-02   -0.45078E+02    0.81253E-07    0.23406E-03   -0.11039E-05
   143    0.41143E+04    0.11190E+01    0.34213E-02   -0.45268E+02    0.80775E-07    0.23183E-03   -0.11049E-05
   144    0.41473E+04    0.11165E+01    0.33505E-02   -0.45437E+02    0.80301E-07    0.22963E-03   -0.11050E-05
   145    0.41802E+04    0.11136E+01    0.32804E-02   -0.45583E+02    0.79831E-07    0.22746E-03   -0.11041E-05
   146    0.42131E+04    0.11102E+01    0.32111E-02   -0.45708E+02    0.79364E-07    0.22533E-03   -0.11023E-05
   147    0.42457E+04    0.11063E+01    0.31425E-02   -0.45808E+02    0.78901E-07    0.22322E-03   -0.10995E-05
   148    0.42781E+04    0.11019E+01    0.30748E-02   -0.45887E+02    0.78442E-07    0.22114E-03   -0.10959E-05
   149    0.43105E+04    0.10971E+01    0.30081E-02   -0.45942E+02    0.77987E-07    0.21908E-03   -0.10915E-05
   150    0.43425E+04    0.10919E+01    0.29423E-02   -0.45971E+02    0.77535E-07    0.21705E-03   -0.10861E-05
   151    0.43744E+04    0.10862E+01    0.28775E-02   -0.45978E+02    0.77086E-07    0.21505E-03   -0.10800E-05
   152    0.44060E+04    0.10800E+01    0.28138E-02   -0.45960E+02    0.76642E-07    0.21306E-03   -0.10731E-05
   153    0.44374E+04    0.10734E+01    0.27511E-02   -0.45915E+02    0.76201E-07    0.21111E-03   -0.10654E-05
   154    0.44687E+04    0.10665E+01    0.26895E-02   -0.45847E+02    0.75763E-07    0.20917E-03   -0.10570E-05
   155    0.44997E+04    0.10592E+01    0.26291E-02   -0.45753E+02    0.75329E-07    0.20726E-03   -0.10478E-05
   156    0.45303E+04    0.10515E+01    0.25697E-02   -0.45635E+02    0.74898E-07    0.20537E-03   -0.10381E-05
   157    0.45608E+04    0.10434E+01    0.25115E-02   -0.45489E+02    0.74471E-07    0.20351E-03   -0.10277E-05
   158    0.45911E+04    0.10350E+01    0.24544E-02   -0.45319E+02    0.74048E-07    0.20167E-03   -0.10166E-05
   159    0.46210E+04    0.10262E+01    0.23985E-02   -0.45122E+02    0.73628E-07    0.19985E-03   -0.10051E-05
   160    0.46507E+04    0.10171E+01    0.23438E-02   -0.44898E+02    0.73211E-07    0.19805E-03   -0.99296E-06
   161    0.46802E+04    0.10078E+01    0.22903E-02   -0.44648E+02    0.72798E-07    0.19628E-03   -0.98035E-06
   162    0.47094E+04    0.99807E+00    0.22380E-02   -0.44373E+02    0.72388E-07    0.19452E-03   -0.96728E-06
   163    0.47384E+04    0.98808E+00    0.21869E-02   -0.44070E+02    0.71981E-07    0.19279E-03   -0.95376E-06
   164    0.47669E+04    0.97787E+00    0.21371E-02   -0.43741E+02    0.71577E-07    0.19108E-03   -0.93985E-06
   165    0.47953E+04    0.96738E+00    0.20886E-02   -0.43384E+02    0.71177E-07    0.18939E-03   -0.92556E-06
   166    0.48233E+04    0.95675E+00    0.20414E-02   -0.43001E+02    0.70781E-07    0.18772E-03   -0.91094E-06
   167    0.48511E+04    0.94576E+00    0.19954E-02   -0.42592E+02    0.70387E-07    0.18608E-03   -0.89600E-06
   168    0.48785E+04    0.93477E+00    0.19508E-02   -0.42155E+02    0.69997E-07    0.18445E-03   -0.88080E-06
   169    0.49055E+04    0.92350E+00    0.19075E-02   -0.41690E+02    0.69610E-07    0.18285E-03   -0.86535E-06
   170    0.49322E+04    0.91218E+00    0.18656E-02   -0.41198E+02    0.69226E-07    0.18126E-03   -0.84970E-06
   171    0.49585E+04    0.90079E+00    0.18250E-02   -0.40677E+02    0.68845E-07    0.17969E-03   -0.83386E-06
   172    0.49843E+04    0.88927E+00    0.17859E-02   -0.40129E+02    0.68467E-07    0.17815E-03   -0.81789E-06
   173    0.50097E+04    0.87761E+00    0.17481E-02   -0.39554E+02    0.68093E-07    0.17662E-03   -0.80180E-06
   174    0.50348E+04    0.86613E+00    0.17118E-02   -0.38951E+02    0.67721E-07    0.17512E-03   -0.78563E-06
   175    0.50594E+04    0.85451E+00    0.16769E-02   -0.38320E+02    0.67353E-07    0.17363E-03   -0.76942E-06
   176    0.50835E+04    0.84299E+00    0.16434E-02   -0.37662E+02    0.66988E-07    0.17216E-03   -0.75319E-06
   177    0.51072E+04    0.83149E+00    0.16114E-02   -0.36976E+02    0.66625E-07    0.17071E-03   -0.73694E-06
   178    0.51304E+04    0.82024E+00    0.15808E-02   -0.36263E+02    0.66266E-07    0.16928E-03   -0.72069E-06
   179    0.51532E+04    0.80893E+00    0.15515E-02   -0.35521E+02    0.65910E-07    0.16786E-03   -0.70443E-06
   180    0.51756E+04    0.79780E+00    0.15237E-02   -0.34753E+02    0.65556E-07    0.16647E-03   -0.68818E-06
   181    0.51974E+04    0.78685E+00    0.14971E-02   -0.33959E+02    0.65206E-07    0.16509E-03   -0.67192E-06
   182    0.52188E+04    0.77616E+00    0.14718E-02   -0.33136E+02    0.64858E-07    0.16372E-03   -0.65568E-06
   183    0.52397E+04    0.76564E+00    0.14478E-02   -0.32288E+02    0.64513E-07    0.16237E-03   -0.63944E-06
   184    0.52601E+04    0.75537E+00    0.14250E-02   -0.31412E+02    0.64171E-07    0.16104E-03   -0.62323E-06
   185    0.52801E+04    0.74552E+00    0.14034E-02   -0.30511E+02    0.63832E-07    0.15972E-03   -0.60702E-06
   186    0.52992E+04    0.73593E+00    0.13830E-02   -0.29583E+02    0.63496E-07    0.15842E-03   -0.59084E-06
   187    0.53182E+04    0.72675E+00    0.13638E-02   -0.28628E+02    0.63162E-07    0.15713E-03   -0.57469E-06
   188    0.53366E+04    0.71797E+00    0.13457E-02   -0.27648E+02    0.62831E-07    0.15585E-03   -0.55856E-06
   189    0.53544E+04    0.70962E+00    0.13287E-02   -0.26643E+02    0.62503E-07    0.15459E-03   -0.54247E-06
   190    0.53720E+04    0.70176E+00    0.13128E-02   -0.25613E+02    0.62177E-07    0.15334E-03   -0.52641E-06
   191    0.53887E+04    0.69441E+00    0.12979E-02   -0.24556E+02    0.61854E-07    0.15210E-03   -0.51040E-06
   192    0.54050E+04    0.68760E+00    0.12840E-02   -0.23475E+02    0.61533E-07    0.15087E-03   -0.49442E-06
   193    0.54207E+04    0.68137E+00    0.12711E-02   -0.22371E+02    0.61215E-07    0.14966E-03   -0.47850E-06
   194    0.54360E+04    0.67575E+00    0.12592E-02   -0.21241E+02    0.60900E-07    0.14845E-03   -0.46262E-06
   195    0.54507E+04    0.67079E+00    0.12482E-02   -0.20088E+02    0.60587E-07    0.14726E-03   -0.44680E-06
   196    0.54647E+04    0.66652E+00    0.12382E-02   -0.18912E+02    0.60277E-07    0.14608E-03   -0.43104E-06
   197    0.54783E+04    0.66298E+00    0.12290E-02   -0.17713E+02    0.59969E-07    0.14490E-03   -0.41534E-06
   198    0.54913E+04    0.66021E+00    0.12206E-02   -0.16492E+02    0.59663E-07    0.14374E-03   -0.39970E-06
   199    0.55038E+04    0.65824E+00    0.12131E-02   -0.15248E+02    0.59360E-07    0.14258E-03   -0.38414E-06
   200    0.55158E+04    0.65710E+00    0.12064E-02   -0.13982E+02    0.59059E-07    0.14143E-03   -0.36864E-06
   201    0.55272E+04    0.65685E+00    0.12004E-02   -0.12695E+02    0.58761E-07    0.14029E-03   -0.35322E-06
   202    0.55380E+04    0.65750E+00    0.11952E-02   -0.11387E+02    0.58465E-07    0.13916E-03   -0.33788E-06
   203    0.55481E+04    0.65911E+00    0.11907E-02   -0.10058E+02    0.58171E-07    0.13803E-03   -0.32261E-06
   204    0.55576E+04    0.66170E+00    0.11869E-02   -0.87101E+01    0.57879E-07    0.13691E-03   -0.30742E-06
   205    0.55666E+04    0.66532E+00    0.11838E-02   -0.73419E+01    0.57590E-07    0.13580E-03   -0.29229E-06
   206    0.55749E+04    0.66999E+00    0.11813E-02   -0.59546E+01    0.57303E-07    0.13470E-03   -0.27724E-06
   207    0.55826E+04    0.67575E+00    0.11795E-02   -0.45484E+01    0.57018E-07    0.13360E-03   -0.26226E-06
   208    0.55896E+04    0.68264E+00    0.11782E-02   -0.31241E+01    0.56735E-07    0.13251E-03   -0.24734E-06
   209    0.55959E+04    0.69069E+00    0.11775E-02   -0.16820E+01    0.56455E-07    0.13143E-03   -0.23250E-06
   210    0.56017E+04    0.69994E+00    0.11774E-02   -0.22296E+00    0.56176E-07    0.13036E-03   -0.21772E-06
   211    0.56068E+04    0.71043E+00    0.11777E-02    0.12528E+01    0.55900E-07    0.12929E-03   -0.20300E-06
   212    0.56112E+04    0.72219E+00    0.11786E-02    0.27445E+01    0.55626E-07    0.12823E-03   -0.18835E-06
   213    0.56150E+04    0.73525E+00    0.11800E-02    0.42520E+01    0.55354E-07    0.12718E-03   -0.17377E-06
   214    0.56182E+04    0.74962E+00    0.11818E-02    0.57741E+01    0.55084E-07    0.12614E-03   -0.15925E-06
   215    0.56207E+04    0.76548E+00    0.11840E-02    0.73100E+01    0.54816E-07    0.12510E-03   -0.14478E-06
   216    0.56226E+04    0.78265E+00    0.11866E-02    0.88603E+01    0.54551E-07    0.12407E-03   -0.13038E-06
   217    0.56239E+04    0.80128E+00    0.11896E-02    0.10423E+02    0.54287E-07    0.12305E-03   -0.11604E-06
   218    0.56246E+04    0.82137E+00    0.11929E-02    0.11998E+02    0.54025E-07    0.12204E-03   -0.10175E-06
   219    0.56246E+04    0.84293E+00    0.11966E-02    0.13586E+02    0.53765E-07    0.12103E-03   -0.87525E-07
   220    0.56240E+04    0.86610E+00    0.12006E-02    0.15184E+02    0.53508E-07    0.12003E-03   -0.73354E-07
   221    0.56228E+04    0.89080E+00    0.12048E-02    0.16792E+02    0.53252E-07    0.11904E-03   -0.59237E-07
   222    0.56210E+04    0.91719E+00    0.12093E-02    0.18410E+02    0.52998E-07    0.11805E-03   -0.45174E-07
   223    0.56185E+04    0.94518E+00    0.12140E-02    0.20039E+02    0.52746E-07    0.11707E-03   -0.31164E-07
   224    0.56155E+04    0.97478E+00    0.12190E-02    0.21674E+02    0.52496E-07    0.11610E-03   -0.17206E-07
   225    0.56118E+04    0.10061E+01    0.12240E-02    0.23319E+02    0.52248E-07    0.11513E-03   -0.32982E-08
   226    0.56075E+04    0.10393E+01    0.12293E-02    0.24969E+02    0.52001E-07    0.11418E-03    0.10560E-07
   227    0.56025E+04    0.10741E+01    0.12347E-02    0.26627E+02    0.51757E-07    0.11323E-03    0.24369E-07
   228    0.55970E+04    0.11107E+01    0.12401E-02    0.28290E+02    0.51514E-07    0.11228E-03    0.38131E-07
   229    0.55909E+04    0.11492E+01    0.12457E-02    0.29958E+02    0.51273E-07    0.11135E-03    0.51847E-07
   230    0.55841E+04    0.11895E+01    0.12513E-02    0.31630E+02    0.51034E-07    0.11042E-03    0.65517E-07
   231    0.55767E+04    0.12317E+01    0.12569E-02    0.33307E+02    0.50797E-07    0.10949E-03    0.79142E-07
