#    L    TT             EE             BB             TE          
   291    0.41969E+04    0.76531E+01    0.29394E-01    0.11234E+03
   292    0.41638E+04    0.78182E+01    0.29532E-01    0.11291E+03
   293    0.41309E+04    0.79839E+01    0.29669E-01    0.11344E+03
   294    0.40977E+04    0.81517E+01    0.29806E-01    0.11394E+03
   295    0.40646E+04    0.83201E+01    0.29942E-01    0.11440E+03
   296    0.40313E+04    0.84905E+01    0.30078E-01    0.11482E+03
   297    0.39979E+04    0.86608E+01    0.30212E-01    0.11522E+03
   298    0.39643E+04    0.88331E+01    0.30347E-01    0.11557E+03
   299    0.39308E+04    0.90067E+01    0.30480E-01    0.11588E+03
   300    0.38971E+04    0.91802E+01    0.30613E-01    0.11616E+03
   301    0.38634E+04    0.93550E+01    0.30744E-01    0.11640E+03
   302    0.38298E+04    0.95303E+01    0.30876E-01    0.11661E+03
   303    0.37961E+04    0.97070E+01    0.31006E-01    0.11678E+03
   304    0.37623E+04    0.98849E+01    0.31136E-01    0.11690E+03
   305    0.37286E+04    0.10063E+02    0.31266E-01    0.11699E+03
   306    0.36948E+04    0.10241E+02    0.31395E-01    0.11705E+03
   307    0.36611E+04    0.10420E+02    0.31523E-01    0.11706E+03
   308    0.36274E+04    0.10601E+02    0.31650E-01    0.11705E+03
   309    0.35938E+04    0.10781E+02    0.31777E-01    0.11698E+03
   310    0.35602E+04    0.10961E+02    0.31903E-01    0.11688E+03
   311    0.35267E+04    0.11142E+02    0.32028E-01    0.11674E+03
   312    0.34932E+04    0.11323E+02    0.32153E-01    0.11657E+03
   313    0.34598E+04    0.11505E+02    0.32278E-01    0.11636E+03
   314    0.34265E+04    0.11687E+02    0.32401E-01    0.11611E+03
   315    0.33934E+04    0.11868E+02    0.32524E-01    0.11582E+03
   316    0.33603E+04    0.12049E+02    0.32647E-01    0.11550E+03
   317    0.33273E+04    0.12230E+02    0.32769E-01    0.11513E+03
   318    0.32944E+04    0.12412E+02    0.32890E-01    0.11473E+03
   319    0.32617E+04    0.12593E+02    0.33011E-01    0.11429E+03
   320    0.32292E+04    0.12774E+02    0.33132E-01    0.11383E+03
   321    0.31968E+04    0.12955E+02    0.33251E-01    0.11331E+03
   322    0.31646E+04    0.13135E+02    0.33371E-01    0.11277E+03
   323    0.31325E+04    0.13314E+02    0.33489E-01    0.11218E+03
   324    0.31007E+04    0.13494E+02    0.33608E-01    0.11155E+03
   325    0.30690E+04    0.13671E+02    0.33725E-01    0.11090E+03
   326    0.30375E+04    0.13849E+02    0.33843E-01    0.11020E+03
   327    0.30062E+04    0.14026E+02    0.33960E-01    0.10947E+03
   328    0.29752E+04    0.14201E+02    0.34076E-01    0.10871E+03
   329    0.29444E+04    0.14377E+02    0.34192E-01    0.10790E+03
   330    0.29138E+04    0.14550E+02    0.34308E-01    0.10706E+03
   331    0.28835E+04    0.14722E+02    0.34423E-01    0.10619E+03
   332    0.28534E+04    0.14895E+02    0.34538E-01    0.10529E+03
   333    0.28236E+04    0.15065E+02    0.34653E-01    0.10436E+03
   334    0.27941E+04    0.15235E+02    0.34767E-01    0.10339E+03
   335    0.27647E+04    0.15402E+02    0.34881E-01    0.10238E+03
   336    0.27357E+04    0.15568E+02    0.34995E-01    0.10135E+03
   337    0.27070E+04    0.15734E+02    0.35108E-01    0.10027E+03
   338    0.26786E+04    0.15897E+02    0.35221E-01    0.99170E+02
   339    0.26505E+04    0.16059E+02    0.35334E-01    0.98034E+02
   340    0.26227E+04    0.16219E+02    0.35447E-01    0.96878E+02
   341    0.25952E+04    0.16377E+02    0.35560E-01    0.95679E+02
   342    0.25681E+04    0.16534E+02    0.35672E-01    0.94451E+02
   343    0.25412E+04    0.16689E+02    0.35785E-01    0.93195E+02
   344    0.25148E+04    0.16841E+02    0.35897E-01    0.91911E+02
   345    0.24886E+04    0.16991E+02    0.36009E-01    0.90599E+02
   346    0.24628E+04    0.17140E+02    0.36121E-01    0.89266E+02
   347    0.24374E+04    0.17286E+02    0.36234E-01    0.87898E+02
   348    0.24123E+04    0.17430E+02    0.36346E-01    0.86502E+02
   349    0.23875E+04    0.17572E+02    0.36458E-01    0.85078E+02
   350    0.23632E+04    0.17710E+02    0.36571E-01    0.83634E+02
   351    0.23394E+04    0.17847E+02    0.36683E-01    0.82162E+02
   352    0.23157E+04    0.17981E+02    0.36796E-01    0.80662E+02
   353    0.22926E+04    0.18113E+02    0.36908E-01    0.79149E+02
   354    0.22697E+04    0.18241E+02    0.37021E-01    0.77601E+02
   355    0.22473E+04    0.18368E+02    0.37134E-01    0.76033E+02
   356    0.22253E+04    0.18492E+02    0.37247E-01    0.74452E+02
   357    0.22037E+04    0.18613E+02    0.37360E-01    0.72844E+02
   358    0.21826E+04    0.18729E+02    0.37474E-01    0.71223E+02
   359    0.21618E+04    0.18844E+02    0.37588E-01    0.69574E+02
   360    0.21414E+04    0.18956E+02    0.37702E-01    0.67909E+02
   361    0.21214E+04    0.19065E+02    0.37816E-01    0.66223E+02
   362    0.21019E+04    0.19171E+02    0.37931E-01    0.64519E+02
   363    0.20828E+04    0.19274E+02    0.38045E-01    0.62800E+02
   364    0.20641E+04    0.19373E+02    0.38160E-01    0.61061E+02
   365    0.20459E+04    0.19470E+02    0.38276E-01    0.59309E+02
   366    0.20280E+04    0.19563E+02    0.38391E-01    0.57541E+02
   367    0.20107E+04    0.19652E+02    0.38508E-01    0.55759E+02
   368    0.19936E+04    0.19739E+02    0.38624E-01    0.53965E+02
   369    0.19772E+04    0.19822E+02    0.38741E-01    0.52155E+02
   370    0.19611E+04    0.19902E+02    0.38858E-01    0.50337E+02
   371    0.19454E+04    0.19978E+02    0.38975E-01    0.48505E+02
   372    0.19302E+04    0.20050E+02    0.39093E-01    0.46665E+02
   373    0.19154E+04    0.20119E+02    0.39212E-01    0.44813E+02
   374    0.19011E+04    0.20185E+02    0.39331E-01    0.42953E+02
   375    0.18871E+04    0.20248E+02    0.39450E-01    0.41085E+02
   376    0.18737E+04    0.20307E+02    0.39569E-01    0.39210E+02
   377    0.18607E+04    0.20362E+02    0.39690E-01    0.37330E+02
   378    0.18482E+04    0.20413E+02    0.39810E-01    0.35442E+02
   379    0.18360E+04    0.20461E+02    0.39931E-01    0.33550E+02
   380    0.18244E+04    0.20506E+02    0.40053E-01    0.31654E+02
   381    0.18131E+04    0.20544E+02    0.40175E-01    0.29754E+02
   382    0.18023E+04    0.20581E+02    0.40298E-01    0.27853E+02
   383    0.17919E+04    0.20613E+02    0.40421E-01    0.25949E+02
   384    0.17821E+04    0.20641E+02    0.40545E-01    0.24045E+02
   385    0.17726E+04    0.20667E+02    0.40669E-01    0.22141E+02
   386    0.17636E+04    0.20688E+02    0.40794E-01    0.20237E+02
   387    0.17549E+04    0.20705E+02    0.40919E-01    0.18335E+02
   388    0.17467E+04    0.20718E+02    0.41045E-01    0.16436E+02
   389    0.17390E+04    0.20725E+02    0.41172E-01    0.14540E+02
   390    0.17317E+04    0.20732E+02    0.41299E-01    0.12649E+02
   391    0.17248E+04    0.20733E+02    0.41427E-01    0.10761E+02
   392    0.17183E+04    0.20732E+02    0.41555E-01    0.88801E+01
   393    0.17123E+04    0.20726E+02    0.41684E-01    0.70050E+01
   394    0.17067E+04    0.20717E+02    0.41814E-01    0.51381E+01
